Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
38,Updated TS definition to include saga helpers in redux-saga/effects,0.69375443,"- added TS typings for helpers' effect creators from the redux-saga/effects, that means takeEvery, takeLatest, throttle (thanks to @mcrawshaw)",Banner: stop war in ukraine Revert formatting. Revert automatic formatting. Simplify styles a little bit Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,0
39,Merge branch 'single-std-channel',0.4909157,"- internal stdChannel got reworked to be a singleton object (it is wrapped multicastChannel's instance'), also it is an exported API to support new runSaga's signature - this should also result in being a small perf boost",,0
40,Fixed throttle to accept a channel as originally intended  (#2340),0.85330665,2340 345b828 Thanks @neurosnap! - throttle now accepts a channel as originally intended,,1
41,added resolution time,0.47021657,2293 2d2214e Thanks @neurosnap! - Fixed an issue with arguments that exceed the maximum value for the internally-used setTimeout. Previously it could overflow based on the input that was too big and thus a timeout could resolve immediately.,,0
42,Update redux-saga.js,0.6072823,"This small update allows you to integrate better with some other redux libraries, like redux-actions and redux-act.",,0
43,manual impl. of higher level API using fsm,0.5717305,Middleware API,,0
44,Add TypeScript definitions,0.60447884,take effect supporting Symbol types again - thanks to @iMoses ,so that they can follow the following changes link link,0
45,Allow to decorate builtin emitter,0.44165182,- made take and put effects redeclarable (thanks to @Rokt33r),,0
46,Merge pull request #566 from komcal/master,0.45979482,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
47,Update README_ja.md (#1612),0.4327457,"Let's face it. Errors coming from redux-saga were unreadable and made finding a root cause of the problem really difficult. We really want to improve this situation and with this release (thanks to @restrry's amazing contribution) we start to log ""saga stacks"" along with original errors. This works similar to what React already does with its ""component stacks"". Just look at this one:",fix image and doc links fix code blocks rendering without theme make footer links open in same tab,0
48,Merge pull request #1527 from redux-saga/refactor-join-cancel,0.5309477,"- signature of join & cancel, they both accept now a single task descriptor or an array of those (previously they have accepted variadic length of arguments)",,0
49,Merge pull request #595 from jfairbank/add-redux-saga-router-addon,0.50623506,- got redux-saga/effects and redux-saga/utils working properly for webpack2 and rollup users (or any other bundle which recognizes jsnext:main/module entry). Thanks to @Ephys. How was it achieved can be seen here. Neat trick which I think is not publicly known and it was an issue for quite some time and also allowed me to help fixing this in some other libraries.,Move documentation to Docusaurus,0
50,fixed tests,0.5036427,- Fixed cancellable-counter example,,0
51,"Use ""lerna bootstrap"" as postinstall script",0.44040287,Just a small patch version with:,,0
52,Don't stringify args[0] in checks of io.call().,0.5036926,    // ensure this is not a Cancellation error before handling the error,,0
53,Some misc grammar fixes,0.5108621,"},",,0
54,babel-plugin: fix examples in comments,0.55576235,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
55,Remove old typescript tests.,0.54168373,Removed:,,0
56,Add tests for async example.,0.459526,"- new function createMockTask to mock results of fork effects. With this function, it is now possible to test generators using fork like this",,0
57,(Update) Update gitignore to no include .idea files,0.55832416,The documentation is now using GitBook thanks to @cef62,,0
58,0.10.3,0.5401009,For more background see the explanation on this issue. This release should fixe #50 and #55,,0
59,fix link in README,0.64783,link,,0
60,Improved documentation wording,0.5160656,- many docs improvements,,0
61,中文,0.79592997,- Add Chinese Traditional translation (thanks to @neighborhood999),,1
62,fixed links,0.76622486,link,,1
63,"replace some template content, begin restyle",0.4194298,To create detached forks which follow the old model. You can use the new effect spawn.,,0
64,Merge pull request #809 from xanf/patch-1,0.46829414,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
65,Refactored flatMap implementation,0.45017216,- made take and put effects redeclarable (thanks to @Rokt33r),,0
66,Create CNAME,0.41767016,2324 2466c79 Thanks @neurosnap! - Add LICENSE file,,0
67,updated tests (call support for instance methods),0.5589467,"- most runtime type checks got hidden behing development checks, inputs might not be validated in production (failed validation resulted in error being thrown anyway)",,0
68,"enhanced support for monitoring, log monitor",0.6959431,- monitor,,0
69,Merge pull request #494 from Andarist/fix-deprecated-dependency,0.51921993,"Updated dependencies [bed4458, 612cae8, 20f22a8, d2579a2]:",,0
70,Migrate all links to the new organization URL (fixes #719),0.45010656,link,,0
71,refactored function checks to is.func,0.51262337,It means that you can pass an action creator function with custom .toString() method on it and it can be checked by redux-saga against dispatched actions' types.,,0
72,Merge branch 'rec',0.4163081,"This small update allows you to integrate better with some other redux libraries, like redux-batched-actions.",,0
73,Handle symbol patterns properly,0.62732434,take effect supporting Symbol types again - thanks to @iMoses ,Docs fix Docs correction,0
74,Merge pull request #639 from yenshih/patch-3,0.43483484,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
75,updated docs for the new release,0.76648283,- many docs improvements,Add warnings for invalid use of take effect A little bit more descriptive changeset Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,1
76,Merge pull request #393 from vcarl/master,0.46091825,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
77,Merge pull request #1296 from willem-h/master,0.44783822,2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,Add chat article to external resources list,0
78,ignore package-lock (#1572),0.55988,2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,markdown change,0
79,added select effect handling,0.5386545,- detach helper returns a new effect instead of mutating the input one,Removed --save option from npm install,0
80,add root flag to monitor interface,0.65303016,- new rootSagaStarted hook for saga monitor,,0
81,Merge branch 'deps/rollup',0.3758252,A small patch with the following merges,As of npm 5 and in latest npm/cli save is a default option. One may use --no-save to skip saving to package.json,0
82,fix eventChannel#close issue,0.85081565,"- fixed issue with eventChannels not closing automatically upon emitting END, thanks to @baldwmic",,1
83,0.3.1,0.53518784,@redux-saga/is@1.1.3,"Fix links for ""dispatch"" to a proper page: link, the previous one leaded to 404.",0
84,Merge pull request #1630 from redux-saga/lower-kb-limit,0.49167243,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,to be in line with rest of code,0
85,Update redux-saga dependency version of example,0.6508524,Updated dependencies [345b828]:,xstate was listed as the opencollective url - this should be link instead.,0
86,rename channel to actionChannel,0.5448409,Support for Channels and Event channels,,0
87,0.6.0,0.58608675,@redux-saga/core@1.2.0,,0
88,add vanila html example,0.5053985,someModule.js,,0
89,do not attach cancel functions on noop,0.5853751,    // ensure this is not a Cancellation error before handling the error,,0
90,added tests for sync dispatches,0.61122775,Fix Synchronous puts behaviors to be consistent with pre 0.10 releases,,0
91,Edit phrasing to account for scheduling,0.55949616,- New scheduler to handle synchronous & deeply nested forks/puts (see #622),,0
92,fix for dark theme,0.3963245,For background see #336,,0
93,Added gitbook-cli module to devDependencies,0.575908,The documentation is now using GitBook thanks to @cef62,Add square logo Update logo readme Resize logo in the readme Fix alt text in Readme Resize image to reach the edges for uniformity in logo designs Use alternative square logo design,0
94,Fix error in the API reference CPS section,0.5472076,- Fix issues with Error handling,,0
95,Update README.md (#1472),0.54917866,"Updated dependencies [bed4458, 612cae8, 20f22a8, d2579a2]:",,0
96,Add three links to for root saga page inn readmes (#1513),0.5996206,- new rootSagaStarted hook for saga monitor,,0
97,Unify how getFnCallDescriptor is handled (#1605),0.55672276,"  getState: ...,",,0
98,fixed: npm test now runs linter and example tests,0.5316757,"- cloneableGenerator utils, which can ease ur unit testing when logic branching is needed, thanks to @nihaux ",,0
99,example/cancellable-counter: update webpack and react,0.5995676,Also migrated examples to webpack. All build infrastructure use webpack,,0
100,Merge remote-tracking branch 'baldwmic/createMockTaskDoc',0.52146566,fix #360 : added option logger to customize logging (see  API docs for createSagaMiddleware),,0
101,Migrate to dtslint and more types improvements.,0.6199374,- many docs improvements,,0
102,Merge pull request #818 from nktssh/patch-1,0.45789617,- got redux-saga/effects and redux-saga/utils working properly for webpack2 and rollup users (or any other bundle which recognizes jsnext:main/module entry). Thanks to @Ephys. How was it achieved can be seen here. Neat trick which I think is not publicly known and it was an issue for quite some time and also allowed me to help fixing this in some other libraries.,,0
103,Upgrade some devDeps (mainly Babel-related),0.56159353,Updated dependencies [345b828]:,,0
104,add license & package.json,0.6662957,"2308 8207e33 Thanks @Andarist, @neurosnap! - exports field has been added to the package.json manifest. It limits what files can be imported from a package but we've tried our best to allow importing all the files that were considered to be a part of the public API.",,0
105,chore: move prettier config to .prettierrc.json (#1522),0.507257,configureStore.js,,0
106,updated old docs,0.78729504,- many docs improvements,,1
107,updated builds,0.57236457,New features:,,0
108,完成一半,0.6811776,  },Add dev mode error for fork Fix test,0
109,Fix range of supported redux versions. Fix #1306 (#1419),0.65098584,Updated dependencies [2466c79]:,,0
110,Renamed proc to saga in task descriptions,0.50024897,2295 bed4458 Thanks @lourd! - Adds type inference for result of task returned from runSaga and SagaMiddleware.run,,0
111,updated docs for task descriptor,0.6878303,- many docs improvements,,0
112,experiment with lon running sagas,0.51984507,Support for starting Sagas dynamically (issues #5 and #13),,0
113,Bulding umd files as part of precommit hook,0.46481985,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
114,"minor edit, 2 -> two",0.6116907,Minor Changes,,0
115,Update lerna,0.70120674,A patch release including some fixes,,1
116,[FIX] Setting BABEL_ENV to use es modules before running bundesize,0.5918884,- Fix issue with ES build (thanks @Andarist),,0
117,v0.12.0,0.62265193,A patch release including some fixes,,0
118,small docs improvement,0.86946166,- many docs improvements,Leverage TS 3.6 generator return types for Saga Iterators.,1
119,Merge branch 'context',0.43928027,"- added getContext and setContext effects (thanks for the idea to @aikoven). It's not properly documented yet, but its a feature which allows sharing context properties across tasks without need to import them in each file or passing them explicitly through arguments. The feature is implemented as dynamic scoping which should sounds familiar for JS devs. In general you cannot share a context property from a child task to the parent, its only passed 'down'. You can read more in related issue and PR till its not documented.",Also removed files that should have remained untracked and that have confused dtslint.,0
120,Merge pull request #75 from Aweary/grammar-fixes,0.5471102,"- signature of join & cancel, they both accept now a single task descriptor or an array of those (previously they have accepted variadic length of arguments)",,0
121,fix #336 Race condition in 0.10.x,0.558425,This patch fixes synchronous errors handling (see #152 and #165),,0
122,Merge pull request #66 from jihchi/update_zh_hant_to_0.6.0,0.44034755,2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,Reword api docs for PUT,0
123,Update FutureActions.md,0.5121245,"Updated dependencies [bed4458, 612cae8, 20f22a8, d2579a2]:",,0
124,Hid all argument checks behind env check - it should be extra validated only in dev mode,0.5189954,- Uncaught cancellation exception are logged into the console only in dev mode (process.env.NODE_ENV set to 'development'),,0
125,trans-table for channels,0.6525997,Support for Channels and Event channels,"doc: takeLatest: ""spawns"" => ""forks""",0
126,Move all effect runners to a separated file (#1659),0.49611506,"- removed redux-saga/utils entirely, move of those are moved to separate packages",,0
127,Merge pull request #1915 from sultanassi95/patch-1,0.43314677,"- signature of join & cancel, they both accept now a single task descriptor or an array of those (previously they have accepted variadic length of arguments)",Fix grammar mistake in docs,0
128,clarify the first sentence in readme,0.46167704,"},",,0
129,Merge pull request #464 from Andarist/eventchannel-doc,0.47278124,- Only check eventChannel matcher if defined #273 (thanks @secobarbital),Add an article to external resources,0
130,Translate README in Japanese based on b5f341,0.4758279,- Add Chinese Traditional translation (thanks to @neighborhood999),do not attach cancel functions on noop,0
131,Refactor io.join and runJoinEffect,0.5590594,This patch fixes the createMockTask result to be conform to the API of Task object (see #182),,0
132,added race winner indicator,0.57493937,- END will now finish the race effects,Hi! I wrote an article about Redux-Saga on my blog. The idea is to understand it better by reimplementing it in a minimalistic way. I thought it could help some other developers.,0
133,1309 Revamp testing docs (#1433),0.6134145,- many docs improvements,,0
134,Merge pull request #92 from prashaantt/docs,0.47829324,A small patch with the following merges,See link,0
135,Fixed bug in Retrying XHR calls recipe,0.47184223,- Fix issues with Error handling,,0
136,Merge pull request #1823 from antododo/patch-1,0.46185094,A small patch with the following merges,,0
137,Merge branch 'self-cancel',0.43150222,"- signature of join & cancel, they both accept now a single task descriptor or an array of those (previously they have accepted variadic length of arguments)",Add a generic return type to SagaIterator Update effect types to set the proper return type Improve type inference for CombinatorEffect,0
138,Merge pull request #585 from knpwrs/patch-1,0.41813964,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
139,Handle errors without Error objects,0.7624259,Error handling,,1
140,Use modern API and conventions in README,0.53560746,(see API docs for detailed infos),,0
141,fix: zh-cn Readme title,0.37877053,- fix #287 weird error stack trace and error printing,,0
142,updated with latest builds,0.6071426,New features:,Update Root Saga Patterns docs,0
143,Fix grammar error,0.578381,- Fix issues with Error handling,,0
144,docs: improve wording for task cancellation (#1650),0.6742231,Task descriptor enhanced with a new cancel method,,0
145,typo (let's -> lets) (#1731),0.5025478,});,Add html-webpack-plugin module in package.json,0
146,Merge pull request #390 from nhjk/patch-1,0.47474337,- issue with joiner not ending in cancelled state when joining cancelled task ,Update pronoun usage in FutureActions.md,0
147,Merge pull request #284 from hamczu/basics-docs-fix,0.5117481,"Updated dependencies [bed4458, 612cae8, 20f22a8, d2579a2]:",1848 Fix broken unpkg links for redux-saga,0
148,added monitorActions export,0.6083126,"+ sagaMonitor: monitor,",Update HelperWorkerParameters to match saga that don't use action,0
149,fix export in introcution docs,0.62135744,- Added missed utils top level export for utils. So now we can do import redux-saga/utils,Fix error in docs: rootSaga pattern code example,0
150,use location symbol as global,0.38140845,take effect supporting Symbol types again - thanks to @iMoses ,The array of sagas needs to be passed to an all which is missing,0
151,Merge pull request #1758 from redux-saga/fix-endless-loop,0.54024076,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
152,Merge pull request #591 from yelouafi/fix/missing-ts-typing,0.5239145,- Fix issues with Error handling,,0
153,little correction,0.7147203,Minor Changes,Remove unnecessary exports in Beginner Tutorial's code snippet,1
154,remove Symbol dep.,0.6611687,Removed:,,0
155,Merge branch 'more-packages',0.43498057,A small patch with the following merges,switch his to their,0
156,extracted processor logic into proc and io modules,0.47198913,"We've recently extracted some modular packages, you can see @redux-saga/deferred, @redux-saga/delay-p, @redux-saga/is & @redux-saga/symbols. At the same time we've managed to shave off some bytes from the core build - according to some tests of our we've managed remove over 1kb, but your YMMV ofc.",Book: specify language,0
157,Fix typo in UsingSagaHelpers.md,0.6738632,"- got rid of createSagaMiddleware({ onerror }) which got into library because of a typo and we have supported it for some time, please use onError instead",Fix and improve debounce code example in API reference,0
158,Delete channel-trans-table.md,0.614633,- channels private getters (takers and closed) got removed,,0
159,Fixed link to UsingRunSaga from API section (fixes #1738),0.63063693,- createSagaMiddleware supports a new (optional) option: onError API docs to detect uncaught exceptions from Sagas (thanks to @secobarbital),,0
160,Merge pull request #199 from voy/fix-typos-in-recipes,0.4678555,A small patch with the following merges,"when we refactor, we only need to export the rootSaga and not incrementAsync() & watchIncrementAsync().",0
161,task.cancel builds a SagaCancellationException if needed,0.6420226,"- Uncaught SagaCancellationExceptions are no longer bubbled to parents. This was necessary to make yield cancel(...) have true non blocking semantics. Once we cancel a task, we move immediately to the next step. If the cancelled task omits to catch its cancellation error, a warning message will be printed on the console (only in dev mode).",Add cancel function to the object returned by createMockTask,0
162,Upgrade babel version (#1523),0.650295,Updated dependencies [345b828]:,,0
163,check matcher arg in eventChannel,0.76866144,- Only check eventChannel matcher if defined #273 (thanks @secobarbital),Fix one of the tests for put effect.,1
164,Typos fixes for the typos God,0.47789565,TS Typings,,0
165,Fix jsdom problem with localStorage by using --env=node for jest,0.5636538,This should fix the compatibility with Node.js ESM support.,Use yarn and its workspaces,0
166,Merge pull request #228 from coryhouse/patch-12,0.446849,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
167,remove unused import,0.6834116,import { detach } from 'redux-saga',,0
168,Prepared monorepo structure,0.43571502,module,,0
169,changed signature to include logger,0.6981868,+ logger: ...,Prevent cancellation of ended joined tasks,0
170,babel-plugin: empty loc tests,0.55316776,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
171,Use changesets (#1954),0.6070906,Changed:,,0
172,revert back to std api,0.5337387,"- removed some deprecated APIs - takeEvery, takeLatest, throttle from the redux-saga entry point (they are and were importable from redux-saga/effects), takem, put.sync and executing array of effects, there is explicit API for this for already some time - all effect",,0
173,Merge pull request #1745 from redux-saga/babel-plugin-issue-1742,0.5759262,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
174,Typo,0.6818477,"},",,0
175,Add typing for onError option for runSaga,0.6895304,"- got rid of createSagaMiddleware({ onerror }) which got into library because of a typo and we have supported it for some time, please use onError instead",,0
176,Merge pull request #593 from benhughes/patch-1,0.49359137,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
177,fixed logging for select effects,0.6440518,+ logger: ...,,0
178,Version Packages (#2373),0.6554711,Updated dependencies [2466c79]:,,0
179,Added missing buffers#expanding typing,0.5825773,TL/DR: Use buffer.fixed(limit) when you need a bounded buffer (will throw an error when the untaked messages exceed the buffer limit). Use buffer.expanding(limit) when you need an auto expanding buffer.,,0
180,"Updated docs to include object literal invocation style for call, cps, and fork (#1484)",0.5390815,"call, cps and fork both support providing 'this' context for invoking instance methods",,0
181,fix failing  test: round to seconds (#1631),0.51925683,@redux-saga/delay-p@1.2.1,,0
182,Merge pull request #1833 from Fs00/master,0.4744625,- issue with joiner not ending in cancelled state when joining cancelled task ,Babel-plugin dont handle empty location,0
183,Merge pull request #650 from HansDP/master,0.45405817,- optional cancel property on CpsCallback (thanks to @dannsam) ,typings: fix take typings for array of heterogeneous action creators,0
184,Tweaks in test descriptions,0.48423827,});,,0
185,improve style,0.63544375,Improved:,,0
186,Add mention of ES6 generators,0.50229377,- Fix issue with ES build (thanks @Andarist),"Cancelling a join task caused all nested forked tasks to be cancelled as well, regardless of their status. This means an finished/ended forked task was cancelled unnecessarily. Because the joiners property is changed from an array to null when the task is ended, the subsequent cancellation that tries to remove the joiner from joiners caused a Cannot read property 'indexOf' of null error. We added a guard in the cancel callback that ensures the task is running. We wonder if the joiners property should be reset to [] instead of null. It's another way of fixing this issue.",0
187,Added throttle helper,0.54474086,"- added TS typings for helpers' effect creators from the redux-saga/effects, that means takeEvery, takeLatest, throttle (thanks to @mcrawshaw)",,0
188,Merge pull request #142 from coryhouse/patch-1,0.47980255,- issue with joiner not ending in cancelled state when joining cancelled task ,fix link in API docs,0
189,Fixed typo in api doc,0.5294981,- Fix issues with Error handling,race(effects) link pointed at #alleffects.,0
190,Merge pull request #1372 from Revinand/master,0.46136874,- issue with joiner not ending in cancelled state when joining cancelled task ,Minor grammar fixes to docs.,0
191,Fixed broken link,0.6291372,link,,0
192,bump deps,0.47266465,Patch Changes,fix: import in testing code example,0
193,Added unpkg field in package.json,0.61894155,"2308 8207e33 Thanks @Andarist, @neurosnap! - exports field has been added to the package.json manifest. It limits what files can be imported from a package but we've tried our best to allow importing all the files that were considered to be a part of the public API.",,0
194,"Added prepare script, which can be used by npm5 when the package is used as git dependency",0.46035644,The documentation is now using GitBook thanks to @cef62,updated README_ja.md based on 1cfd88d,0
195,use helper fn for deprecation warnings,0.5012535,    // ensure this is not a Cancellation error before handling the error,,0
196,Merge pull request #119 from jhsu/patch-1,0.482067,- got redux-saga/effects and redux-saga/utils working properly for webpack2 and rollup users (or any other bundle which recognizes jsnext:main/module entry). Thanks to @Ephys. How was it achieved can be seen here. Neat trick which I think is not publicly known and it was an issue for quite some time and also allowed me to help fixing this in some other libraries.,,0
197,remove SagaCancellationException object,0.85107917,So SagaCancellationException class and isCancelError function were removed.,typings: better inference of action types from action pattern,1
198,fixed path to src,0.36454716,"- fixed internal scheduler and its recursive nature, now its trampolining and cannot cause stack's overflow, thanks to @pbadenski and @wilsaj",,0
199,added takem and auto end handling,0.6071983,END actions are automatically handled by the middleware and cause a Saga blocked on a take effect to automatically terminate (but it'll still wait for its forked tasks which provides support for SSR). To catch END values you can use the new Effect takem (aka takeMaybe). Using takem you get the explicit END so you can handle it manually. See #255 for more infos,,0
200,Fix spelling errors,0.5053108,- Fix issues with Error handling,,0
201,initial travis-ci commit,0.54660845,  },,0
202,Attempt to fix link,0.69201946,link,Conflicts: packages/is/index.d.ts,0
203,Merge pull request #88 from gaearon/patch-1,0.44309545,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
204,Add import statement in effects example (#2001),0.6445147,import { takeEvery } from 'redux-saga/effects',,0
205,Fix mentions of where SAGA_ACTION may be found,0.5539153,- added actionDispatched trigger to the monitor contract. We need this in order to figure out saga/take effects that reacted to a given action. Also added a silent flag SAGA_ACTION (non enumerable property) added to distinguish actions dispatched by sagas from others.,,0
206,added buffered channel test to cover (most of) state space,0.64998114,- channel and actionChannel have default buffer of buffers.expanding(),Fix endless loop while createTaskIterator gets a function that return…,0
207,added runSaga support,0.73611605,"In previous releases, the library provided the runSaga method to start Sagas dynamically. However, there were some issues due to how runSaga was implemented (related issues #48, #76)",,1
