Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
15,chore(deps): update dependency lint-staged to v12.0.1,0.9844263,chore(deps): update dependency lint-staged to v12.1.2 (08bd820),,1
16,chore(deps): update dependency bullmq to v3.2.1,0.91849875,chore(deps): update dependency bull to v3.13.0 (5252aa5),,1
17,chore(deps): update dependency lint-staged to v10.2.11,0.98365504,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
18,chore(deps): update dependency lint-staged to v12.5.0,0.98224175,chore(deps): update dependency lint-staged to v12.0.3 (4ed6349),,1
19,chore(deps): update dependency @types/jest to v26.0.22,0.9877167,chore(deps): update dependency @types/jest to v26.0.7 (2da33d6),,1
20,chore(deps): update dependency rxjs to v6.5.1,0.9762801,chore(deps): update dependency rxjs to v7.5.1 (573cdde),,1
21,chore(deps): update dependency ts-node to v8.7.0,0.97785246,chore(deps): update dependency ts-node to v8.7.0 (51cee44),,1
22,chore(deps): update dependency lerna to v5.6.1,0.9209884,chore(deps): update dependency release-it to v13.5.6 (3d0c515),,1
23,chore(deps): update nest monorepo to v9.0.6,0.98000556,chore(deps): update nest monorepo to v7.0.5 (9a4923a),,1
24,Merge pull request #1328 from nestjs/renovate/major-nest-monorepo,0.9688757,Merge pull request #303 from nestjs/renovate/major-nest-monorepo (725fda8),,1
25,chore(deps): update commitlint monorepo to v8 (major) (#102),0.9586285,chore(deps): update commitlint monorepo to v8.3.4 (538008d),,1
26,chore(deps): update commitlint monorepo to v17.4.4,0.9697236,chore(deps): update commitlint monorepo to v16.2.1 (2020e4b),,1
27,Merge pull request #78 from fwoelffel/renovate/prettier-1.x,0.7965089,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
28,chore(deps): update dependency jest to v27.3.0,0.9710684,chore(deps): update dependency jest to v27.4.0 (5a12985),,1
29,chore(deps): update typescript-eslint monorepo to v5.11.0,0.98685884,chore(deps): update typescript-eslint monorepo to v4.15.2 (a31e115),,1
30,chore(deps): update dependency ts-jest to v27.0.7,0.9857505,chore(deps): update dependency ts-jest to v27.0.7 (f1213d9),,1
31,chore(deps): update dependency @types/jest to v28.1.1,0.977036,chore(deps): update dependency @types/jest to v25.2.3 (07121a1),,1
32,chore(deps): update dependency eslint-plugin-import to v2.23.2,0.9899544,chore(deps): update dependency eslint-plugin-import to v2.23.0 (ca05170),,1
33,chore(deps): update dependency husky to v4.2.0,0.98063207,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
34,chore(deps): update dependency @types/bull to v3.10.0 (#140),0.981722,chore(deps): update dependency @types/bull to v3.14.3 (0e25888),,1
35,chore(deps): update dependency jest to v27.1.1,0.9823102,chore(deps): update dependency jest to v27.4.0 (5a12985),,1
36,chore(deps): update dependency @types/node to v10.14.8 (#99),0.981705,chore(deps): update dependency @types/node to v14.17.10 (3ee9976),,1
37,chore(deps): update nest monorepo to v9.3.7,0.9785374,chore(deps): update nest monorepo to v7.2.0 (9a5aa1a),,1
38,chore(deps): update nest monorepo to v7.6.8,0.98248285,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
39,chore(deps): update dependency ts-jest to v26.5.5,0.9842491,chore(deps): update dependency ts-jest to v26.5.0 (4ac0948),,1
40,Merge pull request #25 from fwoelffel/renovate/typescript-3.x,0.7750342,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
41,chore(release): publish new releases,0.7698556,chore(): publish 0.0.1 release (7fee01b),,1
42,fix: Add BullRootModuleOptions,0.6809515,fix(): instantiate logger internally in bull explorer (47299b9),,0
43,refactor(module): rename forRoot and forRootAsync,0.5118593,"fix(): if redis prop is a string, pass it as a second ctor arg (8718b90)",,0
44,fix(deps): update dependency typescript to v3.5.2,0.852409,chore(deps): update dependency typescript to v3.7.4 (a725287),,1
45,Merge pull request #1542 from nestjs/renovate/cimg-node-19.x,0.9202211,Merge pull request #802 from nestjs/renovate/circleci-node-16.x (4386584),,1
46,chore(deps): update nest monorepo to v8.4.3,0.98321867,chore(deps): update nest monorepo to v8.0.2 (1de07a7),,1
47,chore(deps): update dependency typescript to v3.4.5,0.9764263,chore(deps): update dependency typescript to v3.7.5 (a127633),,1
48,chore(deps): update dependency husky to v2.4.0 (#107),0.9698486,chore(deps): update dependency husky to v4.2.3 (7e877a9),,1
49,chore(deps): update dependency @types/node to v10.14.8,0.97756433,chore(deps): update dependency @types/node to v14.17.10 (3ee9976),,1
50,Merge pull request #83 from fwoelffel/renovate/lint-staged-8.x,0.76903117,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
51,chore(deps): update dependency @types/node to v18.15.11,0.9832127,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
52,chore(deps): update typescript-eslint monorepo to v5.27.1,0.98927623,chore(deps): update typescript-eslint monorepo to v4.25.0 (02b1756),,1
53,Merge pull request #37 from fwoelffel/renovate/prettier-1.x,0.78519285,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
54,chore(deps): update dependency @types/node to v11.13.7,0.983065,chore(deps): update dependency @types/node to v16.11.14 (de0da54),,1
55,chore(): release v0.2.2,0.809193,chore(): publish 0.0.1 release (7fee01b),,1
56,chore(deps): update dependency ts-jest to v25.2.0,0.980651,chore(deps): update dependency ts-jest to v25.2.1 (4073418),,1
57,chore(deps): update dependency lint-staged to v10.1.1,0.9834219,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
58,chore(deps): update dependency husky to v4.0.5,0.9842202,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
59,Merge pull request #464 from nestjs/renovate/nest-monorepo,0.98593897,Merge pull request #464 from nestjs/renovate/nest-monorepo (032593f),,1
60,chore(deps): update dependency lint-staged to v10.0.7,0.98610544,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
61,chore(deps): update dependency release-it to v12.6.1,0.9721074,chore(deps): update dependency release-it to v12.6.1 (83de861),,1
62,test(): mock bull package for bull providers unit test,0.74453545,test(bull-explorer): update (13d4a08),,1
63,chore(deps): update nest monorepo to v9.3.12,0.9790804,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
64,chore(deps): pin dependency @types/jest to 27.4.1,0.8521375,chore(deps): pin dependencies (34eea8e),,1
65,chore(deps): update typescript-eslint monorepo to v5.38.1,0.98421776,chore(deps): update typescript-eslint monorepo to v5.7.0 (a595853),,1
66,chore(deps): update dependency @types/jest to v26.0.8,0.98743546,chore(deps): update dependency @types/jest to v26.0.7 (2da33d6),,1
67,chore(deps): update dependency bull to v3.15.0,0.97731006,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
68,chore(deps): update commitlint monorepo to v14,0.9639602,chore(deps): update commitlint monorepo to v12.1.4 (80e279a),,1
69,chore(deps): update dependency ts-jest to v26.4.1,0.98716646,chore(deps): update dependency ts-jest to v26.5.0 (4ac0948),,1
70,chore(deps): update dependency bull to v3.19.1,0.9730755,chore(deps): update dependency bull to v3.19.0 (daa8e46),,1
71,chore(deps): update nest monorepo to v8.2.0,0.98621804,chore(deps): update nest monorepo to v8.2.0 (1dba348),,1
72,chore(deps): update dependency rxjs to v7.5.7,0.9818805,chore(deps): update dependency rxjs to v7.5.4 (69789ee),,1
73,chore(deps): update dependency lint-staged to v10.2.6,0.9838329,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
74,chore(deps): update dependency husky to v2.5.0 (#126),0.97102636,chore(deps): update dependency husky to v5.1.2 (2567114),,1
75,chore(deps): update dependency @types/node to v18.15.6,0.97758496,chore(deps): update dependency @types/node to v16.11.25 (5a19055),,1
76,chore(deps): update dependency tslint to v6.1.2,0.9771423,chore(deps): update dependency tslint to v6.1.3 (543218f),,1
77,test(): fix invalid port (e2e tests) attempt 6,0.9878403,test(): fix invalid port (e2e tests) attempt 6 (5244211),,1
78,Merge pull request #657 from nestjs/dependabot/npm_and_yarn/ini-1.3.7,0.98186874,Merge pull request #657 from nestjs/dependabot/npm_and_yarn/ini-1.3.7 (ec487bf),,1
79,chore(deps): update dependency @types/node to v14.17.15,0.98759514,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
80,chore(deps): update dependency bull to v3.22.0,0.9734441,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
81,"fix(@nestjs/bullmq): BullMQ3.0, the QueueScheduler is not needed anymore",0.620419,fix(): instantiate logger internally in bull explorer (47299b9),,0
82,chore(deps): update typescript-eslint monorepo to v5.30.0,0.9844877,chore(deps): update typescript-eslint monorepo to v5.3.0 (6065926),,1
83,chore(deps): update dependency sort-package-json to v1.32.2,0.98625326,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872), @nestjs/bull-shared@0.1.3 @nestjs/bull@0.6.3 @nestjs/bullmq@1.1.0,1
84,chore(deps): update typescript-eslint monorepo to v4.6.1,0.98403746,chore(deps): update typescript-eslint monorepo to v4.9.1 (09dd213),,1
85,chore(deps): update dependency bullmq to v1.86.4,0.9344792,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
86,chore(deps): update dependency tslint to v5.18.0,0.9647375,chore(deps): update dependency tslint to v6.1.3 (543218f),,1
87,chore(deps): update dependency tslint to v5.15.0,0.9656347,chore(deps): update dependency tslint to v6.1.3 (543218f),,1
88,chore(deps): update dependency eslint-config-prettier to v8.3.0,0.9874847,chore(deps): update dependency eslint-config-prettier to v8.3.0 (9949ece),chore(deps): bump json5 from 1.0.1 to 1.0.2,1
89,chore(deps): update nest monorepo to v9.3.3,0.97573084,chore(deps): update nest monorepo to v7.2.0 (9a5aa1a),chore(deps): bump luxon from 3.0.1 to 3.2.1,1
90,chore(deps): update dependency ts-jest to v25.3.0,0.9803829,chore(deps): update dependency ts-jest to v25.3.1 (173f027),chore(deps): update node.js to v19.6,1
91,chore(deps): update commitlint monorepo to v8.3.3,0.9832834,chore(deps): update commitlint monorepo to v8.3.4 (538008d),fix(deps): update dependency tslib to v2.5.0,1
92,chore(deps): update typescript-eslint monorepo to v5.34.0,0.983936,chore(deps): update typescript-eslint monorepo to v4.15.2 (a31e115),chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,1
93,chore: add licence,0.49676904,chore(): update renovate options (cdec9b5),,0
94,feat: remove nest 5 support,0.5954064,Merge pull request #464 from nestjs/renovate/nest-monorepo (032593f),,0
95,chore(deps): update dependency bullmq to v1.81.2,0.9380802,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
96,Merge pull request #86 from fwoelffel/renovate/node-11.x,0.77254784,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
97,chore(deps): update dependency ts-node to v10.3.1,0.97943807,chore(deps): update dependency ts-node to v10.2.0 (1b8674d),,1
98,chore(deps): update dependency @types/node to v11.13.18,0.9777502,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
99,chore(deps): update dependency typescript to v3.5.3,0.97652334,chore(deps): update dependency typescript to v3.7.5 (a127633),,1
100,chore(deps): update dependency release-it to v13.6.3,0.98332393,chore(deps): update dependency release-it to v13.6.2 (03d5449),,1
101,chore(deps): update dependency lerna to v5.1.0,0.91384095,chore(deps): update dependency release-it to v13.5.6 (3d0c515),,1
102,chore(deps): update dependency husky to v2.7.0,0.9698343,chore(deps): update dependency husky to v4.3.0 (0abd67e),,1
103,chore(deps): update nest monorepo to v7.3.1,0.9815774,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
104,chore(deps): update dependency eslint-plugin-import to v2.24.1,0.9898753,chore(deps): update dependency eslint-plugin-import to v2.23.0 (ca05170),Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
105,chore(deps): update dependency rimraf to v4.1.2,0.9714227,chore(deps): update dependency rimraf to v3.0.1 (5a6bf52),,1
106,chore(deps): update dependency sort-package-json to v1.38.1,0.99038017,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
107,chore(deps): update typescript-eslint monorepo to v5.44.0,0.9841936,chore(deps): update typescript-eslint monorepo to v5.7.0 (a595853),,1
108,Merge pull request #34 from fwoelffel/renovate/nest-monorepo,0.8433098,Merge pull request #464 from nestjs/renovate/nest-monorepo (032593f),,1
109,chore(deps): update dependency @types/bull to v3.13.0,0.9776697,chore(deps): update dependency @types/bull to v3.13.0 (c3a1db6),,1
110,docs: Add module configuration in example,0.57343996,docs(): add in-code documentation regarding the solution taken (3fd95e1),,0
111,chore(deps): update dependency @types/node to v11.13.4,0.98373866,chore(deps): update dependency @types/node to v16.11.14 (de0da54),,1
112,chore(deps): update typescript-eslint monorepo to v2.32.0,0.9864981,chore(deps): update typescript-eslint monorepo to v2.32.0 (08bb175),,1
113,build(): exclude jest configuration from tsc build,0.45260578,Linting & removing duplicate keys inside jest config (3c20567),,0
114,chore(deps): update dependency @types/node to v14.17.21,0.9895492,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
115,chore(deps): update nest monorepo to v7.6.1,0.9832082,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
116,chore(deps): update dependency @types/node to v14.17.4,0.9870815,chore(deps): update dependency @types/node to v14.17.4 (3d5d005),,1
117,chore(deps): update dependency @types/node to v16.11.48,0.99079347,chore(deps): update dependency @types/node to v16.11.16 (dbec04e),,1
118,chore(deps): update dependency @types/jest to v27.0.2,0.9854342,chore(deps): update dependency @types/jest to v27.4.0 (06e01f5),,1
119,chore(deps): update dependency bull to v3.25.1,0.9806124,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
120,chore(deps): update dependency @types/node to v10.14.12 (#134),0.982358,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
121,chore(deps): update dependency @types/node to v12.20.1,0.9838345,chore(deps): update dependency @types/node to v14.17.7 (02e6a26),,1
122,chore(deps): update dependency release-it to v14.0.2,0.982983,chore(deps): update dependency release-it to v14.2.0 (4398306),,1
123,Merge pull request #259 from digital-value-apps/fix_allow_falsy_args,0.955625,Merge pull request #259 from digital-value-apps/fix_allow_falsy_args (fbe373b),,1
124,chore(deps): update dependency @types/jest to v24.9.0,0.98570395,chore(deps): update dependency @types/jest to v24.9.1 (37e5eb3),,1
125,chore(deps): update dependency lint-staged to v10.0.6,0.9868717,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
126,chore(deps): update dependency lint-staged to v10.5.1,0.9852314,chore(deps): update dependency lint-staged to v10.5.0 (f170055),,1
127,chore(deps): update dependency sort-package-json to v1.40.0,0.9881658,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
128,chore(deps): update dependency prettier to v2.2.1,0.9787582,chore(deps): update dependency prettier to v2.2.0 (9794105),,1
129,chore(deps): update dependency eslint to v7.1.0,0.97514313,chore(deps): update dependency eslint to v7.2.0 (d242408),,1
130,chore(deps): update dependency husky to v4.3.0,0.98059696,chore(deps): update dependency husky to v4.3.0 (0abd67e),,1
131,chore(deps): update typescript-eslint monorepo to v4.14.1,0.98310244,chore(deps): update typescript-eslint monorepo to v4.15.2 (a31e115),,1
132,chore(deps): update dependency typescript to v3.5.3 (#138),0.97966176,chore(deps): update dependency typescript to v3.7.5 (a127633),,1
133,chore(deps): update dependency release-it to v14.11.0,0.9848004,chore(deps): update dependency release-it to v14.0.4 (c447606),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
134,chore(deps): update typescript-eslint monorepo to v4.4.1,0.98145956,chore(deps): update typescript-eslint monorepo to v4.3.0 (ab88970),,1
135,chore(deps): update nest monorepo to v7.0.13,0.97503644,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
136,chore(deps): update dependency bullmq to v3.7.1,0.9183718,chore(deps): update dependency bull to v3.13.0 (5252aa5),,1
137,chore(deps): update dependency @types/node to v12.20.13,0.98468405,chore(deps): update dependency @types/node to v12.20.13 (7552053),Bumps luxon from 3.0.1 to 3.2.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: luxon   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
138,chore(deps): update dependency @types/jest to v26.0.24,0.9887376,chore(deps): update dependency @types/jest to v26.0.7 (2da33d6),,1
139,chore(deps): update dependency typescript to v4.5.4,0.97986597,chore(deps): update dependency typescript to v4.5.4 (2d547e8),,1
140,chore(deps): update dependency @types/bull to v3.12.2,0.9794493,chore(deps): update dependency @types/bull to v3.12.2 (219e47d),,1
141,chore(deps): update dependency ts-jest to v24.3.0,0.97706604,chore(deps): update dependency ts-jest to v24.3.0 (dbb905e),,1
142,test: remove spec files from coverage reports,0.48621207,docs(): remove sample directory (b4bce49),,0
143,Merge pull request #36 from fwoelffel/renovate/node-11.x,0.7934829,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
144,chore(deps): update dependency sort-package-json to v1.54.0,0.98829824,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
145,chore(deps): update dependency lint-staged to v8.2.1,0.98223484,chore(deps): update dependency lint-staged to v12.1.2 (08bd820),,1
146,chore(deps): update nest monorepo to v6.11.2,0.98308825,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
147,"Merge HEAD, branch 'master' of https://github.com/nestjs/bull",0.9071013,Merge branch 'master' of https://github.com/nestjs/bull (6873a65),,1
148,chore(deps): update dependency lint-staged to v10.0.8,0.986989,chore(deps): update dependency lint-staged to v10.0.2 (0927847),chore(deps): update node.js to v19.3,1
149,chore(deps): update typescript-eslint monorepo to v4.14.2,0.9848013,chore(deps): update typescript-eslint monorepo to v4.25.0 (02b1756),,1
150,chore(deps): update dependency lint-staged to v10.2.2,0.9818259,chore(deps): update dependency lint-staged to v10.0.2 (0927847),,1
151,chore(deps): update dependency typescript to v3.9.3,0.9774449,chore(deps): update dependency typescript to v3.7.5 (a127633),,1
152,chore(): remove logs,0.54901934,Delete CHANGELOG.md (21d8c40),,0
153,chore(deps): update nest monorepo to v8.1.2,0.98956895,chore(deps): update nest monorepo to v8.2.0 (1dba348),,1
154,chore(deps): update typescript-eslint monorepo to v5.51.0,0.98641074,chore(deps): update typescript-eslint monorepo to v5.7.0 (a595853),,1
155,chore(deps): update dependency eslint to v7.8.0,0.97448224,chore(deps): update dependency eslint to v8.8.0 (717e14a),,1
156,chore(deps): update dependency husky to v4.2.4,0.98190576,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
157,refactor: rewrite the queue providers builder,0.5851217,fix(): register job ref before instatiating a provider (9f1c730),,0
158,chore(deps): update dependency lint-staged to v12.2.0,0.9805984,chore(deps): update dependency lint-staged to v12.1.2 (08bd820),,1
159,chore(deps): update dependency husky to v5.1.0,0.97667605,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
160,chore(deps): update nest monorepo to v7.0.11,0.9782208,chore(deps): update nest monorepo to v7.0.2 (055e567),,1
161,chore(deps): update dependency lint-staged to v13.1.1,0.97489023,chore(deps): update dependency lint-staged to v12.0.3 (4ed6349),,1
162,chore(deps): update dependency husky to v2,0.9563395,chore(deps): update dependency husky to v5 (3a9ed18),,1
163,chore(deps): update dependency release-it to v13.6.6,0.9824027,chore(deps): update dependency release-it to v13.6.2 (03d5449),,1
164,chore(deps): update dependency husky to v5.1.3,0.97731507,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
165,chore(deps): update dependency ts-node to v8.9.0,0.98221755,chore(deps): update dependency ts-node to v10.5.0 (806526e),,1
166,Merge pull request #1463 from nestjs/renovate/tslib-2.x,0.88974535,Merge pull request #1117 from nestjs/renovate/nest-monorepo (0641ac6),,1
167,Merge pull request #1568 from nestjs/dependabot/npm_and_yarn/http-cache-semantics-4.1.1,0.89073765,Merge pull request #1094 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7 (83784f8),,1
168,chore(deps): update dependency release-it to v14.12.1,0.98555255,chore(deps): update dependency release-it to v14.12.1 (95597a1),,1
169,chore(deps): update nest monorepo to v7.6.13,0.977551,chore(deps): update nest monorepo to v7.0.13 (1658418),,1
170,Merge pull request #560 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.1,0.9920114,Merge pull request #560 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.1 (25882b8),,1
171,chore(deps): update dependency @types/node to v11.13.13,0.96883935,chore(deps): update dependency @types/node to v16.11.13 (d12e810),,1
172,chore(deps): update dependency jest to v27.2.5,0.9776267,chore(deps): update dependency jest to v27.4.0 (5a12985),,1
173,chore(deps): update dependency sort-package-json to v2.1.0,0.980055,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
174,chore(deps): update typescript-eslint monorepo to v2.33.0,0.9849969,chore(deps): update typescript-eslint monorepo to v3.0.2 (2fe9ed5),,1
175,chore(deps): update dependency @commitlint/cli to v16.0.2,0.9873622,chore(deps): update dependency @commitlint/cli to v16.0.3 (a1794af),,1
176,chore(deps): update dependency husky to v4.2.1,0.9803997,chore(deps): update dependency husky to v4.0.4 (2193deb),,1
177,chore(deps): update dependency prettier to v2.8.4,0.98416966,chore(deps): update dependency prettier to v2.0.4 (4818553),,1
178,chore(deps): update dependency jest to v26.4.2,0.9748684,chore(deps): update dependency jest to v26.4.1 (9631091),,1
179,chore(deps): update dependency rimraf to v4.4.1,0.9648913,chore(deps): update dependency rimraf to v3.0.1 (5a6bf52),,1
180,chore(deps): update typescript-eslint monorepo to v5.30.5,0.9855633,chore(deps): update typescript-eslint monorepo to v5.3.0 (6065926),,1
181,chore(deps): update typescript-eslint monorepo to v5.54.1,0.98500776,chore(deps): update typescript-eslint monorepo to v4.15.2 (a31e115),,1
182,chore(deps): update typescript-eslint monorepo to v4.0.1,0.98327196,chore(deps): update typescript-eslint monorepo to v4.3.0 (ab88970),,1
183,chore(deps): update commitlint monorepo to v8.1.0 (#143),0.9755894,chore(deps): update commitlint monorepo to v8.3.4 (538008d),,1
184,chore(deps): update dependency eslint to v7.21.0,0.9816521,chore(deps): update dependency eslint to v7.24.0 (0309465),,1
185,chore(deps): update dependency sort-package-json to v1.55.0,0.98935986,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
186,chore(deps): update dependency bullmq to v1.76.0,0.93151593,chore(deps): update dependency bull to v3.21.1 (fe1548e),,1
187,fix(core): use root name prop as queue name when creating providers #285,0.94060147,fix(core): use root name prop as queue name when creating providers #285 (0cf0f2f),,1
188,chore(deps): update dependency @types/node to v14.17.16,0.9875393,chore(deps): update dependency @types/node to v14.17.11 (6919012),,1
189,chore(release): 0.8.2,0.8650934,chore(): publish 0.0.1 release (7fee01b),,1
190,chore(deps): update dependency typescript to v4.1.5,0.97951424,chore(deps): update dependency typescript to v4.5.4 (2d547e8),,1
191,chore(deps): update dependency typescript to v4.5.2,0.97902775,chore(deps): update dependency typescript to v4.5.4 (2d547e8),,1
192,chore(deps): update dependency @types/node to v16.11.8,0.99216485,chore(deps): update dependency @types/node to v16.11.16 (dbec04e), @nestjs/bull-shared@0.1.2 @nestjs/bull@0.6.2 @nestjs/bullmq@1.0.0,1
193,fix(deps): update dependency ts-node to v8.3.0,0.8829119,chore(deps): update dependency ts-node to v8.8.0 (6716bd3),chore(deps): update dependency bullmq to v3.2.0,1
194,chore(deps): update typescript-eslint monorepo to v5.40.0,0.98418045,chore(deps): update typescript-eslint monorepo to v5.7.0 (a595853),fix(deps): update dependency tslib to v2.4.1,1
195,Merge pull request #73 from fwoelffel/renovate/bull-3.x,0.8812951,Merge pull request #734 from nestjs/renovate/bull-3.x (f5f59ef),,1
196,chore(deps): update dependency ts-jest to v27.1.3,0.98632735,chore(deps): update dependency ts-jest to v27.1.1 (03a0ee9),,1
197,chore(deps): update typescript-eslint monorepo to v4.8.1,0.9853537,chore(deps): update typescript-eslint monorepo to v4.3.0 (ab88970),chore(deps): update node.js to v19,1
198,chore(deps): update dependency sort-package-json to v1.42.0,0.9866243,chore(deps): update dependency sort-package-json to v1.51.0 (95a1872),,1
199,chore(deps): update dependency jest to v29.2.2,0.96188223,chore(deps): update dependency jest to v27.4.0 (5a12985),,1
200,chore(deps): update dependency eslint-plugin-import to v2.27.5,0.9900147,chore(deps): update dependency eslint-plugin-import to v2.23.0 (ca05170),,1
201,chore(deps): update dependency @types/node to v10.14.6,0.9755289,chore(deps): update dependency @types/node to v14.17.10 (3ee9976),,1
202,Merge pull request #525 from nestjs/dependabot/npm_and_yarn/lodash-4.17.20,0.9937633,Merge pull request #525 from nestjs/dependabot/npm_and_yarn/lodash-4.17.20 (395734d),,1
203,chore(deps): update dependency ts-node to v8.10.0,0.9836728,chore(deps): update dependency ts-node to v10.5.0 (806526e),,1
204,chore(deps): update dependency @types/jest to v28.1.5,0.98183054,chore(deps): update dependency @types/jest to v25.2.3 (07121a1),,1
205,chore(deps): update dependency lerna to v5,0.89829904,chore(deps): update dependency release-it to v13.5.6 (3d0c515),,1
206,fix(): move utils from bull-shared to package-specific folders,0.4762544,chore(deps): update dependency @types/bull to v3.15.4 (8c06c23),,0
207,chore(deps): update typescript-eslint monorepo to v4.15.2,0.98693633,chore(deps): update typescript-eslint monorepo to v4.25.0 (02b1756),,1
208,chore(deps): update typescript-eslint monorepo to v4.15.1,0.9872456,chore(deps): update typescript-eslint monorepo to v4.15.2 (a31e115),,1
209,chore(deps): update dependency release-it to v13.6.1,0.9826695,chore(deps): update dependency release-it to v13.6.2 (03d5449),,1
210,Merge dev into renovate/bull-3.x,0.6013652,chore(deps): update dependency bull to v3.22.0 (ad6b64a),,0
211,fix: failing tests,0.732262,test(): fix unit tests (register -> reqisterQueue) (fc82b2f),,1
212,chore(deps): update dependency @types/node to v14.17.31,0.98932207,chore(deps): update dependency @types/node to v14.17.11 (6919012),"From BullMQ 2.0 and onwards, the QueueScheduler is not needed anymore, so the information below is only valid for older versions",1
