Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
36,Rename docker post processor to docker-push.,0.50655025,core: The dockerfile that is used to build the packer docker image available,Bumps actions/setup-go from 2 to 4. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-go   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
37,Add openstack image min_disk option,0.5061149,    enabled builds using the hcp_packer_image data source for setting a,Bumps github/issue-labeler from 3.0 to 3.1. - Release notes - Commits  updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
38,Update init_test.go,0.560357,cmd/init: The init command will try to fallback to the next available version," Update external plugin documentation source  The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes updates the source address for the external plugin that should be used for pulling new plugin documentation.  Removed packer-plugin-linode for list of vendored plugins  The Linode plugin for Packer is now maintained by the Linode team, under their respective GitHub org. This changes removes Linode from the vendored plugins lists.",0
39,Added the paths suggested by @phekmat and @SwampDragons for VMware Fusion... Although parser for the new mapper format is likely to be needed still.,0.5869956,vmware@v1.0.5 - CHANGELOG,,0
40,command/fmt: Ensure all variable files ending in .pkrvars.hcl get formatted (#10377),0.58153963,"     *.pkrvars.hcl), but isn't defined with the template files (i.e",  add meta descriptions   rework   tweak   clean up hcl description   gt dash ,0
41,Tests: Should not error when vagrantfile_template exists,0.4912992,vagrant@v1.0.3 - CHANGELOG,,0
42,"delete unencrypted temporary snapshot when encrypt_boot is true. Also, fix nil map error in region copy",0.39748967,data/packer-image-iteration has been removed. This was an undocumented and,,0
43,website: custom post-processor dev,0.53670526,"    architectures including arm, arm64, 386, and amd64",Bumps github.com/hashicorp/packer-plugin-sdk from 0.3.4 to 0.4.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/packer-plugin-sdk   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
44,Fixed driver mock up formatting.,0.40231848,"    directives, have been removed from the Packer rpm installations packages,",Bumps github.com/hashicorp/hcp-sdk-go from 0.34.0 to 0.36.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
45,don't read host properties if not required,0.4830324,    hostnames.GH-9710,Bumps aws-actions/configure-aws-credentials from 1 to 2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: aws-actions/configure-aws-credentials   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
46,our next release will be 0.11,0.61644465,release 1.6.3,Delete test-link-rewrites.yml,0
47,Move quoting to else block only for valid vars. Add test case.,0.49040514,     -only/exlude filters for running select builds.,,0
48,feature: add step check root device step in chrrot builder,0.5005112,     build with the upgraded template you are encouraged to run packer validate,Co-authored-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
49,Add ability to move files on remote system,0.567495,Bump plugins relying on go-getter for downloading remote files to address,» Go Modules Scanner     ⚠︎ found OSV reported vulnerability GHSA-vvpx-j8f3-3w6h in golang.org/x/net@v0.5.0     ⚠︎ found OSV reported vulnerability GO-2023-1571 in golang.org/x/net@v0.5.0,0
50,Merge pull request #4723 from mitchellh/cliupdate,0.4838369,core/hcl2: Fix crash when parsing malformed provisioner override blocks.,Bumps github/issue-labeler from 2.6 to 3.0. - Release notes - Commits  updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
51,add comments to common/iso_config.go from docs,0.46042305,cmd/console: Add config-type flag to command help.,,0
52,Implemented internal plugins,0.7962934,External plugins have been pinned to the following versions. Please see their,"This change fixes a regression introduced in Packer 1.8.6, where configurations custom builder names , via the name attribute, would internally interpolate the proper build names, but would display the name to STDOUT as uninterpolated values. The change updates the creation of a CoreBuild for legacy JSON templates to use use the interpolated name as the final build type, which gets rendered to the screen. Test Results Before Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v --- FAIL: TestCoreBuild_buildTypeIntepolation (0.01s)     core_test.go:930: build type interpolation failed; expected ""test.mybuild-RandomToken"", got ""test.{{user `build_name`}}""     core_test.go:930: build type interpolation failed; expected ""test.build-vardata"", got ""test.{{user `build_name`}}""     core_test.go:930: build type interpolation failed; expected ""test.build-12345"", got ""test.{{user `build_name`}}"" FAIL Test Results After Fix ~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v === RUN   TestCoreBuild_buildTypeIntepolation --- PASS: TestCoreBuild_buildTypeIntepolation (0.01s) PASS Closes #12281",1
53,Merge pull request #5630 from johndaviesco/winrm_no_proxy,0.41106606,    required_plugins block.,,0
54,Merge pull request #5406 from hashicorp/fix5307,0.556507,"     HashiCorp. This fix is implemented for any future releases, but will not be",,0
55,Fix unreachable code,0.5049179,core/hcl2: Fix crash when parsing malformed provisioner override blocks.,,0
56,"Use the newer go pre-built binary in vagrant as well, just like travis",0.4871698,vagrant@v1.0.2 - CHANGELOG,Bumps github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
57,virtualbox: use local VBoxGuestAdditions.iso by default,0.72254163,virtualbox@v1.0.4 - CHANGELOG,,1
58,#1191 - highlight 'experimental' state of VMWare vmx.version in docs,0.70077014,vmware@v1.0.5 - CHANGELOG,Bumps github.com/hashicorp/hcp-sdk-go from 0.31.0 to 0.33.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,1
59,docs/provisioners/ansible: Add playbook to basic example. (#8508),0.4821176,    describes how to build the docker targets defined in the Dockerfile are,Bumps hashicorp/actions-go-build from 0.1.7 to 0.1.9. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: hashicorp/actions-go-build   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
60,Cut version 1.0.3,0.7623002,Version 1.5.4,,1
61,Import fonts,0.4309342,    source for setting a builder's source image.,Small Linux runners are only supported within on-prem actions. This change updates the workflow to use a public Linux runner.,0
62,Merge pull request #7064 from hashicorp/fix_7004,0.53989005,"     HashiCorp. This fix is implemented for any future releases, but will not be",This change fixes a crash that occurs when trying to add undeclared variables into an empty variables map. The variables block when defined will always be non-nil but in the case where variables are declared and initialized from a legacy JSON variables file the map must be initialized first.,0
63,openstack: Add support for token authorization and cloud.yaml,0.5836107,openstack@v1.0.1 - CHANGELOG,Stable releases for 1.8.x will be made off of the release/1.8.x branch. Main will represent the next minor version. When ready for a release a new release branch will be created for the version.,0
64,Merge pull request #3976 from rickard-von-essen/os-pwd,0.41517425,docker@v1.0.7 - CHANGELOG,The command/plugin.go file is auto-generated and should not be processed as part of copywrite headers.,0
65,Merge pull request #7615 from hashicorp/fix_7607,0.55235827,"     HashiCorp. This fix is implemented for any future releases, but will not be","Copywrite is a tool developed internally at Hashicorp in order to maintain our source code up-to-date in terms of license headers. Since this will be monitored soon, we are preparing for this by adding the configuration for files to ignore.",0
66,Merge pull request #8099 from allinwait/f-add-floppy-label-setting,0.4805001,data/hcp_packer_image: Add component_type configuration argument to,,0
67,Merge pull request #970 from fnoeding/nullbuilder,0.4832149,core/hcl2: Fixes a data loss issue when merging an empty-object map to a non-,"This change will allow for release branches release/<MAJOR>.<MINOR>.x to be built add uploaded to the CRT build tool chain, which can then be promoted and released publicly if needed.",0
68,builder/vmware: Implement cancel,0.6266522,vmware@v1.0.5 - CHANGELOG,Bumps github/issue-labeler from 2.5 to 2.6. - Release notes - Commits  updated-dependencies: - dependency-name: github/issue-labeler   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
69,Use common funcs / fix panic / clarify docs,0.51042366,    specific bug fixes and improvements.,"In packer v1.8.5, the bucket's description was not properly set in the bucket object we use for HCP, therefore all the buckets created by Packer did not have their description updated. Before the change --- FAIL: TestReadFromHCLBuildBlock (0.00s)     --- FAIL: TestReadFromHCLBuildBlock/configure_bucket_using_only_hcp_packer_registry_block (0.00s)         types.bucket_test.go:380: expected the build to to have contents of hcp_packer_registry block but it does not:   &registry.Bucket{                 Slug:         ""hcp_packer_registry-block-test"",             -   Description:  """",             +   Description:  ""description from hcp_packer_registry block"",                 Destination:  """",                 BucketLabels: {""org"": ""test""},                 ... // 5 identical fields               } FAIL FAIL    github.com/hashicorp/packer/internal/hcp/registry       1.072s FAIL After Change ``` ~>  go test ./... ?       github.com/hashicorp/packer/internal/hcp/api    [no test files] ok      github.com/hashicorp/packer/internal/hcp/env    (cached) ok      github.com/hashicorp/packer/internal/hcp/registry       1.130s ```",0
70,Merge branch 'f-docker-builder': Docker builder,0.5064336,core: The dockerfile that is used to build the packer docker image available,,0
71,Fix typo in platform docs,0.42784923,    specific bug fixes and improvements.,  Adding check-legacy-links-format workflow   Adding test-link-rewrites workflow   Migrating links to new format   Updating docs-content-check-legacy-links-format hash   chore: update source   Update generated partials from Packer plugin SDK   Bump packer-plugin-sdk to get latest packer-sdc   Update website/content/docs/templates/hcl_templates/blocks/build/provisioner.mdx   Update Plugin SDK to fix shell-local regression    Co-authored-by: Kendall Strautman kendallstrautman@gmail.com Co-authored-by: Wilken Rivera wilken@hashicorp.com Co-authored-by: Kendall Strautman 36613477+kendallstrautman@users.noreply.github.com,0
72,Use erb to add support for partials.,0.42867714,Add missing support for the env configuration argument in remote shell,Bumps github.com/hashicorp/hcp-sdk-go from 0.29.0 to 0.31.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
73,Merge pull request #4730 from KohlsTechnology/fix-github-link,0.52733487,core: Bump github.com/hashicorp/packer-plugin-sdk to 0.4.0 to address,"Fingerprints are how we link a packer build to an iteration on HCP. These are computed automatically from the Git SHA in the current state, and are unique to the bucket/iteration. The main problem with this approach is that while sound in theory, it quickly falls apart when users want to run the same build configuration twice, but expect a new image to be created. With the current model, this fails, as the iteration with the current SHA already exists. While this is solvable through environment variables, or by committing a change to the repository, we think this is not clear enough, and causes an extra step to what should otherwise be a simple process. Therefore, to lower the barrier of entry into HCP, we change this behaviour with this commit. Now, fingerprints are randomly generated ULIDs instead of a git SHA, and a new one is always generated, unless one is already specified in the environment. This makes continuation of an existing iteration a conscious choice rather than something automatic, and virtually eliminates conflicts such as the ones described above.",0
74,fix test that flaked in a travis build recently,0.5554272,     made it difficult to identify the broken build block. Packer has been,"The iteration structure that we use for linking a packer build to an iteration on HCP defines a `Labels' attribute, which is never set nor read from at any point. Since it is unused, we remove it in this commit.",0
75,Add example plugin for third-party plugin use,0.7448759,External plugins have been pinned to the following versions. Please see their,,1
76,atlas post-processor unknown atlas.UploadartifactOpts field BuildId,0.52180344,     image iteration will now trigger a runtime build error due to the ,,0
77,builder/azure: Remove double override of GalleryImageVersionsClient.PollDuration,0.56040883,    support specifying an exact build image when multiple images exist in the,,0
78,Merge pull request #7377 from davividal/vagrant-cloud-disable-ssl-verify,0.45346063,hcloud@v1.0.4 - CHANGELOG,,0
79,use interpolate.NewContext() instead of testConfigTemplate(t),0.44003573,cmd/validate: Add support for the -evaluate-datasources flag to evaluate,,0
80,add basic docs for virtualbox,0.6724846,virtualbox@v1.0.4 - CHANGELOG,,0
81,Merge pull request #4163 from StackPointCloud/packer-builder-oneandone,0.58154994,    shared hcp_packer_iteration that will only generate one potentially,"In trying the example, I found that you have to type "".second-example"" for the expected results.   I took the command line on line #78 literal and it didn't work as typed. When I used my proposed change... it worked for me. Alternatively, "".second*"" works but that could grab builders that were not intended.",0
82,Merge pull request #1497 from routelastresort/vmx-step-order,0.45460594,vmware@v1.0.7 - CHANGELOG,Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
83,packer: RemoteCommand.StderrChan,0.67051375,New Command packer plugins command and subcommands to manage external,"This change introduces the new actions-set-product-version, a tiny, but mighty, GitHub action that acts as a bridge between the product repo and our new CRT feature: automated version bumping. tl;dr automated version bumping has a new command (bob update version) in the bob CLI that automatically bumps the version to a new patch. This automation has been introduced to crt-workflows-common as a new workflow (with the new bob command) and handles version bumping at the end of the release pipeline (after being released to production); for example, 1.0.0→1.0.1 and 1.0.0-dev→1.0.0. Bumping the minor version (ie 1.0.x→1.1.0) is only supported manually via bob update version -bump minor, but not supported in CRT (this work is upcoming). This is made possible by adding the new event “bump-version” in the ci.hcl file in this PR. What this small action does: Allows for the static version string from the version/VERSION file to be read by the new CRT workflow and automagically be bumped to the next version (whether it be a minor, or patch, or major version bump). Outputs an error if there’s no VERSION file in the version dir Outputs an error if there’s no version string in the VERSION file Is able to parse product_version if it is 1.3.0-alpha1 as 1.3.0 (example: when product_version = 1.3.0-alpha1, base_version = 1.3.0) Is able to parse prerelease product versions such as alpha1 (example prerelease_product_version = alpha1) in the statement above.",0
84,fix(website): start script reloads app on save (#11244),0.41650295,     to the plugin will continue to work but users are advised to update the,Signed-off-by: Gary McDonald mcdonagj@dukes.jmu.edu Signed-off-by: Gary McDonald mcdonagj@dukes.jmu.edu,0
85,builder/amazon use proper key pair name,0.495944,"     name, if it was set, would be displayed. Now for named builders",Bumps tomhjp/gh-action-jira-search from 0.2.1 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: tomhjp/gh-action-jira-search   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
86,Merge pull request #5872 from DanHam/ps-combined,0.43223608," requirement to push metadata to a HCP Packer registry, in both JSON ",In response to https://github.com/hashicorp/packer/actions/runs/3954018806/jobs/6770905412,0
87,better docs,0.5144198,    describes how to build the docker targets defined in the Dockerfile are,,0
88,Add parallel gzip compression to the vagrant post-processor,0.43475348,core: Split HCP Packer publishing components into a separate internal-only,,0
89,Update changelog,0.70903176,docker@v1.0.7 - CHANGELOG,,1
90,azure: write temporary ssh key to a file,0.6134145,    open issues pertaining to the legacy SSH key algorithm fix made to the," hcl2template: use && for chaining conditions  For deciding if we need to run an error provisioner block, we checked using a nested if that we didn't need to avoid running it. This is unnecessary, and adds a superfluous level of inbrication to the code, so we chain both conditions with &&.  hcl2: don't warn on excluded post-processor  When a post-processor is excluded through the -except command-line argument for packer build, we used to print a warning on HCL2 templates if this except statement did not match a build. However, since we can use the except option to avoid running post-processors, we should account for this as well when printing out a warning that there were no matches. This commit adds this counter to the except checks for the post-processors as well.",0
91,Merge pull request #9609 from satyamuralidhar/patch-1,0.42953718,converge@v1.0.1 - CHANGELOG,"This commit irons out one of the pain points of the HCP rework by introducing a HCPPublisher interface, implemented both by the JSON Core, and the HCL2 PackerConfig, which keeps a map of the build names used by Packer to the build names pushed on HCP. This in turn lets us go back to the old implementation of the GetBuilds function, which returns a list of (filtered) builds, and eventually an error if something went wrong while processing.",0
92,README: update packer website url with HTTPS,0.5750315,Packer release version 1.7.7 with improved HCP Packer registry support,"Related to the previous behaviour problem, this changes how the status of a build is set on HCP Packer, as a cancelled build is different from a failed one, we can set it to the appropriate state on cancellation.",0
93,spelling: preemptible,0.40170854,},"When a build is cancelled by a user, the current implementation of CoreBuild.Run does not return an error signifying that there was a problem with the build. This in turn causes the HCP code to attempt to update the status of the build to DONE, but fails because there are no artifacts to push. This commit changes this behaviour by returning the error provoked by the cancellation to the caller, so it can be taken into account when setting the status of the build.",0
94,Replace unencrypted EBS snapshots with encrypted,0.37975073,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
95,website: update website with latest vm_name default changes,0.69806355,vmware@v1.0.5 - CHANGELOG,"The latest version of Go-Getter contains a SMBClient timeout option, along with an updated AWS SDK to improve S3 support. go get github.com/hashicorp/go-getter/v2 go get github.com/hashicorp/go-getter/s3/v2 go get github.com/hashicorp/go-getter/gcs/v2 go mod tidy",0
96,remove hashibot (#11053),0.553807,"     HashiCorp. This fix is implemented for any future releases, but will not be","While looking into #11932 I found that Packer will throw an error when an unknown source is referenced from within the sources attribute for a build block. The hcl.Diagnostics error includes a Subject, which should highlight where in the HCL2 configuration file the unknown source resides. But when creating the BuildBlock no HCL2Ref data is copied over, thus the Subject is displayed with with zero value for an hcl.Range type. This change updates the build creation logic to copy the HCL2Ref data from the build block at decode time so that it can be properly referenced downstream. Closes #11932 Failure due to change in output ``` --- FAIL: TestValidateCommand_ShowLineNumForMissing (0.00s)     --- FAIL: TestValidateCommand_ShowLineNumForMissing/test-fixtures/validate-invalid/missing_build_block.pkr.hcl (0.00s)         validate_test.go:377: Unexpected output:   (                 """"""                 Error: Unknown source file.cho         -     on  line 0:         +     on test-fixtures/validate-invalid/missing_build_block.pkr.hcl line 6:               (source code not available)              ... // 4 identical lines             """"""           )     validate_test.go:379:  FAIL FAIL    github.com/hashicorp/packer/command     1.002s ```",0
97,Shutdown_command for qemu improved.,0.4416769,    specific bug fixes and improvements.,Currently go-test and go-validate only run for users who have push access to the Packer repo. We want to ensure tests and validation run for all opened pull requests including public forks.,0
98,Issue #5045 - Add build_resource_group_name,0.57165,     additional build metadata.GH-12132,Bumps github.com/hashicorp/hcp-sdk-go from 0.28.0 to 0.29.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
99,builder/vmware: add VNC to vmx,0.64436615,vmware@v1.0.5 - CHANGELOG,,0
100,cloudstack: Add support for Security Groups,0.63500535,cloudstack@v1.0.1 - CHANGELOG,Fix version for vSphere plugin,0
101,vSphere StepHardware tests (#9866),0.49785388,vmware@v1.0.7 - CHANGELOG,,0
102,Merge pull request #9832 from hashicorp/azr-inspect-allow-unsed-variables,0.49354756,core/hcl2: Fix crash when parsing malformed provisioner override blocks.,,0
103,Merge pull request #6628 from hashicorp/follow_on_6357,0.46087337,"     HashiCorp. This fix is implemented for any future releases, but will not be","As with the go version to 1.18.9, this fix concerns mitigations to the GO-2022-1144 vulnerability. Since we depend on golang.org/net too, we need to update it to a version that is not vulnerable anymore, and this is starting at version 0.4.0",0
104,ListenRangeConfig: default network ( protocol ) to tcp,0.4579587,    communicator. GH-11909,,0
105,Fix documentation for openstack_provider and provider config options.,0.6412381, publishing of metadata for any HCP Packer enabled configuration template.,"This PR add tart builder to the list of all the builders. Tart is a open-source toolset for building, running and managing Linux and macOS virtual machines on Apple Silicon. Part of the toolset is this packer plugin.",0
