Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
74,Vertically aligned middle for social icons (#271),0.6282143,social icons should resolve baseurl properly (#201),Merge pull request 458,0
75,Merge branch 'master' into trim-gemspec,0.34092677,Use upstream gemspec file matcher (#9),,0
76,Update history to reflect merge of #144 [ci skip],0.5176982,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 462,0
77,Merge pull request #59 from ashmaroli/require-330,0.41326284,Remove incomplete status from spec summary (#63),,0
78,Update history to reflect merge of #373 [ci skip],0.5738385,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 461,0
79,Merge branch 'master' into flexible-home-layout,0.3043043,Move contents of the index.html page to the 'home' layout (#48),,0
80,handling content outside of posts (#88),0.9945588,Handling content outside of posts (#88),Merge pull request 455,1
81,Update History.markdown,0.5455452,Update Example to resemble Default site (#24),,0
82,Release :gem:  v2.2.0,0.5198655,Update gemspec to require at least Jekyll 3.3 (#59),Merge pull request 432,0
83,added fallback width and height attributes to twitter icon svg,0.5044627,social icons should resolve baseurl properly (#201),,0
84,Correct inclusion of www prefix to prevent redirects (#233),0.55635995,Use absolute_url filter for disqus (#66),Merge pull request 450,0
85,Update history to reflect merge of #433 [ci skip],0.5308907,Remove incomplete status from spec summary (#63),,0
86,Update history to reflect merge of #485 [ci skip],0.5117241,Remove incomplete status from spec summary (#63),Merge pull request 449,0
87,Merge pull request #190 from ashawley/revert-2a5bcb0,0.46352637,Reintroduce removed social includes for backwards compatibility (#217),,0
88,Update history to reflect merge of #700 [ci skip],0.49804407,Remove incomplete status from spec summary (#63),Merge pull request 384,0
89,Update history to reflect merge of #348 [ci skip],0.56518686,Reintroduce removed social includes for backwards compatibility (#217),,0
90,Update history to reflect merge of #352 [ci skip],0.5551989,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 448,0
91,Update default local URL (#120),1.0,Update default local URL (#120),,1
92,Merge pull request #12 from Strangehill/patch-1,0.3991716,Remove the Rakefile (#118),Merge pull request 348,0
93,Merge pull request #11 from DirtyF/add-screenshot,0.45268708,Remove the Rakefile (#118),,0
94,Release :gem: v2.1.0,0.5048895,Update gemspec to require at least Jekyll 3.3 (#59),Merge pull request 445,0
95,docs: remove Google+ (#373),0.50734174,Remove the Rakefile (#118),,0
96,Update history to reflect merge of #461 [ci skip],0.54500574,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 352,0
97,Merge pull request #607 from vedranmiletic/patch-1,0.5270431,Consolidate trigger SVG paths (#148),,0
98,Update history to reflect merge of #198 [ci skip],0.5609644,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 410,0
99,Update history to reflect merge of #384 [ci skip],0.5199666,Reintroduce removed social includes for backwards compatibility (#217),,0
100,Update history to reflect merge of #66 [ci skip],0.53912497,Remove incomplete status from spec summary (#63),Merge pull request 443,0
101,Fix social includes in about,0.55601096,Reintroduce removed social includes for backwards compatibility (#217),,0
102,Update history to reflect merge of #596 [ci skip],0.55271924,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 438,0
103,Update history to reflect merge of #404 [ci skip],0.5315664,Reintroduce removed social includes for backwards compatibility (#217),,0
104,Support pagination through posts in home layout (#450),0.65089667,Move contents of the index.html page to the 'home' layout (#48),Merge pull request 441,0
105,Update history to reflect merge of #63 [ci skip],0.5917355,Remove incomplete status from spec summary (#63),,0
106,Merge pull request #154 from ashmaroli/History,0.48294133,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 437,0
107,Merge pull request #186 from jekyll/pull/release-2.2.0,0.56372386,Add jekyll-seo-tag dependency (#139),,0
108,Merge pull request #177 from MikkCZ/issue-158,0.38443682,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 439,0
109,Document how to link to the theme styles,0.9480753,Document how to link to the theme styles (#18),,1
110,Update social_sites in README,0.60566425,Add more social links (#141),Merge pull request 436,0
111,Use  for h-card URL. Add u-url to social.,0.5701911,Add more social links (#141),,0
112,Merge pull request #66 from DirtyF/fix-disqus-url,0.47076827,Fix html proofer errors (#49),Merge pull request 321,0
113,Update history to reflect merge of #48 [ci skip],0.51612926,Reintroduce removed social includes for backwards compatibility (#217),,0
114,Extract more color rules into skins (#452),0.40996045,Add default table styles (#144),Merge pull request 303,0
115,Update history to reflect merge of #449 [ci skip],0.5472723,Reintroduce removed social includes for backwards compatibility (#217),,0
116,Add a placeholder of favicons (#433),0.51538455,Add Microformats markup (#160),Merge pull request 296,0
117,update gem regex,0.84757006,Fix gemspec regex (#31),,1
118,Update history to reflect merge of #636 [ci skip],0.5952976,Remove incomplete status from spec summary (#63),Merge pull request 435,0
119,Merge pull request #49 from oncleben31/fix-html-proofer-errors,0.58592916,Fix html proofer errors (#49),,0
120,Update history to reflect merge of #390 [ci skip],0.52026373,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 373,0
121,Merge pull request #44 from zdroid/coding-style,0.5041523,Consolidate trigger SVG paths (#148),,0
122,Added system-ui as a cross-platform default font,0.736675,Add better system fonts (#205),Merge pull request 390,1
123,Improve the readablility of blockquotes (#481),0.4891035,Improve thw wording in index.md (#175),,0
124,Open social links in new tabs (#625),0.76666164,Add more social links (#141),Merge pull request 433,1
125,style: Subscribe feed link (#300),0.58329403,Add more social links (#141),,0
126,Merge pull request #8 from jekyll/readme,0.6003527,Add 404 page from jekyll master (#121),Merge pull request 426,0
127,Merge pull request #57 from ashmaroli/url-filters,0.5529206,Use absolute_url filter for disqus (#66),,0
128,chore(deps): relax version constraint on bundler (#331),0.46263006,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,Merge pull request 386,0
129,Update history to reflect merge of #538 [ci skip],0.54151714,Remove incomplete status from spec summary (#63),,0
130,"Use ""rem"" unit in relative-font-size mixin (#436)",0.53389233,Use relative size for fonts and line-height (#103),Merge pull request 404,0
131,Fix reference to base layout in 404.html (#713),0.622882,fix: styling main element in IE 11 (#199),,0
132,install bundler as part of the bootstrap process,0.4318437,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,Merge pull request 336,0
133,Migrate some content.,0.481282,Handling content outside of posts (#88), Update screenshot to reflect current rendering,0
134,Docs: clarification about page title (#142),1.0000001,Docs: clarification about page title (#142),,1
135,Fix svg vertical align,0.6342491,Consolidate trigger SVG paths (#148),Merge pull request 400,0
136,_layouts/home.html: output page content in case users want to add stuff,0.6376817,Add option to show excerpts on the homepage (#90),,0
137,move css/ directory from jekyll,0.86858976,move css/ directory from jekyll into assets/ (#43),Merge pull request 399,1
138,Update history to reflect merge of #46 [ci skip],0.5398776,Reintroduce removed social includes for backwards compatibility (#217),,0
139,Merge pull request #24 from ashmaroli/update-example,0.50826955,Update Example to resemble Default site (#24),,0
140,Fix paths to social links for Flickr and SO,0.55647093,Add more social links (#141), Move 'Subscribe' anchor's start tag in home.html Reduce line-length of 'Subscribe' anchor tag  Co-Authored-By: Ashwin Maroli ashmaroli@users.noreply.github.com,0
141,Update history to reflect merge of #437 [ci skip],0.53665006,Remove incomplete status from spec summary (#63),,0
142,reintroduce removed social includes (#217),0.85925835,Reintroduce removed social includes for backwards compatibility (#217),,1
143,Update history to reflect merge of #5 [ci skip],0.51498795,Reintroduce removed social includes for backwards compatibility (#217),,0
144,Update history to reflect merge of #4 [ci skip],0.5346285,Reintroduce removed social includes for backwards compatibility (#217),,0
145,Update history to reflect merge of #594 [ci skip],0.5599638,Reintroduce removed social includes for backwards compatibility (#217),,0
146,Fix SVG validation error (#236),0.57301176,Consolidate trigger SVG paths (#148),,0
147,Update history to reflect merge of #303 [ci skip],0.5562257,Reintroduce removed social includes for backwards compatibility (#217),,0
148,flexbox bug fix (footer overlapping) (#248),0.49344295,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,Merge pull request 347,0
149,Release 💎  v2.3.0 (#195),0.4357453,Update config description comment (#203),,0
150,Group minor updates together,0.54491395,Minor Enhancements,Merge pull request 346,0
151,Fix theme gemspec (#559),0.568697,Update README with theme content description (#91),,0
152,Added rel=me to Mastodon (#308),0.67800885,Adding Mastodon to the social networks (#198),,0
153,Adding Mastodon to the social networks (#198),1.0000002,Adding Mastodon to the social networks (#198),,1
154,Move instruction for CSS in install section,0.9396496,Move instruction for CSS in install section (#37),,1
155,Stop prefixing CSS calc with -webkit- (#445),0.52151036,Remove whitespace due to Liquid tags in generated HTML (#202),,0
156,Fix link to feed (#183),0.56056845,Document how to customize navigation links (#192),,0
157,Update screenshot to reflect current rendering (#415),0.46150163,Update README with theme content description (#91),,0
158,Merge pull request #42 from DirtyF/fix-41,0.48234433,Remove incomplete status from spec summary (#63),,0
159,"include _layouts, _includes, and _sass dir in gem",0.55943966,Use upstream gemspec file matcher (#9),,0
160,change base-font-family sequence (#654),0.52131003,Add default table styles (#144),Mastodon uses this to verify a personal link. (https://docs.joinmastodon.org/usage/basics/#link-verification),0
161,Update history to reflect merge of #468 [ci skip],0.5296167,Reintroduce removed social includes for backwards compatibility (#217),,0
162,Corrected misspelled word (#72),0.99999994,Corrected misspelled word (#72),,1
163,Update history to reflect merge of #445 [ci skip],0.5272142,Remove incomplete status from spec summary (#63)," refactor SCSS to mobile-first  Styles meant for small screens is moved from media queries to become the default styles, and styles affecting larger screens are moved into media queries.  Remove all uses of desktop-first media-query mixin set new variables to value of old variables add comment as deprecation warning for media query mixin",0
164,"Honor DNT for Google Analytics, fix #157",0.67238706,Google analytics support (#26),,0
165,Merge pull request #33 from jekyll/test,0.6296716,Allow use and testing with Jekyll 4.x (#398),"Attribute ""xmlns"" is not allowed to appear in element ""symbol"".",0
166,Merge branch 'master' into history,0.26327315,Reintroduce removed social includes for backwards compatibility (#217), Replace analytics.js with gtag.js,0
167,Release :gem: 2.4.1 (#221),0.53503644,Update gemspec to require at least Jekyll 3.3 (#59),,0
168,Allow testing with Jekyll 4.x (#351),0.96471167,Allow use and testing with Jekyll 4.x (#398),,1
169,Update history to reflect merge of #627 [ci skip],0.5676622,Remove incomplete status from spec summary (#63),,0
170,Update history to reflect merge of #719 [ci skip],0.5500132,Reintroduce removed social includes for backwards compatibility (#217)," Add YouTube channel to social  Support channels, by adding youtube_channel, and youtube_channel_name, since most names are randomly generated IDs, e.g. UCvmINlrza7JHB1zkIOuXEbw). For example, youtube_channel: UCvmINlrza7JHB1zkIOuXEbw youtube_channel_name: jekyll  This preserves the existing youtube_username setting, since it should will support the other URL systems on YouTube, legacy usernames and new custom URLs, see: https://support.google.com/youtube/answer/6180214",0
171,Look for site.github.url if it exists,0.87781006,Look for site.github.url if it exists (#25),,1
172,Update history to reflect merge of #142 [ci skip],0.5444708,Reintroduce removed social includes for backwards compatibility (#217),,0
173,Document how to enable Disqus,0.6416162,Add support to Disqus (#21),Nav toggle button would display in mobile view even if nav dropdown is empty.,0
174,Update history to reflect merge of #481 [ci skip],0.5274877,Reintroduce removed social includes for backwards compatibility (#217),,0
175,Make comments flag enabled by default,0.5153829,Add support to Disqus (#21),Need to add full url to config for disqus to work.,0
176,Add note to History.markdown,0.4668462,Add more social links (#141),,0
177,Use relative size for fonts and line-height (#103),1.0000001,Use relative size for fonts and line-height (#103), Add default favicon Docs: change default favicon,1
178,Drop xmlns from svg tag,0.5655822,Consolidate trigger SVG paths (#148),,0
179,Removed hyphens (#390),0.40813196,Corrected misspelled word (#72),Fix example header_pages in config,0
180,add travis and a smoke test,0.9451834,Add Travis and a basic smoke test (#33),"Change path to about.md, since about.html is confusing.",1
181,Update history to reflect merge of #31 [ci skip],0.5404917,Reintroduce removed social includes for backwards compatibility (#217),,0
182,Fix icon spacing,0.49997085,Use standardized tab size of 2 spaces (#44),Merge pull request 248,0
183,Release :gem: v1.2.0,0.5093818,Update gemspec to require at least Jekyll 3.3 (#59),,0
184,Add 404 page from jekyll master (#121),1.0,Add 404 page from jekyll master (#121),Release 2.5.0,1
185,removed closed down Google+ Service (#361),0.5676889,Google analytics support (#26),,0
186,Update history to reflect merge of #386 [ci skip],0.5041021,Remove incomplete status from spec summary (#63),,0
187,Update history to reflect merge of #25,0.5224959,Reintroduce removed social includes for backwards compatibility (#217),,0
188,Update history to reflect merge of #677 [ci skip],0.52400565,Remove incomplete status from spec summary (#63),,0
189,Fix development url,0.72107553,Development Fixes, Fix link to feed Rely on defaults,1
190,Place skins in minima/skins to clarify purpose (#479),0.50954425,Add Microformats markup (#160),Fix #222,0
191,Merge pull request #18 from DirtyF/add-css-file,0.44861484,"If you have overridden the _sass/minima.css file, add the following variable before the @import directive:",,0
192,Show the last modified date of posts (#432),0.5350492,Handling content outside of posts (#88),,0
193,Include ga.html only when google_analytics key exist in config.,0.52174383,Google analytics support (#26),,0
194,Fix include link,0.59670776,Document how to customize navigation links (#192),,0
195,Update history to reflect merge of #347 [ci skip],0.5649106,Reintroduce removed social includes for backwards compatibility (#217),,0
196,consolidate trigger SVG paths (#148),0.99357027,Consolidate trigger SVG paths (#148),The current comment in index.md was confusing to me as a new Jekyll developer; it seemed to suggest that the content should be added directly to _layouts/home.html instead of index.md. This fix strives to clarify the roles of each file.,1
197,fix: adopt GitHub Pages nomenclature (#305),0.5719705,Demo minima on GitHub Pages (#76),,0
198,Update history to reflect merge of #439 [ci skip],0.53790367,Remove incomplete status from spec summary (#63),Add a system font stack to support different OSes for a more comfortable & pleasing look. This exact stack is used by https://github.com/ as well,0
199,Increase flexibility of 'home' layout,0.60100496,Move contents of the index.html page to the 'home' layout (#48),,0
200,Update history to reflect merge of #62 [ci skip],0.5544027,Remove incomplete status from spec summary (#63),,0
201,change include/ga.html -> include/google-analytics.html,0.63503134,Google analytics support (#26),,0
202,Remove encoding info,0.43248156,Remove the Rakefile (#118),Merge pull request 199,0
203,added fallback width and height attributes to github icon svg,0.5268476,"Github and Twitter includes have been removed in the footer, please update your layout like so.",,0
204,Merge pull request #141 from ashawley/domingohui-master,0.43484148,Add 404 page from jekyll master (#121),Merge pull request 198,0
205,Update history to reflect merge of #432 [ci skip],0.53563464,Remove incomplete status from spec summary (#63),,0
206,update google-analytics (#596),0.84018713,Google analytics support (#26),,1
207,Use normalize_whitespace filter,0.49339396,Use  new absolute_url and relative_url filters in minima (#57),props @ashmaroli,0
208,Remove unused none display in _layout.scss (#313),0.54815483,Remove incomplete status from spec summary (#63),,0
209,Merge branch 'master' of https://github.com/ryeonho/minima into ryeonho-master,0.35231906,"Github and Twitter includes have been removed in the footer, please update your layout like so.",fix #98,0
210,Update history to reflect merge of #72 [ci skip],0.5300498,Reintroduce removed social includes for backwards compatibility (#217),,0
211,Update history to reflect merge of #657 [ci skip],0.5481728,Remove incomplete status from spec summary (#63),props @dirkgomez @adamvoss,0
212,Merge pull request #61 from DirtyF/patch-2,0.47607067,Remove the Rakefile (#118),Release 2.2.1,0
213,Stick footer for short posts (#223),1.0000002,Stick footer for short posts (#223),,1
214,priority to site.url when site.github.url is available,0.94180024,priority to site.url when site.github.url is available (#46),,1
215,Update history to reflect merge of #673 [ci skip],0.5330085,Remove incomplete status from spec summary (#63),Revert social_sites hash,0
216,Add favicon (#278),0.5478847,Add Microformats markup (#160),,0
217,Improve readability of config file (#703),0.4392102,Upgrade instructions,Update social_sites in README,0
218,"Add rel=""me"" to micro.blog link (#315)",0.5241382,Add more social links (#141),This changes the documentation to match the version in _config.yml in https://github.com/jekyll/minima/pull/141.,0
219,Rubocop,0.4350389,Fix gemspec regex (#31),Release :gem:  v2.2.0,0
220,Add social support for dev.to (#410),0.5941956,Add support to Disqus (#21),,0
221,update example to resemble default,0.61420214,Update Example to resemble Default site (#24),Refactor social links,0
222,Migrate from analytics.js to gtag.js (#281),0.518949,Google analytics support (#26),,0
223,added fallback width and height attributes to menu-icon svg,0.4910246,Scale headings relative to base-font-size (#78),Honor DNT for Google Analytics,0
224,Release :gem: v2.2.1,0.5185188,Update gemspec to require at least Jekyll 3.3 (#59),,0
225,Update history to reflect merge of #59 [ci skip],0.55571055,Reintroduce removed social includes for backwards compatibility (#217),,0
226,Merge pull request #58 from ashmaroli/example-index,0.52396005,replace example/index.html with example/index.md (#58),,0
227,Demo minima on GitHub Pages (#76),0.9999999,Demo minima on GitHub Pages (#76),,1
228,remove css/ from example as well.,0.53911614,More easily customizable CSS (#117),,0
229,Mention social links in README,0.7719695,Add more social links (#141),,1
230,Remove  in svg,0.61118084,Consolidate trigger SVG paths (#148),,0
231,require Jekyll 3.3,0.84656787,Example should require Jekyll 3.3 (#61),,1
232,canonical URL should be an absolute URL,0.6258404,Use absolute_url filter for disqus (#66),,0
233,Update history to reflect merge of #480 [ci skip],0.5149822,Reintroduce removed social includes for backwards compatibility (#217),,0
234,update 'customization' in README (#79),0.68538046,Update README with theme content description (#91),,0
235,Update README.md (#657),0.6029885,Update README with theme content description (#91),,0
236,Remove unnecessary whitespace change,0.6814239,Remove whitespace due to Liquid tags in generated HTML (#202),,0
237,Close #55: Improve mobile user experience (#62),0.99999994,Close #55: Improve mobile user experience (#62),,1
238,Convert social-links column into a row of icons (#146),0.7052617,Add more social links (#141),,1
239,Don't escape social usernames expecting + or /,0.44782835,Adding Mastodon to the social networks (#198),,0
240,https link (#362),0.55249476,Add more social links (#141),,0
241,Remove the Rakefile (#118),1.0,Remove the Rakefile (#118),,1
242,cgi and html escape social usernames,0.37121585,Add more social links (#141),,0
243,Update history to reflect merge of #435 [ci skip],0.5263947,Remove incomplete status from spec summary (#63),,0
244,Improve CI workflow configuration (#609),0.39252898,More easily customizable CSS (#117),,0
245,Move 'Subscribe' anchor's start tag in home.html (#312),0.55761826,Move contents of the index.html page to the 'home' layout (#48),,0
246,Highlight that the base branch is v3 (#719),0.42319268,Demo minima on GitHub Pages (#76),,0
247,Document header_pages (#192),0.78613746,Docs: clarification about page title (#142),,1
248,[chore] Normalize Travis CI builds (#480),0.51983243,Add Travis and a basic smoke test (#33),,0
249,Update history to reflect merge of #52,0.53765255,Reintroduce removed social includes for backwards compatibility (#217),,0
250,Remove redundant title from footer (#319),0.56115854,Docs: clarification about page title (#142),,0
251,Google Analytics code as described in https://desiredpersona.com/google-analytics-jekyll/,0.70265406,Google analytics support (#26),,1
252,Merge pull request #176 from jekyll/license,0.49079108,Add jekyll-seo-tag dependency (#139),Update Copyright notice,0
253,Rename favicons.html to custom-head.html (#468),0.5845176,Move contents of the index.html page to the 'home' layout (#48),,0
254,add a post-install msg to gemspec,0.5559516,Update gemspec to require at least Jekyll 3.3 (#59),,0
255,Add support to Disqus,0.90494657,Add support to Disqus (#21),Update History.markdown,1
256,Merge pull request #25 from jekyll/site-github-url,0.5767106,Add 404 page from jekyll master (#121),,0
257,Update history to reflect merge of #117 [ci skip],0.52000904,Reintroduce removed social includes for backwards compatibility (#217),Increase flexibility of 'home' layout,0
258,Fix footer stacking issue for smaller view sizes (#379),0.6105329,Scale headings relative to base-font-size (#78),,0
259,Merge pull request #6 from Crunch09/fix_spec_files,0.494887,Use upstream gemspec file matcher (#9),Remove redundant entries in gemspec,0
260,Update history to reflect merge of #610 [ci skip],0.547343,Remove incomplete status from spec summary (#63),,0
261,fix a typo (#326),0.48990002,Fix html proofer errors (#49),,0
262,Update history to reflect merge of #49 [ci skip],0.5523364,Reintroduce removed social includes for backwards compatibility (#217),Add Microformats markup,0
263,Merge pull request #191 from jekyll/release-2.2.1,0.59956884,Add jekyll-seo-tag dependency (#139),,0
264,Merge pull request #137 from ashmaroli/flexible-home-layout,0.41954628,Move contents of the index.html page to the 'home' layout (#48),,0
265,Update history to reflect merge of #12 [ci skip],0.50810564,Reintroduce removed social includes for backwards compatibility (#217),,0
266,Update history to reflect merge of #24 [ci skip],0.52866375,Reintroduce removed social includes for backwards compatibility (#217),,0
267,Update history to reflect merge of #76 [ci skip],0.5464954,Reintroduce removed social includes for backwards compatibility (#217),Update history to reflect merge of #139 [ci skip],0
268,Remove RSS icon from the social media list (#470),0.6364038,social icons should resolve baseurl properly (#201),,0
269,Solarized skins (#404),0.35269588,sass,,0
270,Use date_format if set in configuration (#70),1.0,Use date_format if set in configuration (#70),Add jekyll-seo-tag dependency,1
271,Update history to reflect merge of #336 [ci skip],0.54674953,Reintroduce removed social includes for backwards compatibility (#217),,0
272,remove todos from readme,0.46297756,Remove the Rakefile (#118),,0
273,Update history to reflect merge of #438 [ci skip],0.5303517,Remove incomplete status from spec summary (#63),Merge pull request 144,0
274,Remove whitespace due to Liquid tags in generated HTML (#202),1.0,Remove whitespace due to Liquid tags in generated HTML (#202),,1
275,remove 'css' subdirectory,0.5984087,Remove duplicate .sass-cache  (#71),,0
276,Remove 2.0 post-install message (#82),1.0,Remove 2.0 post-install message (#82),,1
277,Update history to reflect merge of #58 [ci skip],0.53806734,Remove incomplete status from spec summary (#63),Merge pull request 142,0
