Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
12,[FIX JENKINS-42650] - notify when leaving pipeline page (#31),0.7260064,JENKINS-62063 - Fix failure when using pipeline-multibranch-defaults (#2076) @bitwiseman,This reverts commit fa58295541ad59db8f05afe6a403558a155ab697.,1
13,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395),0.9797859,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,This reverts commit 57dd98a038e5fdec66fa6f93e64eb9fd0a355f37.,1
14,[maven-release-plugin] prepare release blueocean-parent-1.0.0-b02,0.69253933,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,This reverts commit 4d610143fa4c674ac84a04d1850cb9f3653caa2e.,0
15,[JENKINS-35828] rough in the PipelineCard component,0.65062726,JENKINS-55497 - PipelineRunSummary should include a change set (#1919) @stuartrowe,This reverts commit fbfe63a2a3d57668b1c8a82749fa2294aa47d5e0.,0
16,Fixes regression for empty org folder for github (#49),0.54157513,Minor code cleanup in GitHub Pipeline (#2130) @StefanSpieker,This reverts commit 53cbbb72923190f4b15f19a2ce8475898210ddc6.,0
17,JENKINS-36829 - fix context path passed to blue ocean - don't end with / (#368),0.7010007,Blueocean stuck in loading JENKINS-51716 ,This reverts commit 7918f5e9a9e1a4e4991307c9598c3af250cc0bf1.,1
18,bug / jenkins 43259 parameterized form unstyled (#939),0.5804241,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,This reverts commit b72925a85c28f24dd66635003d6d510b869546a1.,0
19,[JENKINS-35831] implement logic for toggling favorite in store + tests,0.577805,Fix the flaky FavoritesCardsTest ATH Test (#1962) @halkeye,Signed-off-by: Olivier Lamy olamy@apache.org,0
20,show run name in run column on the activity tab instead of run id (#1438),0.4945435,JENKINS-47929 Allow extensible run details tabs (#2268) @stuartrowe  ,Signed-off-by: Olivier Lamy olamy@apache.org,0
21,Updating contribution docs (#589),0.6465535,📝 Documentation updates,Signed-off-by: Olivier Lamy olamy@apache.org,0
22,[maven-release-plugin] prepare release blueocean-parent-1.24.2,0.6968982,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,0
23,Bump keen-client-api-java from 5.2.0 to 5.6.0 (#2156),0.96711737,Bump keen-client-api-java from 5.2.0 to 5.6.0 (#2156) @dependabot,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
24,Merge pull request #6 from abayer/jenkins-40240,0.52391386,Improve Jenkinsfile error handling by removing unnecessary catch block (#2070) @dwnusbaum,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,0
25,Put overall READ permission check at API root (#1317),0.54792947,SECURITY-1961 (Missing permission check in Blue Ocean Plugin),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,0
26,Reorder Jenkinsfile,0.5502564,Improve Jenkinsfile error handling by removing unnecessary catch block (#2070) @dwnusbaum,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
27,Bug/jenkins 45754 GitHub enterprise url validation 2 (#1326),0.682976,JENKINS-61822 - Fix github-api 1.107+ incompatibilities (#2064) @bitwiseman,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
28,JENKINS-35997# Doc changes,0.7146271,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
29,Disable JWT for ssh test (#1424),0.5288559,Ceasing to test against non-block-scoped stage (#2385) @jglick,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
30,attempt to repair a known flaky test (#1552),0.6279274,Fix the flaky FavoritesCardsTest ATH Test (#1962) @halkeye,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
31,Squashed commit of the following: (#1366),0.48310778,JENKINS-70808 - Fix isRestartable by only checking against the curren… (#2416) (#2417) @olamy,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
32,[FIXED JENKINS-35826] pagination (#398),0.6450677,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
33,Bump to 0.0.91-unpublished,0.73115015,Bump release-drafter/release-drafter from 5.17.6 to 5.18.1 (#2247) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
34,"[UX-443] improve layout of ""empty state"" view to look better at narrow widths",0.3799727,JENKINS-53352 - fix test whitespace rendering on junit files (#1988) @egonelbre,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
35,Handle security realm saying user is not found (#1915),0.45696098,SECURITY-1961 (Missing permission check in Blue Ocean Plugin),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
36,Merge remote-tracking branch 'origin/master' into vivek-kk,0.43979907,Merge Release/1.20 into master (#2034) @kshultzCB,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
37,Merge remote-tracking branch 'origin' into story/JENKINS-35783,0.45439768,JENKINS-60995 - Fix downstream build link (#2187) @Vlatombe,Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
38,Package-lock was left behind from the move of directories,0.37851506,Bump cached-path-relative from 1.0.2 to 1.1.0 in /jenkins-design-language (#2244) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
39,Merge pull request #260 from jenkinsci/JENKINS-35993,0.56214255,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
40,Enable ANSI colours for night watch (#1328),0.40549946,Doing a small change to watch jdk11 CI running (#2208) @aHenryJard,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,0
41,Bump to next unpublished version,0.7136264,Bump release-drafter/release-drafter from v5.12.1 to v5.13.0 (#2124) @dependabot,,1
42,UX-39# blueocean-embedded-driver renamed to blueocean-plugin,0.6492528,Upgraded to node 10 (Tried to fix Unable to build blueocean-plugin\jenkins-design-language on Windows) JENKINS-56316 ,,0
43,Add java 11 testing on ci.jenkin.io,0.6961702,Test fixes on Java 11,[JENKINS-70808] Fix isRestartable by only checking against the current node [JENKINS-70808] Handle restartable computation in constructor Co-authored-by: Allan Burdajewicz aburdajewicz@cloudbees.com,0
44,[maven-release-plugin] prepare release blueocean-parent-1.0.0-b17,0.696855,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
45,Fix lint issues,0.5226923,🐛 Bug fixes,,0
46,[JENKINS-38009] in running mode we do not want to expand the failure node (#532),0.69566095,JENKINS-47929 - revert (#2330) as this is causing build failure @olamy,,0
47,"Add pipeline graph constructor story, with required changes to component",0.5692434,Display separate stages in scripted parallel pipelines (#2024) @countableSet,This reverts commit b5a742b3cf4e96ab8a02dd5903e8f25eeccf2e74.,0
48,JENKINS-46193 - Add support for filtering out non regressed failures. (#1938),0.9309721,JENKINS-46193 - Add support for filtering out non regressed failures. (#1938) @halkeye,,1
49,fixed up comments,0.59157825,minor improvment/warning fixes (#2214) @olamy,"ath need xml bind Signed-off-by: Olivier Lamy olamy@apache.org fix xpath because of core upgrade, Log -> Sign Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org",0
50,Improvement/jenkins 46186 bitbucket credential prompt (#52),0.60928714,JENKINS-61822 - Fix github-api 1.107+ incompatibilities (#2064) @bitwiseman,add some caching to avoid expensive call for completed run,0
51,Link HPI execution across sub-modules,0.49052432,Use module (#2433) @viceice,"Set a version for aniaml-sniffer plugin [JENKINS-70559] Fix class cast exception in ssh Pipeline editor link reports a class not found exception when using the Blue Ocean Pipeline editor to create a new Pipeline. The JGit project delivers org.eclipse.jgit.ssh.apache in addition to the org.eclipse.jgit.ssh.jsch library. The org.eclipse.jgit.ssh.apache library appears to be a complete replacement for git client plugin use cases. The JGIt project has declared their jsch library is deprecated and may be removed at any time. link describes the transition the git client plugin has made from the unmaintained Jsch library to the Apache Mina SSHD library. link/ notes that Jsch is no longer receiving updates. This adds the JGit 6.4.0 jsch API library to the blue ocean git pipeline plugin so that the JSch symbols from JGit are resolved.  This may not be a long term solution, but it is much simpler than replacing the Jsch implementation with the Apache Mina SSHD implementation.",0
52,[maven-release-plugin] prepare for next development iteration,0.654962,Bump maven-jar-plugin from 3.0.2 to 3.1.2 (#1967) @dependabot-preview,,0
53,Bump cached-path-relative in /blueocean-personalization (#2243),0.95164365,Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-personalization (#2243) @dependabot,,1
54,Small hack to see if it averts the test failure,0.63685644,Trying to make mock tests pass against Spring Security (#2106) @jglick,Ceasing to test against non-block-scoped stage Co-authored-by: Olivier Lamy olamy@apache.org,0
55,[FIX JENKINS-40326] server connection failure handling (#740),0.6985619,JENKINS-62063 - Fix failure when using pipeline-multibranch-defaults (#2076) @bitwiseman,Bumps actions/stale from 6 to 7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
56,Merge pull request #19 from cloudbees/feature/header-cleanup,0.60532886,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
57,Merge branch 'feature/UX-233' into feature/UX-71,0.5097413,🚀 New features and improvements,Signed-off-by: Olivier Lamy olamy@apache.org,0
58,Merge remote-tracking branch 'origin/master' into feature/UX-298,0.45701537,Merge Release/1.20 into master (#2034) @kshultzCB,,0
59,[JENKINS-35690] add another storybook to test when the elapsed time has already passed the estimate,0.49737686,validate 'run.causes' is set before checking length (#2020) @kevinushey,,0
60,[UX-75] tick JDL version,0.6126801,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,"Justifies an increment of the minor version number Earlier changes are bug fixes, but users will perceive it as more than a bug fix",0
61,[FIX JENKINS-41783] header extension point fix (#144),0.6014722,HOTFIX - Reverted the fix for JENKINS-38339 which was causing double parallel steps to fail to render JENKINS-56383,,0
62,Merge pull request #220 from jenkinsci/feature/UX-510,0.546304,Merge Release/1.20 into master (#2034) @kshultzCB,,0
63,Updated js-builder dep to 0.0.29 and removed setting of mvn build versions of node and npm,0.6227099,Upgrade to latest LTS for node and npm (#1922) @halkeye,,0
64,[feature/UX-233] reduce hierachy of object path,0.5445223,Bump cached-path-relative from 1.0.2 to 1.1.0 in /jenkins-design-language (#2244) @dependabot,,0
65,fix i18next plural link (#1605),0.6014408,Fix incorrect bundling (#2146) @jtnord,,0
66,JENKINS-36376# Annotate model classes with @Capability,0.5839002,JENKINS-47929 - Extensible run details tabs (#2345) @stuartrowe,Signed-off-by: Olivier Lamy olamy@apache.org,0
67,JENKINS-36782 commit hash too small / update console log size,0.5246775,Fix for JENKINS-48035 resulted in causing regression where it leaked threads. We are reverting sse-gateway back to version 1.17 while a new fix in sse-gateway is worked at (#2014) @vivek,Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org,0
68,Merge pull request #186 from cloudbees/bug/UX-334,0.5980047,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,[JENKINS-47929] Extensible run details tabs Co-authored-by: Stuart Rowe stuartr@ea.com,0
69,Merge pull request #180 from cloudbees/feature/UX-319,0.5555377,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,Bumps actions/stale from 5 to 6. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
70,[feature/UX-11] Developer can visit the dashboard and see all the jobs in the system,0.5471573,UI for downstream jobs launched with 'build' step JENKINS-38339 ,,0
71,[maven-release-plugin] prepare release blueocean-parent-1.1.0-beta-1,0.68260664,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
72,"[JENKINS-35837] give card the ""unknown"" background color by default",0.42003015,JENKINS-39203 - Only show blocks containing a WarningAction as unstable (#1954) @dwnusbaum,,0
73,Merge remote-tracking branch 'origin/master' into feature/UX-205,0.47069982,Merge Release/1.20 into master (#2034) @kshultzCB,,0
74,Upgraded jenkins version to 1.652 rto pull in latest stapler changes.,0.6003773,Bump groovy-maven-plugin from 2.0 to 2.1.1 (#2136) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
75,Eliminated unused code,0.531319,🚨 Removed,,0
76,Merge pull request #99 from cloudbees/feature/UX-159,0.5915149,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
77,Upgrade pom version for 1.7.0 development (#1755),0.75538474,Upgrade plugin parent POM from 4.53 to 4.57 (#2418) @basil,remove powermock usage Signed-off-by: Olivier Lamy olamy@apache.org,1
78,JENKINS-47504# Fix declarativeAgents test so that it works with later versions of model definition plugin (#1496),0.6218991,Update parent & use recommended jenkins-test-harness (#2108) @jglick,"Revert ""[JENKINS-47929] Allow extensible run details tabs (#2268)"" update prettier parser Signed-off-by: Olivier Lamy olamy@apache.org",0
79,JENKINS-39661# /runs and /activity performance fix (#604),0.67372274,JENKINS-58085 - Fix issue where stages are shown as waiting to start when they are running/completed (#2017) @dwnusbaum,,0
80,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391),0.983274,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391) @dependabot,Co-authored-by: Olivier Lamy olamy@apache.org,1
81,Propose a couple of spelling corrections - trailing whitespace ? (#1634),0.5096419,Spelling (#2048) @jsoref,,0
82,validate 'run.causes' is set before checking length (#2020),0.9306838,validate 'run.causes' is set before checking length (#2020) @kevinushey,,1
83,Page reload after hibernate (#429),0.50334555,[JENKINS-70808] Fix isRestartable by only checking against the curren… by @Dohbedoh in link,,0
84,tick JDL after publishing 0.0.63,0.5824099,Bump wiremock-jre8-standalone from 2.26.3 to 2.28.0 (#2171) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
85,[feature/UX-110] WIP Clean code and refactor everything. Styles can be turned off so only className would work. Can be used as one tag and pass title and body as attributes or with Header and Body tag. styles can be still be overridden in using styles attribute,0.4445747,Get rid of sha method from commons-codec (#2154) @olamy,Signed-off-by: Olivier Lamy olamy@apache.org,0
86,JENKINS-48198 - Add logging when a property is skipped (#1625),0.56247985,JENKINS-59706 - PipelineRunImpl.getCommitUrl must not loop over historical builds (#2029) @jglick,,0
87,JENKINS-36976# stop API with blocking call feature (#399),0.6440563,"JENKINS-56773 - Disable Executor plugin by default, and throttle requests for the api for those that have it installed (#1947) @halkeye","Rather than ""master"" use ""main""",0
88,Bump jsoup from 1.10.3 to 1.13.1 (#2150),0.94115436,Bump jsoup from 1.10.3 to 1.13.1 (#2150) @dependabot,,1
89,[maven-release-plugin] prepare release blueocean-parent-1.1.0-beta-7,0.67943984,Jenkins Blue Ocean v1.23.0 ,,0
90,Version update for 1.5.0 development (#1623),0.6826969,Bump release-drafter/release-drafter from v5.13.0 to v5.14.0 (#2131) @dependabot,,0
91,[feature/UX-32] Better error handling for extension points,0.4970557,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,,0
92,try to use our settings.xml,0.4077664,use setup-java cache (#2233) @olamy,,0
93,[JENKINS-36199] add new Toaster component to manage show/hide of Toast instances,0.48195732,JENKINS-55497 - Add ChangeSet information to its own unique container (#1948) @halkeye,Remove BlueOcean Credentials Providers Signed-off-by: Olivier Lamy olamy@apache.org,0
94,[feature/UX-32] Catch errors in the fetch,0.5481478,Improve Jenkinsfile error handling by removing unnecessary catch block (#2070) @dwnusbaum,"Rather than ""master"" use ""controller""",0
95,spelling: propagate,0.47446316,Spelling (#2048) @jsoref,This reverts commit 8741d6e711a577d151a157664565234c52c38387.,0
96,Merge pull request #110 from cloudbees/bug/ux-203-wrong-jdl-dep,0.5594398,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,"Rather than ""master"" use ""main""",0
97,"[JENKINS-36582] enhance SseBus so the client can decide which events it's interested in, to prevent unnecessary REST API calls that augment data which would ultimately be thrown away",0.5397693,JENKINS-58684 - use sse gateway 1.20 (#2021) @olamy,[JENKINS-68065] fix Bitbucket cloud job creation via wizard fix mock recording Signed-off-by: Olivier Lamy olamy@apache.org,0
98,[feature/JENKINS-35841] implement scroll to bottom,0.5749718,Bump handlebars from 3.0.6 to 3.0.8 in /jenkins-design-language (#2246) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
99,Set core-js to version 0.0.1-beta1,0.5571115,Bump ua-parser-js from 0.7.19 to 0.7.31 in /jenkins-design-language (#2250) @dependabot,Co-authored-by: Matej Spiller Muys matej.spiller-muys@bitstamp.net,0
100,[feature/UX-233] better styling,0.57761395,🚀 New features and improvements,Signed-off-by: Olivier Lamy olamy@apache.org,0
101,[JENKINS-44176] Fix organization display name (#1054),0.59044385,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,,0
102,Added array handling to deal with collection listing.,0.40780753,RunSearch.collectRunsParallel returned nondeterministic order (#2386) @jglick,,0
103,"[ux-412] Refactor pipeline graph to use redux store to get the data and not fetching it by itself, includes all changes to redux and component itself. Dropping the fetchSteps since we now do this when fetching the nodes",0.45866776,JENKINS-59706 - PipelineRunImpl.getCommitUrl must not loop over historical builds (#2029) @jglick,Allow extensible run details tabs (revived from: link) Remove unused ExtensionValidator Remove unused navCount tracking in LocationService Remove top level Route '/:action' that was causing issues for blueocean-executor-info removing associated function getTopAction that is no longer reference 8 remove function getPipelineAction that was never referenced Co-authored-by: Stuart Rowe stuartr@ea.com Co-authored-by: Olivier Lamy olamy@apache.org,0
104,[JENKINS-35719] better word break,0.5569027,Spelling (#2048) @jsoref,Bumps actions/stale from 4 to 5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
105,display full branch name on hover since it is frequently truncated (#1331),0.4272839,Sequential parallel branches appear incorrectly while build in-progress (#1961) @sophistifunk,,0
106,Extracted  ExtensionPoint and extension point store out into a standalone NPM package,0.38717043,Move aggregator ('blueocean') docs into git repository (#2040) @MarkEWaite,,0
107,minor refactoring to solve some deprecation warnings and some simplifications (#2130),0.6669493,minor improvment/warning fixes (#2214) @olamy,,0
108,Starting a run had missing authorization check,0.45684585,SECURITY-1961 (Missing permission check in Blue Ocean Plugin),Bumps handlebars from 3.0.6 to 3.0.8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: handlebars   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
109,Fix test number '0' issue  (#1437),0.6240163,Test fixes on Java 11,Bumps handlebars from 3.0.6 to 3.0.8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: handlebars   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
110,[JENKINS-35831] fix a bug where unfavoriting a multi-branch pipeline from Pipelines List did not work; logic to match the URL's is now centralized in a util,0.6795732,JENKINS-62063 - Fix failure when using pipeline-multibranch-defaults (#2076) @bitwiseman,[JENKINS-53291] Do not split pipeline string for editor page [JENKINS-53291] Load pipeline link like render [JENKINS-53291] Remove unused split Co-authored-by: Olivier Lamy olamy@apache.org,0
111,[feature/JENKINS-36211] Add stage_id to event emitter so we can listen on changes and focus a new flowNode. Listen on events to refetch the step data. Fix tests and update test data.,0.5711342,JENKINS-55497 - PipelineRunSummary should include a change set (#1919) @stuartrowe,"It was a transitive dependency from token-macro and it has been removed in last releases, making BO to fail if the last version of token-macro is installed Plus, there is really no need to add a dependency just to check if a string is empty",0
112,vertically align status on result,0.3972013,Ensure header is visible on scroll (#2026) @fredden,Bumps cached-path-relative from 1.0.2 to 1.1.0. - Release notes - Commits updated-dependencies: - dependency-name: cached-path-relative   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
