Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
29,test(e2e): add email ux test coverage.,0.73212665,- test(e2e): add ui tests for edit form #2854 (jstockwin),fix value for noEdit InputForm in UrlField,1
30,Add link to front page,0.6062657," * Fix incorrect ""Edit this page"" links (thanks @stennie)",,0
31,Merge branch 'master' into doc_fixes,0.42085552,- Update on 0.4 branch #3022,,0
32,chore(package): update ejs to version 2.5.2,0.73121834,- Update ejs to version 2.5.5 🚀 #3762 (greenkeeperio-bot),,1
33,Merge pull request #1778 from jonathanp/master,0.7294779,Merged pull requests:,,1
34,Merge pull request #389 from fbeaudet/master,0.67244154,Merged pull requests:,,0
35,Merge pull request #2445 from keystonejs/test-structure-update,0.6178781,- Add Pull Request Template #2891 (jstockwin),error correction for documentation,0
36,fix: default to cloudinary generating unique filenames,0.7250926,- Add generateFilename api for CloudinaryImage #3441 (andrewlinfoot),,1
37,Enabling subpath retrieval using Path.get,0.5682802,- relative path for static files in subpages  #2956,Fix incorrect behavior with default values,0
38,fixed #4628,0.7841821,- Fix #3207 #3211 (jannispl),,1
39,chore(package): update elemental to version 0.5.9,0.6775452,- Update elemental to version 0.6.1 🚀 #3265 (greenkeeperio-bot),bring back older versions of testing libs,0
40,"Test Lists components, remove old tests from Home component",0.5652462,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )",,0
41,add sticky footer for modern browsers,0.5739715,- Update browserify-middleware to version 7.1.0 🚀 #3509 (greenkeeperio-bot),,0
42,Resolving warnings in the Portal Component (w/ ReactDOM),0.5983902,- Fix warnings #3382 (mxstbr),,0
43,Safe comparison without coercion,0.43217966,Testing and CI:,,0
44,Slight refactor of 2aec948 and fix code formatting,0.6161681,- E2e refactor #3429 (webteckie),,0
45,Merge pull request #1055 from JohnnyEstilles/feature/relationship-test-dupkey,0.5899335,- Fix relationship links #3540 (jstockwin),Fixes #4737,0
46,Merge pull request #4019 from keystonejs/greenkeeper-serve-favicon-2.4.0,0.6165024,Merged pull requests:,Update testing to target Node 8 and fix eslint errors,0
47,Remove duplicate require in lib/field.js,0.5018312,- Fix RelatedItemsList.js never loading related items #3782 (jstockwin),,0
48,"Implementing .env defaults for s3 config, fixes #143",0.50847745,- Error: Cannot find module 'connect-mongo/es5' #2775,,0
49,Structural update to html tests,0.55526143,- test(e2e):  refactor #3341 (webteckie),[DOCS] Fix Application Updates link in Create Items page,0
50,PrimaryNav: move front link alongside sign out link,0.56611323,"- disable ""back url"" icon in main navigation via config #3270 (benkroeger)",[DOCS] Fix code highlighting by adding missing newline,0
51,Cleaning up Code field,0.6048804,- Cleanup key field tests #2790 (mxstbr),Fix bad link to ConnextCMS,0
52,rename incorrect cased azurefile type,0.5433337, * CloudinaryImage(s) fields were incorrectly marked as deprecated (#4686),"connextcms.com is now a site enticing you to install a plugin to Chrome, presumably to do something a little shady. Repointed to the actual Github repository.",0
53,move variable,0.35116544,- modified x-array items behavior to be consistent with #2721 #2763 (suryagh),,0
54,Updating generated stylesheets.,0.50838804,- New List / Item Update method #1705,,0
55,Merge pull request #2126 from keystonejs/greenkeeper-react-color-1.3.4,0.6730882,- Update react-color to version 2.3.0 🚀 #3497 (greenkeeperio-bot),,0
56,Merging list-table and list-header and rendering item list from api,0.5613649,- Set next list upon transitioning to another item #2986 (webteckie),,0
57,Merge pull request #3098 from keystonejs/greenkeeper-mongoose-4.5.3,0.6731357,Merged pull requests:,,0
58,range-check update,0.723064,- Update range_check to version 1.4.0 🚀 #3201 (greenkeeperio-bot),,1
59,Use props.data.name instead of rendering name on the fly,0.50192344,- Add generateFilename api for CloudinaryImage #3441 (andrewlinfoot),,0
60,Merge pull request #355 from balupton/patch-1,0.7397535,Merged pull requests:,,1
61,Adding column and sort exclusions for fields,0.7088226,"- Make name field sort-, filter- and columnable #3396 (mxstbr)",,1
62,Update robots.txt,0.6119387,- Update redux-saga to version 0.12.0 🚀 #3555 (greenkeeperio-bot),Upgrade to Babel 7,0
63,typos,0.493558,- Fix typo in RelationshipField (fixes #2855) #2950 (geloescht),,0
64,Merge pull request #132 from mcauser/gravatar,0.73565257,Merged pull requests:,add support for language cookie options,1
65,Implementing List download w/ new API,0.57772094,- Fix Fields for using new API [WiP] #3196 (wmertens),,0
66,LocationType: Be more robust against bad geo input,0.60149527,-  4.0-Beta-1: Location field does not get geo coordinates from google APIs  #3430,,0
67,chore(package): update enzyme to version 2.7.1 (#3930),0.8290063,- Update enzyme to version 2.7.1 🚀 #3930 (greenkeeperio-bot),,1
68,tweak domify styles,0.5112141,- Style and improve GH templates #2928 (creynders),,0
69,Add offset when scrolling to headers to account for header disappearing,0.63605,- Implement smooth scrolling after updating an item #3280 (dariasamo),"Updated index.md, fixed mongoose plugins hyperlink",0
70,Merge pull request #3479 from keystonejs/greenkeeper-moment-2.15.0,0.66683763,Merged pull requests:,,0
71,"Allowing array of paths for less and sass options, fixes #666",0.50257444,- Replace options() from keystone-utils with _.defaults #2960 (geloescht),"Removing deprecated package ""letsencrypt-express"" and replacing it with ""greenlock-express""",0
72,Add confirmation dialog on mass delete on the list view,0.65419674,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )",,0
73,Fix for #241 (host is undefined),0.884881,- Fixes issue where host is undefined #3650 (LorbusChris),Update part-3.md,1
74,chore(package): update serve-favicon to version 2.4.2,0.7793368,- Update serve-favicon to version 2.3.2 🚀 #3711 (greenkeeperio-bot),,1
75,"Moving /lib/utils to its own npm module, keystone-utils",0.5366595,- 0.3.x - set specific versions to dependencies #3640,Fix example for clarity,0
76,CloudinaryImagesField: import syntax,0.7960034,- Add generateFilename api for CloudinaryImage #3441 (andrewlinfoot),Add _req_user to removed item so you can use this in the remove pre/p…,1
77,Adding react eslint rules,0.50974685,- react test for ItemsTableValue component #2912 (suryagh),part-2.md fix copypasta error,0
78,fixing TextArrayType validateInput() and updateItem(),0.6585307,- Fixed the validateRequiredInput in the DateTime type. #3461 (johanjordaan),Update part-4.md,0
79,chore(package): update redux-thunk to version 2.2.0 (#3914),0.7467741,- Update redux-thunk to version 2.2.0 🚀 #3914 (greenkeeperio-bot),,1
80,Fixing missing key warnings,0.6526978,- Fix warnings #3382 (mxstbr),Fix NumberColumn for money formatting be independent from path name,0
81,fixes mistake I made in ssl code,0.53357476,- Fix #3207 #3211 (jannispl),Update part-4.md,0
82,fix unknown prop warnings,0.70805585,- Fix warnings #3382 (mxstbr),,1
83,chore(package): update react-dnd to version 2.1.3,0.68587595,    * Update react-engine from 4.3.0 to 4.5.1,change from  var Event = keystone.List('Event');  to  var Event = keystone.list('Event');,0
84,Removing cache debugging,0.48308492,"- Don't cache relationship options, fixes #3598 #3599 (LiquidHelium)",,0
85,Merge branch 'master' into patch-1,0.5011573,- Update on 0.4 branch #3022,Removing unused devDependency,0
86,Adding value reset capability to cloudinaryimages.updateItem,0.78133297,- Cloudinary Images not updating when save. #2849,Make TinyMCE a real dependency,1
87,Merge pull request #2048 from keystonejs/greenkeeper-react-engine-2.6.2,0.67950106,- Update react-engine to version 4.0.1 🚀 #3239 (greenkeeperio-bot),,0
88,"Revert ""Email logo for testing""",0.59159076,- 0.4: email error validation popup #1867,,0
89,Merge pull request #1859 from jonathanp/remove-unused-components,0.70768666,Merged pull requests:,,1
90,Updating build w/ react 15.3,0.7330108,    * Update react-engine from 4.3.0 to 4.5.1,Update how-to-send-emails.md,1
91,Fixed note glitch,0.5853034,- Fix(AdminUI) multiline Textarea noedit display #3888 (adrien-k),,0
92,updating init() to use the new app/mongoose options,0.5004562,- include user object in updateItem options #3450 (benkroeger),Fixed typo in File field docs,0
93,Allow HTTP/2 with letsencrypt (#3828),0.94558454,- Allow HTTP/2 with letsencrypt #3828 (wmertens),,1
94,Merge pull request #158 from bladey/master,0.64803135,Merged pull requests:,,0
95,Link to previous list page from item view breadcrumb,0.94289815,- Link to previous list page from item view breadcrumb #3409 (mxstbr),,1
96,Cleaning up fields test,0.75475574,- Cleanup key field tests #2790 (mxstbr),[Docs] Add details for pre:admin hook,1
97,Fix UrlType format regex only working on one charcter protocols,0.6229079,- TypeError: Cannot supply flags when constructing one RegExp from another #3207,,0
98,Merge pull request #144 from jcope2013/master,0.7218745,Merged pull requests:,,1
99,Pass Keystone view setting to Express,0.53891003,- Adding support for binding express.Router with keystone.set('routes') #3293 (JedWatson),Remove kerberos from dependencies,0
100,Adding docs for session store options,0.54533064,- Add README to admin/client #3141 (mxstbr),Adds a hook which is executed after admin bodyparser but before any admin route.,0
101,Improving Contributing.mg guide,0.5542271,Implemented enhancements:,,0
102,Merge pull request #886 from wuhaixing/master,0.6676654,Merged pull requests:,,0
103,Merge pull request #3090 from keystonejs/greenkeeper-embedly-2.0.2,0.63846374,Merged pull requests:,,0
104,Test App component,0.691072,- New group for app level testing and misc refactoring #3579 (webteckie),,0
105,"Deferring load of email packages until they're used, ref #2837",0.59885013,- easy way to re-enable email functionality #2799,,0
106,Travis should run on all target node versions,0.5474491, * Remove EOL Node releases from Travis testing (#4652),,0
107,Merge pull request #3736 from keystonejs/greenkeeper-mongoose-4.7.0,0.6718793,Merged pull requests:,,0
108,Merge pull request #1536 from jacargentina/patch-1,0.7055514,Merged pull requests:,Fixed the event model defaultColumns using the User's fields instead of the Event's fields,1
109,docs: update compress setting documentation,0.5697731,- Update compression to version 1.6.2 🚀 #2835 (greenkeeperio-bot),"1) Fixing a typo in var Event = keystone.List('Event') - L in ""List"" should not be capitalized 2) Adding an action property to the form for the post request to be sent to the api",0
110,Merge pull request #3791 from keystonejs/greenkeeper-debug-2.4.1,0.6374184,Merged pull requests:,  add thumb option support to url type   do not fix the height of form input since it the value can be out of bound ,0
111,chore(package): update eslint to version 2.10.1,0.7739929,- Update eslint-config-keystone to version 2.3.1 🚀 #3018 (greenkeeperio-bot),The auto update field was highlighted incorrectly.,1
112,v0.1.54,0.77513313,v4.0.0-beta.1,  Restore/repair S3 image uploading in tinymce   Use custom root for S3 paths   Build S3 upload name when not present ,1
113,Updating dependencies,0.81181294,Dependency updates:," Return a 500 error when item.remove fails  Currently, errors from item.remove are not handled at all in the callback. This gives an empty 200 back to the frontend, which will do nothing with this response (no visual feedback on the error). We should return an actual error. All suggestions on how to return this error Keystone style are welcome.  directly send the err to apiError",1
114,Merge branch 'master' into add-csrf-protection,0.42682177,- Document keystone.Storage and FS adapter #3301 (mxstbr),,0
115,Removing redundant import,0.46053725,- Remove unnecessary console.log #3390 (mxstbr),,0
116,Merge pull request #4033 from keystonejs/greenkeeper-rimraf-2.6.1,0.66282964,Merged pull requests:,,0
117,Removing dropAllIndexes task from the track tests,0.56725234,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )","The sentence ""Once you retrieve a list from Keystone, the mongoose methods can be accessed from."" seemed incomplete",0
118,Fix column choosing,0.707908,- Fix no default columns #2959 (geloescht),"I think the website for mongoose plugins may have moved, now https://plugins.mongoosejs.io",1
119,I always miss one;,0.31904685," * Add missing DayPicker-WeekdaysRow styling (#4601, thanks @jsundquist )","Probably forgot to update part of readme from the older release ""4.0.0.rc.1""",0
120,DateInput: value should NOT be required,0.69184196,- DateArrays don't work when set to initial #2858,,0
121,Merge pull request #3481 from keystonejs/greenkeeper-react-router-2.8.1,0.6842849,- Update react-router to version 2.8.1 🚀 #3481 (greenkeeperio-bot),Added toMoment method to allow Moment.js to use utc dates. Updated getValue to use toMoment for proper output.,0
122,Fixing a React propType warning,0.6226949,- Get rid of ModalBody children propType warnings #3358 (mxstbr),,0
123,Updating marked to 0.3.0,0.6778279,- Update marked to version 0.3.6 🚀 #3238 (greenkeeperio-bot),,0
124,Hacky fix for Safari's stupid autocorrect breaking react-select,0.46971023,- Fix autocreates #3411 (mxstbr),"By copying and pasting the site, I realized that the list was previously referenced with an uppercase.",0
125,Merge pull request #2275 from erg0dic/text-array-enter,0.5967133,Merged pull requests:,"As discussed in https://github.com/keystonejs/keystone/issues/1857 the remove pre/post hooks are ""missing"" the _req_user. I, amongst others, am using this object to handle some permissions. It's available in the updateHandler (in create and update) but missing in remove. it's added on the updateHandler here: https://github.com/keystonejs/keystone/blob/d34f45662eb359e2cb18b397f2ffea21f9883141/lib/list/updateItem.js#L157 Remove doesn't use the updateHandler, so this is missing.",0
126,Fix for updating relationship fields with arrays,0.6422948,- Fix array fields behaviour #2865 #2933 (jstockwin),,0
127,v0.0.10,0.7575138,v4.0.0-beta.8,Fixed incorrectly named API method label (fixes #4825),1
128,refactor the edit form layout,0.6354805, * Reorganise README and add table of contents,,0
129,general column cleanup,0.58231676,- Admin Interface Cleanup #2652,Update options.md,0
130,Merge pull request #2857 from jstockwin/e2e-testing-localfiles,0.75679123,- test(e2e): Added local file field e2e testing #2857 (jstockwin),,1
131,Search Improvements,0.5641551,- Removing ?search for URL in Lists doesn't clear the search #3357,,0
132,unnecessary color style,0.5940623," * Show color swatch on color field (#4662, thanks @mikehazell )",Update Underscore-Methods.md,0
133,Fixing react-color => @jedwatson/react-color so we can update the build,0.772707,- Upgrade react-color #2804,Link is broken without http://,1
134,Finishing new Relationship field implementation,0.6546827,- Display fields of relationship field in Admin UI? #3417,underscore instead of undercore,0
135,fix eslint warning,0.735757,- Fix warnings #3382 (mxstbr),,1
136,v0.1.6,0.8235492,v0.3.20 (2016-06-17),add alt text to delete button,1
137,Merge pull request #1996 from keystonejs/greenkeeper-eslint-plugin-react-3.12.0,0.6599728,Merged pull requests:,,0
138,Merge pull request #4328 from keystonejs/greenkeeper-mocha-3.4.2,0.6274001,Merged pull requests:,,0
139,jade presentation fix,0.59177846,- Unable to configure Jade options #2614,,0
140,Adding note for changes wiki page to changelog,0.6843367,Full Changelog,,0
141,Merge remote-tracking branch 'upstream/master' into createInline,0.47449583,- Adding support for binding express.Router with keystone.set('routes') #3293 (JedWatson),,0
142,chore(package): update eslint to version 2.12.0,0.76745415,- Update eslint-config-keystone to version 2.3.1 🚀 #3018 (greenkeeperio-bot),,1
143,test(e2e): refactor the text field test to use page objects,0.71841085,- test(e2e):  refactor #3341 (webteckie),Fix #4805,1
144,Adding tests for the datetime field type,0.6928016,- Add datetime for field #2811 (jstockwin),,0
145,test(e2e): Refactor the Date field test to use the new Date Test Object,0.8154879,- Fix date and datearray e2e tests #3027 (jstockwin),,1
146,Fixing a bug in the new required fields logic for the UpdateHandler,0.69018805,- getUpdateHandler returns incorrect errors from validation #2923,,0
147,Merge pull request #1931 from keystonejs/greenkeeper-history-1.14.0,0.6056593,Merged pull requests:,,0
148,"Removing unused /fetch list endpoint, cleaning up old list API",0.58740556,- Admin API: Nested Objects Not Accessible On Returned Lists #3652,,0
149,Fix datetime field saving,0.7660073,- Date resets in Datetime field on admin panel #2401,,1
150,Deprecating old Admin UI routes,0.6189989,- Customize admin ui with current react-router structure #2948,minor wording error fix,0
151,Merge pull request #3110 from keystonejs/greenkeeper-express-session-1.14.0,0.6555474,Merged pull requests:,,0
152,"Updating react, react-select and history",0.6399399,    * Update react-engine from 4.3.0 to 4.5.1,Four Oh Four!,0
153,chore(package): update react to version 15.4.1,0.7001689,- Update react-dom to version 15.2.0 🚀 #3105 (greenkeeperio-bot),Four oh four,1
154,"Rolling back pro tip, I think it's better to have issues + PRs separate",0.35546958,- 请问keystone有没有自身的角色管理系统，如果没有，需要怎么做 #3148,Pulling from KJS Master,0
155,Cleaning up list.js,0.53682303,- Admin Pagination on a sortable list #3494,,0
156,chore(package): update codeclimate-test-reporter to version 0.3.2,0.83711714,- Update codeclimate-test-reporter to version 0.3.2 🚀 #3005 (greenkeeperio-bot),,1
157,Allow value field options to be asynchronous,0.51009727," * Add new fields and call to the iFramely API instead of oEmbed (#4617, thanks @ticidesign)",,0
158,Merge branch 'master' into links,0.49982834,- Fix relationship links #3540 (jstockwin),,0
159,UrlField: fix rendering of link when note is present,0.6710026,fix for URL fields in noedit mode,,0
160,New list.getUniqueValue method,0.6250875,- New List / Item Update method #1705,,0
161,"document cloudinary 'publidId', 'folder', 'autoCleanup', 'select' and 'selectPrefix' options",0.5696802,- Restore support for CloudinaryImage publicId option #3440,,0
162,Include csrf token in jade templates.,0.54222596," * Add iFramely field type (#4600, thanks @vitalbone)",,0
163,Merge pull request #1063 from nicdutil/master,0.6979064,Merged pull requests:,"The name option appears twice, instead of the 2nd being brand.",0
164,jm fork 3,0.4490496,"Make TinyMCE a real dependency (#4897 & #4887, thanks @gautamsi and @JedWatson )",,0
165,Fix #4706: Docs: Application Updates is 404,0.6514436,- UpdateItem: fix error callbacks #3419 (wmertens)," Adding Favicon to Keystone 4 website Added Google Analytics Code to V4 website Removed safari-pinned-tab.svg, which was a black square.",0
166,fix external nav-link,0.735479," * Fix custom nav links (#4387, thanks @frapan)",,1
167,Merge pull request #3014 from keystonejs/greenkeeper-eslint-config-keystone-2.3.0,0.61519706,- Update keystone-utils to version 0.4.0 🚀 #2791 (greenkeeperio-bot),And added a link to the logo in the header,0
168,Rebuilding packages w/ react@15,0.6083421,- react-addons-test-utils@15.3.0 breaks build 🚨 #3235 (greenkeeperio-bot),Currently giving errors TypeError: Cannot read property 'initial' of undefined   index.js:22 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:22:9   Array.forEach   index.js:21 ExtractTextPlugin.mergeNonInitialChunks     [website]/[extract-text-webpack-plugin]/index.js:21:16   index.js:275 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:275:12   Array.forEach   index.js:273 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:273:21   async.js:52     [website]/[async]/lib/async.js:52:16   async.js:236 Object.async.forEachOf.async.eachOf     [website]/[async]/lib/async.js:236:30   async.js:209 Object.async.forEach.async.each     [website]/[async]/lib/async.js:209:22   index.js:237 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:237:10   Tapable.js:71 Compilation.applyPluginsAsync     [website]/[tapable]/lib/Tapable.js:71:13   Compilation.js:525 Compilation.seal     [website]/[webpack]/lib/Compilation.js:525:7   Compiler.js:397 Compiler.     [website]/[webpack]/lib/Compiler.js:397:15   Tapable.js:103     [website]/[tapable]/lib/Tapable.js:103:11   Compilation.js:445 Compilation.     [website]/[webpack]/lib/Compilation.js:445:10   Compilation.js:417     [website]/[webpack]/lib/Compilation.js:417:12 ,0
169,Test invalid options of number field,0.5859221,- No Field type for multiple string inputs used as tagging #3017,"Removed safari-pinned-tab.svg, which was a black square.",0
170,Implementing common Collapse support,0.4418488,- Deploying on Elastic Beanstalk #2893,,0
171,Update to multer 1.3.1 and automatically clean uploaded files (#4704),0.9467751," * Update multer from 0.1.8 to 1.3.1 and automatically clean uploaded files (#4704, thanks @jedwatson)",Tested with Chrome and Firefox.,1
172,Add signout hook,0.55147386,- Error on signin #3222,align upstream,0
173,adding visual anchor links to headings/subheadings in docs,0.55973697,- Make links to related lists client-side #3385 (mxstbr),Feature/website cleanup,0
174,Merge remote-tracking branch 'upstream/master' into component-routes,0.5229124,- Adding support for binding express.Router with keystone.set('routes') #3293 (JedWatson),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
175,fix keystone-tinymce version,0.6939996,"update references to keystone-tinymce, thanks @BarryThePenguin",,0
176,Add autokey tests,0.5787248,- Fix autocreates #3411 (mxstbr),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com Conflicts: website/src/pages/components/home/ValueProps.js website/src/pages/components/home/WhereNext.js website/src/pages/components/home/header/Header.js yarn.lock,0
177,simplify height detector,0.43568373,- Handle popout position based on viewport dimensions #1647,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
178,Merge pull request #1183 from esparragito/patch-1,0.6589133,Merged pull requests:,FIxing broken links in README.md,0
179,CSRF header token needs to use csrf_header_key,0.6133912,- signin csrf error #2982,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
180,add WIP relationship filter,0.628009,- [WIP] Admin Interface Refactor #2566 (mxstbr),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
181,send user to row mixin to hide delete,0.59072006,"Allow custom error message in deleteItem (#4683, thanks @RecuencoJones )"," FIxed spelling, grammar and broken link issues with the Getting Started documentation. Ensured that Keystone is capitalised everywhere in the docs Set Mongoose docs link to V4",0
182,Add more tests where the classname is relevant,0.467655,- More tests #3119 (mxstbr),"Improve sanity checking for signin ""from"" param",0
183,Cleanup,0.6279439,- Admin Interface Cleanup #2652,,0
184,Add findRandom() function,0.47183874,- Reimplement sortContext option #3585 (andrewlinfoot),  Update to multer 1.3.1 and automatically clean uploaded files   Fix typo in bindBodyParser   Add missing next() (thanks @ttsirkia!) ,0
185,Add single id support to list delete API for backwards compatibility,0.5357089,- Fix deleting multiple items at once #3392 (mxstbr),  Minor fix to location fields - no reason to depend on the order of address_components coming from Google   Minor fix to location fields - Better handling of address_components returned from Google API   Minor fix to location fields - no reason to depend on the order of address_components coming from Google   Minor fix to location fields - Better handling of address_components returned from Google API ,0
186,Fixing local file field type based on linter suggestions,0.73457676,- fileName option ignored for Types.LocalFile ? #2991,,1
187,chore(package): update superagent to version 1.7.0,0.79713136,    * Update superagent from 3.6.3 to 3.8.3,,1
188,tell netlify the basedir is the www dir for docs,0.48288196,- Configurable codemirror bundle path #2964 (webteckie),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
189,Adding TinyMCE keystone skin to stay synced in this branch.,0.5099249,"Make TinyMCE a real dependency (#4897 & #4887, thanks @gautamsi and @JedWatson )",Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
190,Adding Text field tests,0.5636187,- Add READMEs to applicable fields #3192,,0
191,chore(package): update uglify-js to version 2.6.3,0.8009825,- Update uglify-js to version 2.6.4 🚀 #3066 (greenkeeperio-bot),,1
192,Not validating cloudinaryimage values with size,0.6664251,- Cloudinaryimage/s fields need to be updated to new spec #3269,,0
193,CSS regen,0.5275282,- Keystone Admin UI not always loading CSS #1295,,0
194,Providing access to the Portal DOMNode,0.50821555,- how to add sitemap in keystonejs? #2988,,0
195,Refactor global navigation,0.5212494, * Add documentation about customizing the navigation bar  (thanks Francesco Panciroli),"The previous z-index of 2 was not enough for the popover to appear above the ""Save"" footer, which has z-index: 99",0
196,Adding validateInput and validateRequiredInput for select fields,0.60995114,- Fix validation on noedit initial fields #2816 (jstockwin),Upgrade to Mongoose 4.13.14: https://github.com/Automattic/mongoose/blob/master/History.md#41314--2018-05-25 Add useMongoClient per http://thecodebarbarian.com/mongoose-4.11-use-mongo-client.html,0
197,Fix TinyMCE image upload,0.67487335,- Fix bug in fullscreen TinyMCE #3007 (TSFoster),,0
198,Merge pull request #3656 from keystonejs/greenkeeper-fs-extra-1.0.0,0.63953245,Merged pull requests:,,0
199,Added the typopgrahy plugin into gatsby-config,0.64984924, * Fix typography and Gatsby configuration (thanks @tuan23),,0
200,Merge pull request #3995 from keystonejs/greenkeeper-babel-polyfill-6.23.0,0.66803443,Merged pull requests:,,0
201,Adding currency option for Money field type,0.74010956," * Deprecate currency setting for Money fields (#4132, thanks @Noviny)",,1
202,Removing support for mountPath and parentApp,0.54072905, * Remove link to keystone-starter (outdated v0.3 demo),,0
203,first draft at the create modal,0.45120454,- Problem with required initial noedit fields #2814,,0
204,Merge pull request #603 from JohnnyEstilles/fixing-issue-598-cloudinary-unexpected-upload-failure,0.64398265,- Fixes problem with cloudinary.url formats #3021 (danielmahon),Fix typo error udpatedBy -> updatedBy,0
205,bindFunctions should be a common utility,0.5221223,- Fix relationship links #3540 (jstockwin),,0
206,Merge branch 'storage' of github.com:keystonejs/keystone into storage,0.39353877,- New Storage API + File FieldType #3052 (JedWatson),"Corrected the api.event route. The ""routes"" was missing app.post('/api/event', routes.api.event.post);",0
207,Merge pull request #1407 from JohnnyEstilles/feature/logger-options,0.650034,Merged pull requests:,,0
208,location: throw error if googleLookup fails,0.72195804,-  4.0-Beta-1: Location field does not get geo coordinates from google APIs  #3430,,1
209,add popout styles,0.55544066,- Handle popout position based on viewport dimensions #1647,,0
210,Fixing templateCache bug in core/render,0.66859806,- Add Issue Template #2859 (morenoh149),,0
211,Improving example as suggested in #105,0.4879827,Implemented enhancements:,,0
212,Merge pull request #3328 from keystonejs/greenkeeper-nightwatch-0.9.7,0.6521423,- Update nightwatch to version 0.9.7 🚀 #3328 (greenkeeperio-bot),,0
213,"Preventing double password hashing w/ inherited lists, ref #2972",0.6483427,- Password errors are less informative #2782,,0
214,Using new Field type instead of spec label,0.632416,- Refactor out field type switch statements #1150,,0
215,Merge pull request #1452 from azterix/master,0.66141427,Merged pull requests:,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
