Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
72,Merge branch 'split-tunnel-win-update',0.5655576,Fix split tunneling not being correctly configured after restarting the app. ,,0
73,Move ConnectViewController to XIB,0.5638387,The auto-start and auto-connect toggles in the GUI have been reworked so that auto-connect,,0
74,Update chrono to 0.4.21 to fix Android,0.63406193,This release is for Android only. Here's a list of the changes since last stable release android/2022.1:,,0
75,Merge branch 'macos-uninstall-ignore-device-error',0.59354776,Fix issue where app stopped responding on ARM Macs.,,0
76,AppDelegate: wire up controller delegates,0.5345354,Support WireGuard multihop using an entry endpoint constraint in the CLI.,,0
77,Test account history changes,0.62739974,Show account history in login fragment,,0
78,Merge branch 'win-log-offline',0.43929812,Remove all log files on uninstall. Clear install.log on upgrades.,,0
79,Updating formatting to be up to date with the newest rustfmt,0.5446022,Fix old settings deserialization to allow migrating settings from versions older than 2019.6.,,0
80,Merge branch 'animate-select-location-scrolling',0.4341325,Respect localization when sorting the relay locations list.,"Block operations receive (Error?) -> Void Result block operations receive (Result) -> Void Transform operations receive (Input, (Result) -> Void) -> Void",0
81,Update userLocation to mine :),0.65737,Update the out of time-view and new account-view to make it more user friendly.,,0
82,Remove unnecessary elvis operator,0.49262714,Remove the help subcommand in the CLI. Instead get help with the --help long flag.,,0
83,Add scripts to configure F-Droid build server,0.5485586,Fix architecture field for ARM RPM builds so the app installs on Fedora based distros.,,0
84,Disable precompiled headers,0.51105607,"Show ""Exclude applications"" header if needed when entering the ""Split tunneling"" screen.",,0
85,Bump heading font size to 38px,0.5217671,  correct font for logo. Also a slightly less bold font in other parts of the app.,,0
86,Add Let's encrypt root CA to dist-assets,0.78963196,Add a new Let's Encrypt root certificate.,,1
87,Merge branch 'win32-tray',0.41298977,Add migration logic to restore lost settings after major Windows update.,,0
88,Merge branch 'improve-ip-validation',0.43519846,Improved compatiblitiy with newer versions of systemd-resolved.,,0
89,Merge branch 'add-wireguard-support',0.5957533,Support WireGuard multihop using an entry endpoint constraint in the CLI.,,0
90,Add new redux annotations,0.50724375,"Ignore empty strings as redaction requests in the problem report tool, to avoid adding redacted",,0
91,Implement IntoJava for PublicKey,0.416831,"  for an attacker to correlate traffic with a public key and identity, and reduces the harm of",,0
92,Prevent tray icons from being included in asar archive on Windows,0.7426245,Prevent tray icons from being extracted to %TEMP% directory.,,1
93,Merge branch 'copy-account-number-to-clipboard',0.558805,Account token can be copied to the clipboard by clicking on it in the account settings screen.,,0
94,Remove unused loggedIn field,0.6782765,Disable account input when logging in.,,0
95,Stop clearing relays from relay list in daemon,0.6894957,Fix the relay list not being updated in 2020.6-beta1 after the daemon has started.,,0
96,Update changelog,0.64325047,For the changes since last stable release see the changelogs for all the betas since then:,,0
97,Add newlines+tabs to relay settings change log entry,0.59144634,Log select settings on each connection attempt.,,0
98,Annotate WindowChrome component,0.69902873,Add standard window decorations to the application window.,,0
99,Use version callback in SettingsFragment,0.65082693,Show the app version in the settings view.,,0
100,Merge branch 'offline-update',0.43587488,Fix issue where the app would get stuck in offline state after a reboot or a reinstall by using,,0
101,Escape shell arguments nicer,0.4392856,Parse routes more permissively and log parsing errors less verbosely.,,0
102,Merge branch 'refactor-firewall-args',0.4358083,Fix issues with hosts where the firewall is doing reverse path filtering.,,0
103,Add setting change functions to repository and VM,0.6262063,"Rename directores for settings, logs and cache from mullvad-daemon to mullvad-vpn.",,0
104,Unify golang download urls,0.48739594,Fix invalid URLs. Rely on browser locale rather than app/system language.,,0
105,Merge branch 'version-metadata-script-cleanup',0.44916937,"Add factory-reset CLI command for removing settings, logs and clearing the cache.",,0
106,Allow users of mullvad-rpc to use rpc runtime,0.6854279,  MULLVAD_RPC_ADDRESS_PATH.,,0
107,Merge branch 'more-logging',0.43721357,  logging in.,,0
108,Disable annoying focus ring,0.60790014,Autohide the main window on focus loss.,,0
109,remove ipcRenderer call,0.6278398,Fix missing IPC message unregistration causing multiple copies of some messages to be received.,,0
110,Merge branch 'fix-modal-overlay',0.42338246,Fix segmentation fault when closing app (the GUI).,,0
111,Parameterize MTU range in footer text,0.6020234,"Lower the max MTU from the automatic MTU detection down to 1380,",,0
112,Update  @types/mocha,0.43488395,Rename the problem-report tool to mullvad-problem-report.,,0
113,Add escape behavior changelog item,0.5544017,"Create a new UI log file for every UI execution session, and preserve the log from the previous",,0
114,Merge branch 'connect-tests-4',0.4845112,  failed connection attempts for 2 out of 4 each successive connection attempts,,0
115,Move version module to library,0.5761676,Upgrade libsodium from 1.0.17 to 1.0.18.,,0
116,Describe fix by loading lib. sooner in changelog,0.5042146,Upgrade libsodium from 1.0.17 to 1.0.18.,,0
117,Switch settings folder to mullvad.vpn,0.8390591,"Rename directores for settings, logs and cache from mullvad-daemon to mullvad-vpn.",,1
118,Add --profile minimal to our rustup installs,0.5300693,Add installation log (%PROGRAMDATA%\Mullvad VPN\install.log).,,0
119,Update Electron to 8.2.0,0.8988298,Upgrade Electron from 8.5.2 to Electron 11.0.2.,,1
120,Update iproute2 dependency to fix HW address error,0.5798793,Fix crash when trying to apply IPv6 routes for OpenVPN when IPv6 is disabled.,,0
121,Move all notification related entities into separate files,0.5142863,Ensure RPM package removes all application directories when uninstalled.,,0
122,Log allowed endpoint for the connecting firewall state,0.6429718,"Forward firewall errors to the GUI in the connecting state, instead of showing a generic message",New review date: 2023-06-01,0
123,Initialize net_cls cgroup if it does not exist,0.5840103,Allow users to specify net_cls controller mountpoint via TALPID_NET_CLS_MOUNT_DIR. The,,0
124,Fix firewall IP constant definitions,0.703483,  setting the firewall policy.,,1
125,rename auth -> authentication,0.46159664,Add a new Let's Encrypt root certificate.,,0
126,Merge branch 'update-cli-help',0.47655505,Add CLI tools (the resource/ directory) to the system PATH.,,0
127,Redact account token from logs,0.6248116,Read account token from standard input unless given as an argument in CLI.,,0
128,Use jnix::IntoJava for Option,0.49011743,"Fix possible crash when starting the app, caused by trying to use JNI functions before the library",,0
129,Merge branch 'fix-cargo-target-dir',0.40786386,Resolve symbolic links and junctions for excluded apps.,,0
130,Migrate geojson to modern swift,0.47095215,Fix old settings deserialization to allow migrating settings from versions older than 2019.6.,,0
131,Upgrade redux-mock-store to 1.3.0,0.5448267,  by updating udp-over-tcp to 0.2.,,0
132,Merge branch 'cleanup-fix',0.43831342,"Add factory-reset CLI command for removing settings, logs and clearing the cache.",,0
133,Use common definition for button spacing,0.48781192,  possible to fit more into the same area and makes text easier to read.,,0
134,Return specific error when setting the firewall policy fails in ConnectingState,0.7924199,"Forward firewall errors to the GUI in the connecting state, instead of showing a generic message",,1
135,Prepare to have singleton enum variants,0.36463302,  combinations are used.,,0
136,Improve the list of allowed licenses,0.45472604,  audit ticket MUL-02-004.,,0
137,Merge branch 'prioritize-account-in-app-banner',0.47964844,Add possibility to create account in the desktop app.,,0
138,Mention 'mullvad-exclude' in split-tunnel subcommand description,0.66363573,"Rename tunnel interface to ""Mullvad"".",,0
139,Add account expiry case to error notification,0.76996493,Show system notification when account has expired.,,1
140,Update keygen model again,0.6605667,WireGuard key generation will try to replace old key if one exists.,,0
141,Allow setting the notification message,0.73007643,Disable notification actions for persistent notifications since they were called when pressing,,1
142,"Fix invalid redact of IPv6, plus add test",0.7150181,Fix crash when trying to apply IPv6 routes for OpenVPN when IPv6 is disabled.,,1
143,PacketTunnel: fix error message,0.7048912,Fix error printed from the CLI when issuing relay update.,,1
144,Merge branch 'scene-delegate',0.32368386,Fix app leaving settings screen when entering split-screen mode.,,0
145,Update snapshot helper,0.48903608,Fix app version sometimes missing in the settings menu.,,0
146,Merge branch 'paint-navigation-bar-for-login-screen',0.5234057,Fix app leaving settings screen when entering split-screen mode.,"Change color, size and alpha of scrollbar Add rounding to scrollbar Add onSurfaceVariant color to theme Update theme to material v3 Apply AppTheme to all screens Remove CollapsingToolbarTheme",0
147,Merge branch 'obfuscation-gui',0.38620588,"Add obfuscation settings under ""WireGuard settings"".",,0
148,Define cgroup name in one place,0.42063728,"  such as ""C:"", is excluded using the CLI.",,0
149,"Get rid of almost all remaining ""extern crate"" statements",0.54907286,Removed,,0
150,Removed dependency on libappindicator3-1,0.5842681,Upgrade libsodium from 1.0.17 to 1.0.18.,,0
151,Fix missing back action context for changes dialog,0.58556813,"Fix tray context menu showing or executing wrong actions, using wrong language or in other",,0
152,Remove unused Android dependencies,0.5857049,Android,,0
153,Merge branch 'fix-minimized-window-notifications',0.49928874,Fix segmentation fault when closing app (the GUI).,,0
154,Merge branch 'transport-no-shared',0.42509204,Add option to enable or disable local network sharing.,Co-authored-by: David Lönnhager david.l@mullvad.net,0
155,Refactore OpenVpn settings view,0.79553145,  OpenVPN by correctly applying the fix for,,1
156,Rename changelog.txt to changes.txt,0.5704562,"Rename directores for settings, logs and cache from mullvad-daemon to mullvad-vpn.",,0
157,Always move binaries to target directory on macOS,0.57621694,"Move the CLI binary (mullvad) on macOS and Linux up one level, so it's installed directly into",,0
158,Rename option to 'allow_macos_connection_check',0.5652008,Add mullvad reconnect subcommand to the CLI to make the app pick a new server and reconnect.,,0
159,Extract latest GUI messages,0.57601964,Periodically update list of relays in the GUI.,,0
160,Add MullvadProblemReport::send async method,0.61858976,Add a symlink for mullvad-problem-report directly in /usr/bin. So the tool is available.,,0
161,Merge branch 'pass-relay-selector',0.45075175,Fix showing incompatible relay filtering options in desktop app. The filtering options are now,,0
162,Add Windows icon sizes and re-create all icons from icon-1024.svg,0.6212834,Use a larger icon in notifications on Windows 10.,,0
163,Update RPCs to handle device states and event variants,0.5440761,Use suspend-aware timers for relay list updates and version checks on all platforms.,This makes all SVGs produced respect the size specified in SVG files,0
164,Merge branch 'animate-notification-change',0.46337122,Improve notification look by adding application name and icon.,,0
165,Merge branch 'stop-building-release-versions',0.46506372,Add header containing OS version to version-check API call to enable OS specific compatibility and,Change programs to apps Add custom dns warning Add html-formatted text support to info dialog,0
166,Merge branch 'fix-warnings',0.46770483,Fix systemd-resolved detection by better checking /etc/resolv.conf symlinks.,,0
167,Encapsulate interface data in ST module,0.49646124,  interface.,Run tidy two times to enable the use of separate configs for /values and all other xml-files. Apply this new config on all files in /values.,0
168,Fetch WWW auth. token in the background,0.5223428,  token input field.,,0
169,AsyncOperation: add error field,0.4438471,  an error message.,,0
170,State the reason for override of init(nibName:bundle:),0.43565488,  TALPID_DNS_MODULE can be used to override this.,,0
171,Rewrite 'windns' to get rid of WMI + fix bugs and shortcomings,0.537648,Update installer to not rely on WMI when enumerating network adapters.,,0
172,Add 2020.7 changelog header,0.5549968,Add changes dialog which will include the most notable changes in each new version.,Adds the option to override version code/name by setting properties in local.properties. For example: OVERRIDE_VERSION_CODE=123 OVERRIDE_VERSION_NAME=1.2.3,0
173,PromiseCancellationToken: add cancel() to trigger cancellation,0.45585427,Improve the confirmation dialog when submitting a bug report without an email specified.,,0
174,Merge branch 'fix-gui-settings-schema',0.47937426,Fix segmentation fault when closing app (the GUI).,,0
175,Show Reconnecting message,0.8354341,  Reconnecting notification.,,1
176,Fix Backend.connect() logic,0.61506206,Fix deadlock that may occur when the API cannot be reached while entering the connecting state.,,0
177,Mark support screen secure when showing email,0.5388398,Prevent screens showing potentially sensitive data from being recorded. Fixes audit,The script can now be executed rather than having to be sourced.,0
178,Add PskExchangeExperimentalV1 to proto definition,0.7348442,  PskExchangeV1 endpoint,,1
179,Merge branch 'problem-report-component',0.5093584,  as the problem report tool.,,0
180,"Invalidate the ""cache"" whenever the device is updated",0.6529889,Fix bogus update notification caused by an outdated cache.,,0
181,Fail on non-zero exit statuses in RouteManager,0.583018,Fix route parsing bug in route monitor by ignoring loopback routes.,,0
182,Send current UI state when listener is set,0.6048161,Fix connect action from quick-settings tile or notification sometimes opening the UI instead of,,0
183,Merge branch 'remove-port-443-from-wireguard-over-tcp-des-97',0.6669419,Remove port 443 as valid port for WireGuard over TCP. Keep only port 80 and 5001. The reason is,,0
184,Add content blockers to the ui,0.6699451,Add DNS content blockers.,,0
185,Fix/suppress dependency audit issues,0.5544436,Fix crash sometimes occurring during account creation.,,0
186,Use fake RPC address file for testing,0.5250273,"Make the log, cache, settings and RPC address directories configurable via the following",,0
187,Add tests for login action,0.6259479,Add possibility to create account from the login screen.,,0
188,Periodically update the relay cache,0.7805632,Fix mullvad relay update to trigger a relay list download even if the existing cache is new.,,1
189,Merge branch 'get-position',0.4017424,Reorganize settings into more logical categories.,,0
190,Update account history RPCs,0.60616195,Redact all account numbers in the account number history from problem reports instead of only the,,0
191,Don't test the frontend in node 6,0.48901722,Don't start ping monitor loop if first ping fails when checking WireGuard connection.,,0
192,Always continue on error,0.7006241,  log the error and continue.,,1
193,Add step to readme about getting the relay list,0.7811369,  the relay list before connecting.,,1
194,Remove notification button callbacks,0.80061924,Disable notification actions for persistent notifications since they were called when pressing,,1
195,Inherit ConnectonPanelCollapseButton from CustomButton,0.6029757,Add option to enable auto-connecting behavior,,0
196,"Put condition on restore commands as well, not just backup",0.5374652,"  settings file, restore to default settings and log out.",,0
197,Fixes logout bug,0.7414314,Fix logout failing if the API cannot be reached in the GUI.,This commit does not contain everything that cargo clippy --fix changed on Windows. But the least controversial and simplest subset. The remaining fixes I felt could use some manual cleanup also.,1
198,Merge branch 'improve-account-data-updates',0.53937215,Redact all account numbers in the account number history from problem reports instead of only the,,0
199,Merge branch 'clarify-settings-migration-procedure',0.42179346,Reorganize settings into more logical categories.,,0
200,Merge branch 'fix-netlink-on-old-kernels',0.5281885,Fix crash on older kernels which report a default route through the loopback interface.,,0
201,Updated changelog for 2023.4-beta1,0.79288447,"Except the below, this is identical to 2021.6-beta1, see that change log for all changes since last stable release.",Use rememberSaveable instead remember for expandContentBlockersState so that it is kept when returning from the Split tunnelling settings page,1
202,Fix type annotations,0.45229906,Fix erroneous styles in the settings view.,,0
203,Merge branch 'uninstall-remove-login-item-macos',0.61623,Remove all log files on uninstall. Clear install.log on upgrades.,,0
204,Update error message,0.80050206,Fix version update notifications not appearing.,,1
205,Disable smart pinch,0.5643275,"Gracefully block when TAP adapter is missing or disabled, instead of retrying to connect.",,0
206,Add EventProcessor,0.45598418,"Create a new UI log file for every UI execution session, and preserve the log from the previous",,0
207,Merge branch 'update-electron-devtools-installer' into master,0.49054384,Update Electron from 15.0.0 to 16.0.4.,,0
208,Remove dead code,0.55592024,Removed,,0
209,Implement selection of relay items in relay list,0.7396048,  the relay list before connecting.,,1
210,Merge branch 'asserts',0.33223122,  fragmentation.,,0
211,Run cargo update to get all latest compatible updates,0.6449078,Fix check for update versions and check for support for current version.,,0
212,Merge branch 'close-tunnel-thread-gracefully',0.50308985,Add toggle for split tunneling state.,,0
213,Add IPC to set monochromatic icon setting,0.66148305,Add a monochromatic tray icon option for the GUI.,,0
214,Merge branch 'fix-account-token-used-for-login',0.5929771,Fix bug causing desktop app to log in if account number field was filled when removing account,,0
215,Test disconnection,0.5861323,  the machine will not transition directly from the disconnected to the disconnecting state,,0
216,Load GUI settings on all platforms,0.64618844,Add ability to change the desktop GUI language from within Settings.,,0
217,Tweak Select Location description text color,0.508729,Add search bar to location list in desktop app. ,,0
218,Upgrade rust dependencies,0.554102,Upgrade wireguard-go to 20220703234212 (Windows: v0.5.3).,,0
219,Add debug logging when BE sends new state to FE,0.5573408,Add a flag to daemon to print log entries to standard output without timestamps.,,0
220,Merge branch 'render-modal-in-portal',0.386623,Add toggle for split tunneling state.,,0
221,Implement parsing of Android plural resources,0.615956,Android,,0
222,Merge branch 'dont-unlock-firewall-so-much',0.44574457,  setting the firewall policy.,,0
223,Make some messages all caps,0.45422864,Add colors to terminal output.,,0
224,Mark VPN connection as not metered,0.8094904,"Mark the VPN connection as not metered, so that Android properly reports if the connection is or",,1
225,Convert Preferences from ReactXP,0.44391224,  instead of setting them to default values.,,0
226,Clarify CheckWindows7Patch,0.60607326,Windows,,0
227,Describe Out Of Time screen in the changelog,0.70751566,"Fix ""Out of time"" screen status icon position.",,1
228,Add SwiftLog,0.45026356,Update problem-report binary to automatically collect log files in predefined known Mullvad log,,0
229,Merge branch 'set-settings-through-ipc',0.4311052,  by CLI unsetting or resetting it.,,0
230,Remove clap dependency in set account method,0.55934,Disable account input when logging in.,,0
231,Merge branch 'lock-dev-hash-length',0.41866788,Fix desktop app split tunneling view to not overflow on very long application names.,,0
232,Merge branch 'fix-regex-vuln',0.4305938,Add mullvad reconnect subcommand to the CLI to make the app pick a new server and reconnect.,,0
233,Merge branch 'tunnel-wrap-start-stop-in-queue',0.5573108,Add toggle for split tunneling state.,,0
234,Replace registration queue with command channel,0.5117572,Add mullvad reconnect subcommand to the CLI to make the app pick a new server and reconnect.,,0
235,Show account number in Welcome screen,0.8199918,Add welcome screen for newly created accounts.,,1
236,Merge branch 'fix-shellcheck-recommendations-in-build-script',0.42318147,Sign all binaries in the app instead of just the installer.,This should remedy issues where we overwhelm our infra with new keys on every rotation task retry.,0
237,Add shutdown command that saves the target tunnel state,0.687867,Only reconnect when settings change if a relevant tunnel protocol is used.,,0
238,Fix deprecation warning and add some docs,0.5426155,  ways not update properly.,,0
239,Merge branch 'add-operations',0.39149898,Add ability to create new accounts from the CLI.,,0
240,Merge branch 'change-missing-account-expiry-text',0.6068484,* See account expiry,,0
241,Fix broken notification permission prompt test,0.5998864,Fix notification sometimes not being dismissible.,,0
242,Remove superfluous return keyword,0.5360482,Remove ⌘Q shortcut.,,0
243,Save scroll position before unmount,0.68948543,Scrollbars will automatically hide when not scrolling.,,0
244,"Properly stop the service, announcing errors to the system, in the event of initialization or runtime error.",0.9694364,"Properly stop the service, announcing errors to the system, in the event of initialization or",,1
245,Merge branch 'upgraded-electron-sudo',0.4799453,Upgrade from Electron 7 to Electron 8.,,0
246,Don't fail if brew is not installed,0.52444756,Fix race that may rarely occur during install when obtaining the GUID of a newly created TAP,,0
247,Temporary fix to avoid the reported vuln: GHSA-x5vj-ch4c-g3jr,0.5415465,Fix crash caused by local JNI reference table overflow after running for a long time.,,0
248,Depend on pfctl crate on public url,0.45173135,Uses the link/ service to figure out location and public IP of the device.,,0
249,Add daemon build job for Linux,0.59436953,The daemon is installed as a launchd daemon and started on install and on boot.,,0
250,Describe stop foreground crash fix in chanelog,0.69379956,Fix crash during some view transitions.,,0
251,Manually override isOutdated field when needed,0.46474364,  TALPID_DNS_MODULE can be used to override this.,,0
252,Merge branch 'upgrade-dev-tools',0.46892202,Fix architecture field for ARM RPM builds so the app installs on Fedora based distros.,,0
253,Use SitePaymentButton widget,0.55901307,Add settings button in launch and login screens. Making it possible to reach the problem report.,,0
254,Do not leak exceptions to WMI,0.5178101,  leaking any data during the reconnection.,,0
255,Add argument to initialize firewall to a blocking state,0.6609905,  setting the firewall policy.,,0
256,Fix tests in system_state.rs,0.639368,Fix systemd-resolved detection by better checking /etc/resolv.conf symlinks.,,0
257,Load icons when theme change instead of all at launch,0.66929984,Add themed icon.,,0
258,MKMapView.setRegion() may call delegate synchronously. Reorder operations,0.52397805,Add mullvad reconnect subcommand to the CLI to make the app pick a new server and reconnect.,,0
259,Merge branch 'add-crowdin-script',0.4380052,Add ability to create new accounts from the CLI.,,0
260,Add that we have Linux and Windows releases,0.63981456,Linux,,0
261,Add Accordion,0.49967703,Add option to enable auto-connecting behavior,,0
262,Handle split tunneling requests,0.76014817,Add toggle for split tunneling state.,,1
263,Create Cell.Container stateless component,0.4356091,  in the disconnected state. Not activated by default and can be changed via the CLI subcommand,,0
264,Fix flow crash on dispatch without annotated type,0.54624426,Fix a memory leak in the problem report collection routine.,,0
265,revert to e_c 0.8,0.42994213,  CVE-2019-14899.,,0
266,Fix incorrect in-app notification showing,0.88687456,Fix in-app notification button not working for some notifications.,,1
