Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
11,Use lighter default border color in docs,0.81719244,Use lighter default border color: #780 ,,1
12,Merge pull request #854 from MichaelDeBoey/theme-function,0.5200819,Make theme retrieve the expected resolved value when theme value is complex (e13f083c4),,0
13,Merge pull request #2071 from tailwindlabs/reduced-motion,0.70645106,@tailwind components;,  make sequential and parallel version of a new (tmp) parse_candidate_strings   use bitmasks for the strategy   Only sending a number over the wire instead of a serialized objects.  use cleaner match syntax,1
14,Merge pull request #297 from tailwindcss/new-greys,0.67545706,Add standalone tailwindcss CLI (#6506),,0
15,Bump babel-jest from 25.4.0 to 25.5.0,0.6315671,Bump versions for security vulnerabilities (#5924),This reverts commit ba5454543e74a6d702ce11b410d27672c2ee4b3f.,0
16,Bump @babel/preset-env from 7.3.4 to 7.4.1,0.5802137,"Bumps node dependency to 8.9.0 so we can keep our default config file clean, 6.9.0 is EOL next month anyways",,0
17,Remove preflight SVG reset (#274),0.69079804,Remove outdated focus style fix in Preflight (#4780),,0
18,Preserve units for zero value properties,0.48245943,Fix fractional values not being parsed properly inside arbitrary properties (#9705),  ensure repeating-conic-gradient is detected as an image   update changelog ,0
19,Rename substitutePreflight to substituteTailwindPreflight,0.7459977,Replace @tailwind preflight with @tailwind base,  Refactor   Don’t resolve functions for anything not using theme or screen   Normalize math operators inside calc when handling functions   Inline postcss-value-parser   Treat all functions the same as calc   Remove workaround for calc + operators without spaces   Remove postcss-value-parser dependency   Update lockfile   Update sourcemaps   Update changelog   Update value-parser formatting   Stop prettier from complaining ,1
20,"Add ""no-outline"" utility",0.73894,"Make outline configurable, outline-none more accessible by default, and add outline-black and outline-white (#2460)",,1
21,Merge pull request #196 from tailwindcss/rounded-to-radius,0.69894797,Add standalone tailwindcss CLI (#6506),,0
22,Merge pull request #180 from tailwindcss/github-twitter-sidebar,0.6377524,https://github.com/tailwindlabs/tailwindcss/pull/1583,  disable useragent styling for dialog   nits   Update src/css/preflight.css   Simplify dialog reset   We don’t want to reset everything here. Just the padding should be enough.  Update test   Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jordan Pittman jordan@cryptica.me,0
23,Merge pull request #227 from nothingworksinc/background-size-and-position-docs,0.5230557,"Support deep merging of objects under extend (#2679, #2700)", Add aria-busy variant  This is useful to show a spinner or dim a region that is updating. Very useful in conjunction with Turbo  update changelog   Co-authored-by: Robin Malfait malfait.robin@gmail.com,0
24,Solve generated mixin bug by adding quotes 🙌🏻,0.5659025,JIT: Improve support for quotes in arbitrary values (#4817)),"  Make font settings propagate into buttons, inputs, etc.   update source-maps test due to preflight change   update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com",0
25,Fix cloning issues (#4646),0.5914415,Fix shared config mutation issue (#9294)," Fix issues with some pseudo-elements  We’ve included pseudo elements for backdrop, marker, placeholder, and selection and they were all “jumpable” before we made changes in v3.3.2. Ideally they wouldn’t be because if they ever eventually have any interactivity that could become a problem.  Update changelog",0
26,Merge pull request #746 from tailwindcss/update-system-font-stack,0.63772213,"New config file structure: https://github.com/tailwindcss/tailwindcss/pull/637, Sample",,0
27,Add container classes as utilities not components,0.734995,Configuration options for the .container component,,1
28,Bump jest from 24.3.1 to 24.4.0,0.58482575,Bump versions for security vulnerabilities (#5924),,0
29,Bump postcss from 7.0.30 to 7.0.31,0.7028332,Upgrade to PostCSS 8 (59aa484),This reverts commit 0e539a7929dfb5475e3c9b4423f572c89ea0fa91.,1
30,Add flow-root display utility,0.9694904,New flow-root display utility,,1
31,Add text-start and text-end (#6656),0.92470306,Add text-start and text-end utilities (#6656),  bump postcss-load-config in the oxide engine   bump postcss-load-config in the stable engine   update changelog   Switch to stable   Update Node to v14   Update to latest dependency versions   Update test helper for new version of rimraf   Co-Authored-By: Jordan Pittman jordan@cryptica.me  Downgrade lightningcss to v1.18.0  Co-Authored-By: Jordan Pittman jordan@cryptica.me   Switch back to oxide   Update Github actions from Node 12 to Node 14   Update oxide dependencies   Update stable dependencies   Update content-resolution integration test dependencies   Update postcss-cli integration test dependencies   Update rollup integration test dependencies   Update rollup-sass integration test dependencies   Update vite integration test dependencies   Update webpack-5 integration test dependencies   Update changelog   Remove color-name dependency   Replace quick-lru dependency with @alloc/quick-lru   Replace quick-lru dependency with @alloc/quick-lru in stable   Fix standalone CLI test    Co-authored-by: Jonathan Reinink jonathan@reinink.ca Co-authored-by: Jordan Pittman jordan@cryptica.me,1
32,Fix mistake in border radius docs,0.65029335,    borderRadius: {," ensure we normalize the arbitrary modifiers  This applies the same rules as arbitrary values. The _ can be used in place of a space. If you do want an underscore, you can escape it with \_ (\\_ in JavaScript).  update changelog",0
33,Merge pull request #916 from tailwindcss/dependabot/npm_and_yarn/master/prettier-1.17.1,0.6542822,"New config file structure: https://github.com/tailwindcss/tailwindcss/pull/637, Sample"," ensure that last ] doesn't stop the match  Given this input: ```html  ``` Then we would expect the match to be this: [width:_calc(theme(spacing[5])_+_theme(spacing[5]))] However, with the ?, then it would stop and result in: [width:_calc(theme(spacing[5])_+_theme(spacing[5] Which makes it incomplete because the ))] are missing at the end.  update changelog",0
34,Update @swc/register to version 0.1.10,0.5709943,"If you were using the @tailwindcss/postcss7-compat package because you are stuck on PostCSS 7, you'll need to upgrade to PostCSS 8 before you can upgrade to Tailwind CSS v3.0.0-alpha.1.",,0
35,Bump autoprefixer from 9.7.6 to 9.8.0,0.6382406,Update autoprefixer dependency (fixes #583)," replace env.OXIDE with global __OXIDE__  This will allow us to replace the __OXIDE__ at build time, and fully remove the branches from the final code so that there is not even any reference to @tailwindcss/oxide on the stable engine.   update changelog   use env.ENGINE in integration tests   drop oxide branching for the PostCSS plugin for now   This is currently a redirect to the same file, so doesn't hurt.   Enable better dead-code elimination   Update CLI tests   Fix indentation  Fix indentation   Co-authored-by: Jordan Pittman jordan@cryptica.me",0
36,Remove temporary variable,0.54903966,"Similarly, if you aren't referencing the defaultConfig variable anywhere, remove that too:",  fixed gradient stop for default transparent   Inherit gradient stop positions when using variants   Update tests   Update changelog    Co-authored-by: Jordan Pittman jordan@cryptica.me,0
37,Update eslint to version 7.31.0,0.82009566,Update esbuild to v17 (#10368),  Don’t move ::deep pseudo element to end of selector when using @apply   Update changelog   Move pseudo-elements in two passes   Rewrite pseudo-element relocation logic   Update test   ::test is an unknown pseudo element and therefore may be actionable and nestable   Add tests   Simplify tests   Simplify   run tests on CI multiple times   This works around the timeouts/flakeyness of GitHub Actions   Update formatting   Add comment   Mark webkit peusdo elements as terminal   update comment   only execute the global-setup once   Simplify   NO SORT FN YAY   Use typedefs   Update changelog   Update changelog   update again    Co-authored-by: Robin Malfait malfait.robin@gmail.com,1
38,Merge pull request #925 from tailwindcss/dependabot/npm_and_yarn/master/eslint-config-prettier-4.3.0,0.6984832,Improve types of the tailwindcss/plugin (#8400),  Don’t move ::ng-deep pseudo element   Update changelog ,0
39,Merge branch 'master' into patch-2,0.5345535,Merge plugins when merging config with preset (#2561,,0
40,Merge pull request #683 from tailwindcss/new-screen-sizes,0.6459864,- @tailwind screens;,,0
41,Merge pull request #242 from tailwindcss/remove-hoverable-focusable,0.69495034,Add standalone tailwindcss CLI (#6506),"  WIP   Move warning to validateConfig   This only happens in setupTrackingContext outside of resolveConfig  Use original dynamic require approach in validateConfig  The important thing is that this happens in Node-land only. It is outside of resolveConfig which is public and importable into user projects. That is the scenario that breaks because of static import hoisting.  Don’t reference process when it might be undefined  The resolveConfig dep path is public which should not reference process. However, we have some behavior that changes based on env vars so we need to conditionalize it instead.   Update changelog   Formatting   More formatting   Update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jonathan Reinink jonathan@reinink.ca",0
42,Move converted Less files to more easily keep track of what's left,0.5409188,This is a great way to make your config file easier to skim if you're an experienced Tailwind user who doesn't need the comments., drop @tailwindcss/line-clamp check  This won't work in places where require calls are hoisted so that they become static imports. This means that in some projects this require call was breaking the full application even though it was intentionally put in a try/catch block...  update changelog,0
43,Remove quotes from position classes,0.58822453,Properly extract classes with arbitrary values in arrays and classes followed by escaped quotes (#6590),,0
44,Merge pull request #763 from tailwindcss/simplify-word-break,0.63022625,"    require('tailwindcss')(tailwindConfig),",,0
45,Ensure integration tests are up to date (#5317),0.56564164,Ensure the percentage data type is validated correctly (#8015),"  Revert prepare of v3.3   Revert ""Revert prepare of v3.3""   This reverts commit 14d5a0a7c6d457a9b73fa1a9aca6ed41c46b27ad.  update SafelistConfig type  I think this type was meant to be like this?   format types   update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com",0
46,Add experimental extended spacing scale,0.9169891,Extended spacing scale,  Pull pseudo elements outside of :is and :has when using @apply   Update changelog   Refactor   Update important selector handling for :is and :has   fixup   fixup   trigger CI    Co-authored-by: Robin Malfait malfait.robin@gmail.com,1
47,simplify animation tests and improve stability (#4250),0.70824456,Improve animation value parsing (#4250),  try to use config.default before using config   update changelog   add quick SHOW_OUTPUT toggle for integration tests   Setting this to true shows the output of the executed commands.  add integration tests for tailwind.config.ts and tailwind.config.js with ESM syntax,1
48,Merge pull request #914 from mvdnbrk/sort-variants,0.5502151,Support sort function in matchVariant (#9423),,0
49,Update postcss to version 8.3.5,0.86500025,~~Upgrade to PostCSS 8.0~~ Reverted for now,  add gradient color stop positions   update tests to include gradient position color stop reset values   add dedicated color stop position tests   use % sign in the name of the uility   update changelog   ensure length values and css variables work ,1
50,Update eslint to version 7.22.0,0.7736369,Update esbuild to v17 (#10368),,1
51,Merge pull request #241 from tailwindcss/mark-options-as-advanced,0.69896716,Scaffold new tailwind.config.js files with available future flags commented out (#2379),,0
52,Undo CSS override for Chrome 62,0.7540493,Removed CSS fix for Chrome 62 button border radius change,,1
53,Add responsive sample to default config,0.6941334,These utilities include responsive variants by default:,,0
54,Merge pull request #24 from pedroborges/add-screen-class-name-sample,0.5705601,Moved screen prefix for responsive group-hover variants (#497),,0
55,Remove log,0.69170713,Remove process dependency from log functions (#8530),,0
56,Version number corrected in substituteTailwindAtRules (#3237),0.6725805,Fix backdropBlur variants not being generated (#4188),  Add 950 colors   Update changelog ,0
57,Add hex codes next to colors,0.6218051,+     colors: {," fix assumption when resolving dependencies  When resolving dependencies given a path, we are only interested relative files from the current file. We are not interested in the dependencies that are listed in your package.json and thus in your node_modules folder. We made the assumption that your imports have at least 3 characters. This sort of makes sense because there will be a ., then the OS separator like / and than a file name. E.g.: ./a is the minimal amount of characters. This makes sense for import statements, but in the case of require, it is totally valid to write require('.'). This will require the current index.{js,ts,mjs,cjs,...} in the current directory. Before this change, having a require('.') wouldn't crash, but the dependency would not be marked as a module dependencies and therefore we won't listen for file changes for that dependency.  update changelog",0
58,Check for input file before trying to use,0.57792646,"input,"," ensure we have no dependencies when absoluteFilePath is null  This happens in the CLI where we don't have a guaranteed path for the config file. This can happen in practice if you use: console npx tailwindcss --content ./index.html -o ./output.css ... and if you don't have a tailwind.config.{js,ts,cjs,...} in the current directory.  update changelog",0
59,"Rename ""reset"" to ""preflight""",0.65737975,Add menu reset to preflight (#6213),  reset other properties on line-clamp-none   update CHANGELOG ,0
60,Add dynamic page description,0.5363498,Add caption-side utilities (#10470),,0
61,Reintroduce universal selector optimization behind experimental flag,0.9264407,Reintroduce universal selector optimizations under experimental optimizeUniversalDefaults flag (a9e160c),,1
62,Source verticalAlign options from config,0.6543962,Move vertical-align values to config file instead of hard-coding (#5487),,0
63,Add object-fit utilities,0.6128739,      addComponents(,,0
64,Merge pull request #1079 from tailwindcss/fix-hr-base-styles,0.6713221,Improve types of the tailwindcss/plugin (#8400),,0
65,add ability to merge arrays of objects when using extend (#2700),0.90081096,Support deep merging of arrays of objects under extend (#2700),,1
66,Don't mutate the user's config when resolving,0.72387713,Don't invoke the default config as a function.,  Warn if line-clamp plugin is installed   Replace line-clamp in standalone CLI   Update import   Remove line-clamp plugin if found   update lockfiles   Update changelog ,1
67,Merge pull request #1315 from tailwindcss/dependabot/npm_and_yarn/master/babel/cli-7.8.3,0.65298855,Add standalone tailwindcss CLI (#6506),,0
68,Implement basic plugin system,0.90882355,Plugin system,This reverts commit f1473f53bb9e90b02f319cb1c88093406f10c990.,1
69,Update lilconfig to version 2.0.6,0.6097893,Replace cosmiconfig with lilconfig (#6039),  Remove blocklisted classes from autocomplete   Update changelog   Don't unnecessary loop over classes   Co-authored-by: Robin Malfait malfait.robin@gmail.com,0
70,Fix lint issues,0.55905515,Fix CLI tool not loading config files properly (#149),,0
71,Merge branch 'patch-1' of https://github.com/ryanscherler/tailwindcss into ryanscherler-patch-1,0.5719716,"New config file structure: https://github.com/tailwindcss/tailwindcss/pull/637, Sample",  Use :is to make important selector option insensitive to DOM order   WIP   add applyImportantSelector helper   use new applyImportantSelector   update tests   remove unnecessary slice adjustment   Not 100% sure.  update changelog   Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Robin Malfait malfait.robin@gmail.com,0
72,"Scaffold ""What is Tailwind?"" page",0.708056,https://next.tailwindcss.com/docs/what-is-tailwind/,,1
73,"Standardize on ""responsive"" helper mixin",0.6290708,New blending mode utilities,,0
74,Add corePlugins function to plugin API,0.8165493,Add new plugin and plugin.withOptions APIs," add listStyle instead of listStyleType  Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me   add listStyleType related deprecation warnings   Implement list-style-image as separate plugin   Remove unused code, update tests   Always generate list-none, don't pull it from theme   Gracefully handle missing listStyleType configuration   Just use list-image-* fuck it   Update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Peter Neupauer peter@neupauer.sk",1
75,refactor!: use object instead of positional arg,0.49594066,"| position | position, inset |",,0
76,Tweak config docs,0.5841731,  config(),"If you have a file ./a.js, and you import ./b, then ./b should be resolved based on the ./a.js extension and use the jsResolutionOrder.",0
77,Add leading generator,0.5490321,Add standalone tailwindcss CLI (#6506)," replace detective-typescript with our own implementation  We are not parsing the code but just trying to pluck out the dependencies used via import and require.   drop detective-typescript   return a Set instead of an Array   resolve rebuilds, but log errors in case they occur   This won't be the prettiest if it happens, but at least we are not swallowing errors which should make bugs be easier to discover. See previous commit for an example... 😅 Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me",0
78,Bump clean-css from 4.2.2 to 4.2.3,0.68769896,Upgrade to PurgeCSS 3.0 (8e4e0a0),,0
79,Merge pull request #752 from tailwindcss/use-better-mono-font-for-code-elements,0.6672246,Scaffold new tailwind.config.js files with available future flags commented out (#2379),,0
80,Remove package-lock.json,0.6736458,   // package.json,,0
81,Merge pull request #992 from AlexVipond/prefixNegativeModifiers_for_boxShadow_and_letterSpacing_and_lineHeight,0.6871114,Support negative prefix for boxShadow and letterSpacing plugins (#992),,0
82,Dedupe duplicate properties (#5830),0.7095726,Cleanup duplicate properties (#5830),,1
83,2.0.0-alpha.22,0.59387195,"While v1.2.0 is in pre-release, install it using:",,0
84,Fix bug where divideColor plugin was using wrong variants in IE11 mode,0.9714614,Fix bug where the divideColor plugin was using the wrong variants in IE11 target mode,,1
85,Remove text opacity CSS variables from ::marker (#8622),1.0000001,Remove text opacity CSS variables from ::marker (#8622),"  add jiti and detective-typescript dependencies   use jiti and detective-typescript   Instead of detective, this way we will be able to support tailwind.config.ts files and ESM files.   use @swc/core instead of the built-in babel form jiti   update changelog   add jiti and detective-typescript dependencies to stable   use sucrase to transform the configs   add sucrase dependency to stable engine   make loading the config easier   use abstracted loading config utils   WIP: make load related files public API   use new config loader in PostCSS plugin   add list of default config files to look for   cleanup unused arguments   find default config path when using CLI   improve init command   make eslint happy   keep all files in stubs folder   add tailwind.config.js stub file   Initialize PostCSS config using the same format as Tailwind config   Rename config content stubs to config.*.js   Improve option descriptions for init options   Remove unused code, remove constants file   Fix TS warning   apply CLI changes to the Oxide version   update --help output in CLI tests   WIP: make tests work on CI   TODO: Test all combinations of --full, --ts, --postcss, and --esm.   wip   remove unused fs   Fix init tests   Did you know you could pass an empty args to a command? No? Me neither. ¯_(ツ)_/¯   bump napi-derive   list extensions we are interested in   no-op the removeFile if file doesn't exist   ensure all init flags work   ensure we cleanup the new files   test ESM/CJS generation based on package.json   remove unnecessary test   We are not displaying output in the --help anymore based on whether type: module is present or not. Therefore this test is unneeded.   only look for TypeScript files when the entryFile is TypeScript as well   refactor load to be loadConfig   This will allow you to use: ```js import loadConfig from 'tailwindcss/loadConfig' let config = loadConfig(""/Users/xyz/projects/my-app/tailwind.config.ts"") ``` The loadConfig function will return the configuration object based on the given absolute path of a tailwind configuration file. The given path can be a CJS, an ESM or a TS file.  use the config.full.js stub instead of the defaultConfig.stub.js file  The root defaultConfig is still there for backwards compatibilty reasons. But the module.exports = requrie('./config.full.js') was causing some problems when actually using tailwindcss. So dropped it instead.   apply load -> loadConfig changes to Oxide engine CLI   ensure we write the config file in the Oxide engine   improve type in Oxide engine CLI   catch errors instead of checking if the file exists   A little smaller but just for tests so doesn't matter too much here 👍  ensure we publish the correct stub files   Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Nate Moore nate@natemoo.re Co-authored-by: Enzo Innocenzi enzo@innocenzi.dev",1
86,1.0.6,0.7610967,"    '6': '1.5rem',",,1
87,Renumber scale to account for missing value,0.5697441,Add missing fractions as well as x/12 fractions to width scale (#646),,0
88,Update width and height to share spacing values,0.75999415,"Extend default spacing scale (#2630, 7f05204)",,1
89,POC responsive widget in Flex Direction docs,0.53239244,"// Generate base, responsive, hover, and focus versions",,0
90,Expose context.getVariants for intellisense (#9505),0.54986346,Add support for modifiers to matchUtilities (#9541),,0
91,borderColors,0.9135778,| borderColors | borderColor |,,1
92,Rename rounded-pill to rounded-full in utility list,0.65602976,Add rounded-md utility, add lineClamp utility  This is coming from the @tailwindcss/line-clamp package that we now merged into the core of Tailwind itself.  update changelog,0
93,Update 1.bug_report.yml,0.532511,"Improve DEBUG flag (#6797, #6804)",  Make dark and rtl/ltr variants insensitive to DOM order   Add explicit test for stacking dark and rtl variants   Update changelog    Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com,0
94,Add sizing docs,0.6472573,Add 11 to spacing scale (7f05204),"  use inset instead of top, right, bottom and left properties   update changelog ",0
95,2.1.0,0.667917,"While v1.2.0 is in pre-release, install it using:",  Remove warnings when using RTL/LTR variants   Update changelog    Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com,0
96,Add plugin comment to default config,0.76943284,Add plugin system,,1
97,Update @swc/core to version 1.2.160,0.6246659,Update our PostCSS related dependencies (#618),,0
98,Apparently supposed to commit this,0.47248262,</a>,,0
99,Fix style errors,0.67589086,Fix fontFamily config TypeScript types (#9214),,0
100,Update turbo to version 1.8.3,0.5572324,Update your config file,,0
101,split build and linking step,0.5199387,"Support deep merging of objects under extend (#2679, #2700)",,0
102,Only apply hover styles when supported (future) (#8394),1.0000002,Only apply hover styles when supported (future) (#8394),  Add content-stretch utility   Add content-normal utility    Co-authored-by: Jonathan Reinink jonathan@reinink.ca,1
103,Update prettier to version 2.5.1,0.6441482,"Please note: This is a pre-release, which means (although I'm not planning on it) these new features could change before the stable version of 1.2.0 is released.",,0
104,Fix candidate extractor regression (#8558),1.0,Fix candidate extractor regression (#8558), ensure simple builds have a non-zero exit code on failure  This is not used for the watcher.  update changelog,1
105,Merge pull request #1643 from tailwindcss/dependabot/npm_and_yarn/master/jest-25.5.0,0.6332004,"New config file structure: https://github.com/tailwindcss/tailwindcss/pull/637, Sample",,0
106,Add test to document plugin extend behavior,0.64216137,Allow plugins to extend the user's config,,0
107,Merge pull request #1072 from serh11p/make-deps-of-config-watchable,0.5679337,Make it possible to access your fully merged config file in JS (#877),  Ensure class sorting is deterministic for Prettier   Update changelog ,0
108,Merge pull request #826 from tailwindcss/dependabot/npm_and_yarn/next/@babel/core-7.4.3,0.6394105,"Add line-clamp utilities from @tailwindcss/line-clamp to core (#10768, #10876, #10862)",,0
109,Add support for merging and replacing config keys from a single config file,0.73882353,New config file keys,,1
110,2.0.0-alpha.4,0.6202436,"While v1.2.0 is in pre-release, install it using:",  Allow escaping in splitAtTopLevelOnly   Correctly parse arbitrary variants that have multiple selectors   Explicitly disallow multiple selector arbitrary variants   Now that we parse them correctly we can restrict them to explicitly supporting only a single selector   Add test to verify that multiple selector arbitrary variants are dropped   Add test   Make prettier happy   Fix CS   Update changelog ,0
111,Merge branch 'hacknug-feature/backgroundSizes' into 0.5,0.5680672,Enable useful relative sizes for more plugins (#2630),,0
112,Working on splitting flex docs into multiple pages,0.6016235,New space and divide layout utilities,  enable relativeContentPathsByDefault for the oxide engine   update tests to reflect relative change in the oxide engine   update changelog ,0
113,"Only ignore /lib, not all lib folders",0.47440475,Always double check that anything you want to remove is identical to the new default config file values before you remove it.,  disable color opacity plugins by default for the oxide engine   update tests to reflect this change in the oxide engine   update changelog   reflect changes in integration tests ,0
114,Add position documentation.,0.6430836,"| position | position, inset |",,0
115,Merge pull request #901 from tailwindcss/all-responsive,0.6669692,"    require('tailwindcss')(tailwindConfig),",,0
116,Remove extremely offensive unnecessary newline character,0.5441644,"On the flip side, if you are using no-underline in a million places across your project just to unstyle links, you can now safely remove that class:",,0
117,change to es6 import,0.61228,Update esbuild to v17 (#10368),,0
118,Restructure and add build process,0.58564943,"   ""build"": ""vite build"",",  Remove outline-color from default color properties to transition (Reverts #10385)   Update changelog ,0
119,Add responsive constrain generator,0.6589992, With responsive variants ,,0
120,Add arbitrary value support for transition-property (#5481),0.71472514,      transitionProperty: {," Cleanup code  This makes it more explicit that we’re parsing a string selector, modifying it, and turning it back into a string   Fix important modifier when :where is involved   Only parse selector list once when handling the important modifier   Fix import   Fix lint errors ",1
121,Make PR references in CHANGELOG links,0.47421286,Pick up changes from files that are both context and content deps (#9787),"  Update rimraf to version 4.1.2   use rimraf sync API   Our oxide engine uses rimraf v4, our stable engine uses rimraf v3 and the API is different in both. However the tests are currently shared for both engines so we have to use the correct API for the correct version. However, we can also just use the sync API. More info: https://github.com/isaacs/rimraf#major-changes-from-v3-to-v4  Co-authored-by: depfu[bot] 23717796+depfu[bot]@users.noreply.github.com",0
122,Increase strictness when using applyVariant on illegale candidates (#9599),0.55232227,Here are the rules @apply now enforces:,,0
123,Ensure purge.options.safelist is taken into account (#5356),0.70062006,  safelist: [,  Added justify-normal class   Update corePlugins.js   Add justify-normal utility    Co-authored-by: Jonathan Reinink jonathan@reinink.ca,1
124,Source flexShrink options from config,0.72919595,These utilities are also now customizable in the theme.flexGrow and theme.flexShrink sections of your config file.,,1
125,Update @fullhuman/postcss-purgecss to version 4.0.3 (#3913),0.68153423,Update our PostCSS related dependencies (#618),,0
126,fix(gradientColorStops): correctly handle color closures,0.83573544,Fix bug that prevented defining colors as closures when the gradientColorStops plugin was enabled,,1
127,Use @ instead of hover-,0.69113624,"@variants hover, focus {",,0
128,Allow using a custom config with option to replace instead of default merging,0.712226,Customizing your config,,1
129,Merge pull request #40 from tailwindcss/target-node-69,0.6480943,"@import ""tailwindcss/components"";",,0
130,move cssnano to devDependencies,0.5883715,CSS Transition support,,0
