Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
81,"fix when use custom repository, TypeOrm.forFeature also need entity to be add",0.9663155,"fix when use custom repository, TypeOrm.forFeature also need entity to be add (11716ce)",,1
82,chore(deps): update nest monorepo to v9.3.3,0.98019785,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
83,chore(deps): update dependency ts-jest to v25.3.0,0.98639756,chore(deps): update dependency ts-jest to v25.3.0 (05d0b86),,1
84,chore(deps): update typescript-eslint monorepo to v5.34.0,0.9858132,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
85,chore(deps): update dependency typescript to v3.5.3,0.9729779,chore(deps): update dependency typescript to v3.8.2 (040eb21),,1
86,chore(deps): update dependency release-it to v13.6.3,0.9857651,chore(deps): update dependency release-it to v13.6.2 (afe3b18),,1
87,chore(deps): update dependency typeorm to v0.3.7,0.9746651,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
88,chore(deps): update nest monorepo to v7.3.1,0.98192847,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
89,chore(deps): update dependency eslint-plugin-import to v2.24.1,0.98630744,chore(deps): update dependency eslint-plugin-import to v2.23.3 (0452340),,1
90,Merge pull request #125 from nestjs/renovate/nest-monorepo,0.963143,Merge pull request #1239 from nestjs/renovate/nest-monorepo (b02bd0c),,1
91,build(npm) add tests/ to .npmignore,0.54168904,fix(): add redundant files to npmignore (fd5b44a),,0
92,ci(): add force recreate,0.53537846,feat(): add a new config option to determine whether retry or not (6d11779),,0
93,"refactor: add prettier, npmignore, adjust boilerplate",0.5782665,refactor(): adjust to the code style (216b496),,0
94,chore(deps): update typescript-eslint monorepo to v2.32.0,0.9812695,chore(deps): update typescript-eslint monorepo to v2.32.0 (8681929),,1
95,Merge pull request #83 from nestjs/renovate/typescript-3.x,0.9002625,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
96,chore(deps): update nest monorepo to v7.6.1,0.98385084,chore(deps): update nest monorepo to v7.0.5 (7ba0624),,1
97,chore(deps): update dependency @types/node to v14.17.4,0.98512876,chore(deps): update dependency @types/node to v14.17.2 (5167225),,1
98,chore(deps): update dependency jest to v27,0.9708783,chore(deps): update dependency jest to v27.2.1 (0e24619),,1
99,chore(deps): update dependency typescript to v3.6.2,0.9763249,chore(deps): update dependency typescript to v3.8.2 (040eb21),,1
100,chore(deps): update dependency @types/jest to v27.0.2,0.986989,chore(deps): update dependency @types/jest to v27.0.3 (8802570),,1
101,chore(deps): update dependency release-it to v14.14.1,0.9879921,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
102,chore(deps): update dependency @commitlint/cli to v17.0.2,0.9869202,chore(deps): update dependency @commitlint/cli to v17.0.2 (06372e8),,1
103,chore(deps): update dependency release-it to v14.0.2,0.9818798,chore(deps): update dependency release-it to v13.5.4 (14e2e03),,1
104,ci(): add wait for sql script,0.3774777,fix(@nestjs/typeorm): move keepConnectionAlive check into retry loop (6295073),,0
105,Merge pull request #711 from miaowing/master,0.97568166,Merge pull request #711 from miaowing/master (f41699b),,1
106,chore(deps): update dependency @types/jest to v24.9.0,0.97898316,chore(deps): update dependency @types/jest to v27.4.1 (1a8e33a),,1
107,chore(deps): update dependency release-it to v12.5.0,0.96870697,chore(deps): update dependency release-it to v13.5.0 (00920ba),,1
108,chore(deps): update dependency lint-staged to v10.0.6,0.9841908,chore(deps): update dependency lint-staged to v10.5.1 (6188041),,1
109,Merge pull request #1428 from Tony133/docs/update-docs,0.95062476,Merge pull request #725 from Tony133/docs/update-contribute (71d0a0d),,1
110,chore(deps): update dependency lint-staged to v10.5.1,0.98312384,chore(deps): update dependency lint-staged to v10.5.1 (6188041),,1
111,refactor: update @nestjs/common imports to reference top level index.ts,0.9742012,refactor: update @nestjs/common imports to reference top level index.ts (038b5cf),,1
112,fix(@nestjs/typeorm): move keepConnectionAlive check into retry loop,0.9728575,fix(@nestjs/typeorm): move keepConnectionAlive check into retry loop (6295073),,1
113,chore(deps): update dependency prettier to v2.2.1,0.9751029,chore(deps): update dependency prettier to v2.2.1 (5d01395),,1
114,chore(deps): update dependency eslint to v7.1.0,0.98413074,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
115,chore(deps): update dependency husky to v4.3.0,0.9742961,chore(deps): update dependency husky to v4.3.0 (a0cfe31),,1
116,chore(deps): update commitlint monorepo to v17.6.3,0.97363293,chore(deps): update commitlint monorepo to v16.2.4 (84955de),chore(deps): update node.js to v19.6,1
117,chore(deps): update postgres docker tag to v14,0.9697805,chore(deps): update postgres docker tag to v14 (1640f79),,1
118,chore(deps): update typescript-eslint monorepo to v4.14.1,0.986568,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),,1
119,chore(deps): update dependency release-it to v14.11.0,0.98727846,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
120,Merge pull request #102 from nestjs/renovate/typescript-3.x,0.88396573,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
121,chore(deps): update typescript-eslint monorepo to v4.4.1,0.9863981,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
122,chore(deps): update nest monorepo to v7.0.13,0.98278713,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
123,chore(deps): update dependency typeorm to v0.3.15,0.97857213,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
124,chore(deps): update nest monorepo to v6.10.1,0.97922915,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
125,chore(deps): update dependency @types/jest to v26.0.24,0.9865265,chore(deps): update dependency @types/jest to v26.0.9 (c427b50),,1
126,chore(deps): update dependency ts-jest to v24.3.0,0.9775875,chore(deps): update dependency ts-jest to v25.3.1 (a392944),,1
127,Update typeorm version,0.7135785,Update lib/common/typeorm.decorators.ts (9ce3a03),,1
128,chore(deps): update dependency lint-staged to v9.4.3,0.980239,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),chore(deps): bump json5 from 1.0.1 to 1.0.2,1
129,chore(deps): update dependency typeorm to v0.2.26,0.9796453,chore(deps): update dependency typeorm to v0.2.26 (6a2f19a),chore(deps): update node.js to v19.5,1
130,Merge pull request #173 from nestjs/renovate/husky-3.x,0.91164935,Merge pull request #395 from nestjs/renovate/uuid-7.x (9ff1f22),chore(deps): bump cookiejar from 2.1.3 to 2.1.4,1
131,chore(deps): update dependency lint-staged to v10.0.8,0.98309743,chore(deps): update dependency lint-staged to v10.5.1 (6188041),chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,1
132,chore(deps): update typescript-eslint monorepo to v4.14.2,0.9870186,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),chore(deps): update nest monorepo to v9.3.2,1
133,chore(deps): update dependency lint-staged to v10.2.2,0.9799962,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
134,chore(deps): update dependency typescript to v3.9.3,0.975232,chore(deps): update dependency typescript to v3.8.2 (040eb21),Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
135,Merge pull request #177 from nestjs/renovate/lint-staged-9.x,0.91359645,Merge pull request #395 from nestjs/renovate/uuid-7.x (9ff1f22),,1
136,chore(deps): update nest monorepo to v8.1.2,0.9812193,chore(deps): update nest monorepo to v8.1.1 (1f8554d),,1
137,chore(deps): update typescript-eslint monorepo to v5.51.0,0.98736304,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
138,chore(deps): update dependency eslint to v7.16.0,0.98534566,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
139,chore(deps): update dependency @types/uuid to v7.0.1,0.9821085,chore(deps): update dependency @types/uuid to v7.0.3 (03715d6),,1
140,chore(deps): update dependency @types/uuid to v3.4.7,0.97920597,chore(deps): update dependency @types/uuid to v7.0.3 (03715d6),,1
141,chore(deps): update dependency eslint to v7.8.0,0.9826944,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
142,chore(deps): update dependency husky to v4.2.4,0.9756685,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
143,style(): run format,0.7759136,style(): run format (eaefeb3),,1
144,chore(deps): bump ws from 7.3.1 to 7.4.6,0.978365,chore(deps): bump ws from 7.3.1 to 7.4.6 (d0d2727),Bumps cookiejar from 2.1.3 to 2.1.4. - Release notes - Commits  updated-dependencies: - dependency-name: cookiejar   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
145,chore(deps): update dependency lint-staged to v12.2.0,0.97895473,chore(deps): update dependency lint-staged to v12.0.2 (885a122),,1
146,chore(deps): update dependency husky to v5.1.0,0.98117167,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
147,chore(deps): update dependency jest to v27.2.3,0.97752917,chore(deps): update dependency jest to v27.0.6 (3ed0293),,1
148,chore(deps): update nest monorepo to v7.0.11,0.97750396,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
149,chore(deps): update dependency lint-staged to v13.1.1,0.98261964,chore(deps): update dependency lint-staged to v13.0.2 (501211a),,1
150,tests(): remove keep connection alive,0.67532945,fix(): revert keep connection alive flag (56c4598),,0
151,chore(): release v9.0.0,0.750836,chore(deps): update dependency release-it to v14.9.0 (c9ffc0c),,1
152,chore(deps): update dependency release-it to v13.6.6,0.98333454,chore(deps): update dependency release-it to v13.6.2 (afe3b18),,1
153,chore(deps): update dependency husky to v5.1.3,0.98151594,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
154,ci(): use next-gen convenience image; update npm version without sudo,0.96043754,ci(): use next-gen convenience image; update npm version without sudo (5c79d6a),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
155,chore(deps): update dependency release-it to v14.12.1,0.986744,chore(deps): update dependency release-it to v14.12.2 (2a06e0a),,1
156,chore(deps): update nest monorepo to v7.6.13,0.98534775,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
157,chore(deps): update dependency jest to v27.2.5,0.9751313,chore(deps): update dependency jest to v27.0.6 (3ed0293),,1
158,chore(deps): update dependency @types/jest to v29.4.4,0.97978365,chore(deps): update dependency @types/jest to v27.4.1 (1a8e33a),,1
159,chore(deps): update typescript-eslint monorepo to v2.33.0,0.9803057,chore(deps): update typescript-eslint monorepo to v3.4.0 (a775801),,1
160,Merge pull request #250 from nestjs/dependabot/npm_and_yarn/handlebars-4.5.3,0.9220043,Merge pull request #1160 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7 (384ba88),,1
161,chore(deps): update dependency @commitlint/cli to v16.0.2,0.9873085,chore(deps): update dependency @commitlint/cli to v16.0.2 (2a51821),,1
162,chore(deps): update dependency husky to v4.2.1,0.976449,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
163,Merge pull request #87 from nestjs/renovate/typeorm-0.x,0.9046483,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
164,chore(deps): update dependency prettier to v2.8.4,0.9823917,chore(deps): update dependency prettier to v2.7.0 (eadd16a),,1
165,chore(deps): update dependency jest to v26.4.2,0.9741389,chore(deps): update dependency jest to v26.2.2 (fd0a256),,1
166,chore(): release v7.1.0,0.7363745,chore(deps): update dependency prettier to v2.1.2 (7ec7eed),,1
167,chore(deps): update dependency typeorm to v0.2.34,0.9821216,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
168,fix(@nestjs/typeorm) expose the getRepositoryToken method,0.663903,fix(@nestjs/typeorm): move keepConnectionAlive check into retry loop (6295073),,0
169,chore(deps): update typescript-eslint monorepo to v5.30.5,0.98576856,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
170,chore(deps): update dependency release-it to v15.1.0,0.9745246,chore(deps): update dependency release-it to v15.1.0 (db06c72),,1
171,chore(deps): update typescript-eslint monorepo to v5.54.1,0.9852967,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
172,chore(deps): update typescript-eslint monorepo to v4.0.1,0.9870845,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
173,chore(deps): update dependency eslint to v7.21.0,0.9839575,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
174,chore(deps): update dependency typescript to v4.1.5,0.9772682,chore(deps): update dependency typescript to v4.2.2 (75e9000),,1
175,chore(deps): update dependency @types/node to v16.11.8,0.98782814,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
176,chore(deps): update typescript-eslint monorepo to v5.40.0,0.98421264,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
177,docs(): update readme,0.8921123,docs(): update readme (7742fcd),,1
178,chore(deps): update dependency ts-jest to v27.1.3,0.98875666,chore(deps): update dependency ts-jest to v27.1.0 (07d1608),,1
179,chore(deps): update typescript-eslint monorepo to v4.8.1,0.98762065,chore(deps): update typescript-eslint monorepo to v4.7.0 (088e5ed),fix(deps): update dependency uuid to v9,1
180,chore(deps): update dependency jest to v29.2.2,0.9643487,chore(deps): update dependency jest to v27.2.5 (30bf987),,1
181,chore(deps): update dependency eslint-plugin-import to v2.27.5,0.9883404,chore(deps): update dependency eslint-plugin-import to v2.23.3 (0452340),,1
182,chore(deps): update dependency typescript to v3.6.3,0.9729479,chore(deps): update dependency typescript to v3.8.2 (040eb21),chore(): fix husky script,1
183,Merge pull request #113 from nestjs/renovate/rxjs-6.x,0.8785039,Merge pull request #1276 from nestjs/renovate/postgres-14.x (a0b9000),,1
184,chore(deps): update dependency @types/jest to v28.1.5,0.9867015,chore(deps): update dependency @types/jest to v28.1.2 (71aa188),,1
185,chore(deps): update dependency typeorm to v0.2.31,0.98211575,chore(deps): update dependency typeorm to v0.2.31 (43a5546),,1
186,chore(deps): update dependency typeorm to v0.2.39,0.9800596,chore(deps): update dependency typeorm to v0.2.39 (97ed930),,1
187,chore(deps): update nest monorepo to v6.6.4,0.9770762,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
188,chore(deps): update typescript-eslint monorepo to v4.15.2,0.98648196,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
189,feature(@nestjs/typeorm): options factory for multiple connections,0.7542658,feat(@nestjs/typeorm): added connectionFactory option (8e87f25),,1
190,chore(deps): update typescript-eslint monorepo to v4.15.1,0.986889,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
191,chore(deps): update dependency release-it to v13.6.1,0.98474497,chore(deps): update dependency release-it to v13.6.2 (afe3b18),,1
192,chore(deps): update dependency supertest to v6.1.1,0.98639244,chore(deps): update dependency supertest to v6.0.1 (b614945),,1
193,feat(@nestjs/typeorm) add the InjectConnection decorator,0.77382624,fix: allow to use @InjectConnection and @InjectEntityManager as property decorators (62f5ebf),,1
194,chore(deps): update nest monorepo to v8.4.0,0.97772735,chore(deps): update nest monorepo to v8.0.8 (2a880ca),,1
195,Merge pull request #792 from nestjs/renovate/docker-postgres-11.x,0.9869764,Merge pull request #792 from nestjs/renovate/docker-postgres-11.x (6587be2),,1
196,chore(deps): update dependency jest to v28.1.3,0.97210705,chore(deps): update dependency jest to v27.0.6 (3ed0293),,1
197,refactor(): remove as any casts,0.93818456,refactor(): remove as any casts (d814215),,1
198,chore(deps): update typescript-eslint monorepo to v4.30.0,0.98773265,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),,1
199,chore(deps): update dependency ts-jest to v27,0.977106,chore(deps): update dependency ts-jest to v27.1.3 (2ae2721),,1
200,chore(deps): update postgres docker tag to v14.2,0.97903895,chore(deps): update postgres docker tag to v13.4 (80b4185),,1
201,chore(deps): update dependency rxjs to v7.5.1,0.98458815,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
202,test(@nestjs/typeorm): add test for connectionFactory,0.95349336,test(@nestjs/typeorm): add test for connectionFactory (a9ef5df),,1
203,chore(deps): update dependency @types/node to v18.14.2,0.9775646,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
204,chore(deps): update dependency release-it to v14.9.0,0.9874898,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
205,ci(): Stop database services from travis,0.5163787,ci(): migrate to circleci instead of travis (fd3e945),,0
206,chore(deps): update dependency rxjs to v7.5.4,0.9849907,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
207,chore(deps): update dependency lint-staged to v9.4.0,0.98114777,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
208,chore(deps): update dependency typeorm to v0.3.9,0.97589266,chore(deps): update dependency typeorm to v0.2.39 (97ed930),,1
209,Merge pull request #93 from nestjs/renovate/typescript-3.x,0.8800088,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
210,chore(deps): update dependency ts-jest to v28,0.98030615,chore(deps): update dependency ts-jest to v28.0.3 (7a623ce),,1
211,chore(deps): update postgres docker tag to v11.10,0.97758865,chore(deps): update postgres docker tag to v11.10 (f36ee01),,1
212,chore(deps): update nest monorepo to v9.0.1,0.97905326,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
213,chore(deps): update dependency prettier to v1.19.1,0.95881826,chore(deps): update dependency prettier to v2.2.1 (5d01395),,1
214,chore(deps): update postgres docker tag to v11.6,0.9796757,chore(deps): update postgres docker tag to v11.10 (f36ee01),,1
215,chore(): release v7.1.3,0.7274746,chore(deps): update dependency prettier to v2.1.2 (7ec7eed),docs(): update logo in the readme and replace gitter by discord,1
216,chore(deps): update dependency eslint to v8.34.0,0.9762838,chore(deps): update dependency eslint to v8.16.0 (3e77ee1),,1
