Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
36,Decorate UserProvider with custom class,0.507385,Make $userId nullable in ClientRepository->createPersonalAccessClient by @bram-pkg in link,Update ClientCommand.php's user_id description We get a fair amount of confused passport users on the laravel discord wondering what this user_id is even for. It might help to indicate that the input is optional. Update ClientCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
37,Get authenticated user from the guard (#1617),0.83661175,Get authenticated user from the guard by @hafezdivandari in link,,1
38,Minor documentation tweak to UPGRADE.md (#1526),0.57264477,Update docblock by @mnabialek in link,,0
39,Merge pull request #1011 from matt-allan/improve-flaky-tests,0.5875336,Remove deprecated functionality and simplify some feature tests by @driesvints in link,,0
40,Merge pull request #11 from lucasmichot/feature/master/cs-fix,0.5468536,Fix resolveInheritedScopes (#1207),,0
41,Merge pull request #1311 from ankurk91/patch/guzzle-7,0.493595,Fix migrations tag publish (#832),,0
42,Merge pull request #285 from xel1045/fixes/use-get-auth-password,0.4956779,Allow authenticated client to be retrieved from the guard by @axlon in link,,0
43,Merge pull request #413 from vigneshgurusamy/refactor-client-repo,0.54419094,"Revert ""[11.x] Add Provider Guard to ClientRepository for Personal Access Clients"" by @driesvints in link",,0
44,Added firebase 5.0 as possible dependency,0.5692234,Upgrade firebase/php-jwt to ^6.0 by @prufrock in link,,0
45,Use correct namespaces in docblocks,0.6320136,Fix doc block types by @hafezdivandari in link,,0
46,use app helper,0.82691014,Use app helper (3d1e6bb),,1
47,wording,0.34339088,Changed,,0
48,Merge pull request #331 from halaei/fix-missing-scope-exceptions,0.5523526,Fix migrations tag publish (#832),Test on PHP 8.2 Update composer.json,0
49,Merge pull request #1078 from freezer278/add-key-type-to-token-model,0.48763093,Add key type to refresh token model (e400c2b),,0
50,Merge pull request #874 from carusogabriel/phpunit-7,0.5513569,Fix jsonSerialize PHP 8.1 issue (#1512)﻿,,0
51,Set up CircleCI config,0.4417807,Implement personal access client config (#1260),,0
52,Merge pull request #486 from tonning/fix-creating-fresh-api-token,0.51757634,mergeConfigFrom already checked if app is running with config cached (#1205),,0
53,Merge pull request #919 from themsaid/pr/17149,0.506349,Fix migrations tag publish (#832),I get a lot confused when I use this command it always return seven days :) now return hours instead of days.,0
54,tweaks to password impl,0.47945112,"Allow client credentials secret to be hashed (#1145, ccbcfeb, 1c40ae0)",Support prompting login when redirecting for authorization use fragment on redirect uri for implicit grant bind StatefulGuard formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
55,Scope controller.,0.47109827,Support a default scope when no scope was requested by the client (#879),,0
56,feat: allow grant types to be restricted for a client,0.5528288,Allow '*' scope to be used with Client Credentials (#949),,0
57,use bcrypt,0.6005065,"Allow client credentials secret to be hashed (#1145, ccbcfeb, 1c40ae0)",,0
58,feat: tests for ClientRepository::handlesGrant(),0.66592795,Fix actingAsClient testing method (#1119),,0
59,remove php70,0.6673639,Dropped support for PHP 7.1 (3c830ac),,0
60,formatting and commenting,0.34894267,Fix doc block types by @hafezdivandari in link,,0
61,Change server Property type in CheckClientCredentialForAnyScope Middleware,0.89073,Change server property type in CheckClientCredentialForAnyScope (#1034),Support prompting re-consent Update AuthorizationController.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
62,Merge pull request #32 from lucasmichot/feature/master/docblocks-spacing,0.632692,Fix doc block types by @hafezdivandari in link,,0
63,Merge pull request #26 from lucasmichot/feature/master/reformat-signature,0.517861,Fix migrations tag publish (#832),Allow for bootstrapping without loading routes Update Passport.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
64,Fix BridgeRefreshTokenRepository test,0.5964594,Rework HandlesOAuthErrors trait to middleware (#937),Custom days and hours to passport purge command lint fix formatting Co-authored-by: Ruben Garcia ruben.garcia@personio.de Co-authored-by: Taylor Otwell taylor@laravel.com,0
65,Update 2016_06_01_000001_create_oauth_auth_codes_table.php,0.6140857,Fix auth codes table customization (#1044),,0
66,Merge pull request #1068 from lucasmichot/feature/7.0/inherited-parent-scopes-support,0.5715257,Let Passport support inherited parent scopes (#1068),Drop JWT v3 wip,0
67,[11.x] Stub client on guard when calling Passport::actingAsClient() (#1519),0.92497694,Stub client on guard when calling Passport::actingAsClient() by @axlon in link,Passport v11 upgrade guide Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
68,Fixed validation to fallback if provider is not defined,0.6048837,Initial support for multiple providers (#1220),,0
69,Merge pull request #673 from iflamed/patch-1,0.5407466,Fix migrations tag publish (#832),,0
70,Fix first scope checkbox,0.5345568,Support a default scope when no scope was requested by the client (#879),,0
71,Fix docblocks,0.7800551,Fix AccessToken docblock (#996),Conflicts: CHANGELOG.md src/Guards/TokenGuard.php,1
72,Use ubuntu-18.04,0.40547574,Allow installs of zend-diactoros 2 (c0c3fca),Fix scope inheritance when using Passport::actingAs() Update Passport.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
73,Merge pull request #1126 from gdebrauwer/fix-upgrade-to-8.0-guide,0.54174685,Fix migrations tag publish (#832),,0
74,revoke old tokens when new one issued for app,0.76569664,Revoke refresh tokens when auth tokens get revoked (#1186),,1
75,adds missing tr tags for table headers,0.5035647,Apply table responsive on table class (#1318),,0
76,Fix tests (#1469),0.70775783,Fix actingAsClient testing method (#1119),,1
77,Merge pull request #765 from ethaligan/6.0,0.49712372,Fix migrations tag publish (#832),,0
78,Apply fixes from StyleCI (#1005),0.5807779,Add middleware CheckClientCredentialsForAnyScope (#855),,0
79,Use dedicated assertCount assertion,0.45254463,Add actingAsClient method for tests (#1083),,0
80,[9.x] Implement passport:hash command (#1238),0.96174026,Implement passport:hash command (#1238),,1
81,Fix some comments and docblocks.,0.6842443,Update docblock by @mnabialek in link,,0
82,Merge branch '4.0',0.31929246,"Merge default Passport configuration (#1039, e260c86)",The firebase/php-jwt recently had to make breaking changes to resolve a security flaw in their library. This change upgrades that library and fixes the code that broke with the upgrade.,0
83,Update .editorconfig,0.5613406,Update docblock by @mnabialek in link,,0
84,Apply fixes from StyleCI (#1004),0.5530788,Add middleware CheckClientCredentialsForAnyScope (#855),,0
85,Merge branch 'add-models-database-connection-config' into 9.x,0.61871994,"Allow to change Models database connection (#1255, 7ab3bdb)",,0
86,tweak csrf handling based on main repo changes,0.5116787,Change server property type in CheckClientCredentialForAnyScope (#1034),,0
87,Fixing deny response with multiple redirect uris,0.6463786,Allow multiple redirects when creating clients (#928),,0
88,Update 2016_06_01_000005_create_oauth_personal_access_clients_table.php,0.6267749,Update ClientCommand.php's user_id description by @Smoggert in link,,0
89,Change identifier of user id by return of method getAuthIdentifier(),0.60617614,Nonstandard ID in the token's relationship with the user (#1267),"When using this factory in feature tests with $this->withoutDeprecationHandling(); call the test fails as the deprecation gets converted to an exception: Since fakerphp/faker 1.14: Accessing property ""company"" is deprecated, use ""company()"" instead.",0
90,Accept * scope as valid when verifying client_credentials,0.7797637,Allow '*' scope to be used with Client Credentials (#949),,1
91,password grant can be long lived since first party,0.49820295,Allow setting expiration of personal access tokens (#919),"Update UPGRADE.md I just went through the steps of upgrading passport from v8 to v10 and hit a minor snag that could have been solved by a tweak to the documentation. When upgrading from v8 to v9 it says place two Passport static calls ""within the boot method of your AppServiceProvider"" When upgrading from v9 to v10 it says you can remove the calls from your AuthServiceProvider. I don't claim to know where those calls belonged in the first place, so this proposal just updates the documentation to list them both. Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com",0
92,Adds type checking (#1640),0.54048026,Add key type to refresh token model (e400c2b),Conflicts: CHANGELOG.md,0
93,Update ClientCommand.php,0.7807288,Update ClientCommand.php's user_id description by @Smoggert in link,,1
94,Apply fixes from StyleCI (#1292),0.5647168,Fix resolveInheritedScopes (#1207),Allow token guard client to be set programmatically Set the client on the TokenGuard when mocking the client Apply fixes from StyleCI,0
95,Merge pull request #7 from JayBizzle/patch-1,0.5025664,Fix migrations tag publish (#832),Conflicts: CHANGELOG.md,0
96,Merge pull request #277 from raftalks/2.0,0.5680259,Fix migrations tag publish (#832),"Allow to use custom authorization server response Update src/Passport.php Remove direct initialisation as ""null"" Co-authored-by: Dries Vints dries@vints.io Update Passport.php Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com",0
97,Use mounted instead of ready,0.3419385,Implement personal access client config (#1260),,0
98,Add changelog,0.55104303,Add ability to customize the RefreshToken (#966),Laravel 9 support Update composer.json Update tests.yml,0
99,"Revert ""Revert ""Added AuthenticationException to extend the behaviour of Laravel's default exception handler (#1633)""""",0.91231996,"Re-apply ""Added AuthenticationException to extend the behaviour of Laravel's default exception handler"" by @driesvints in link",,1
100,merge old 1.0 changes,0.48734522,Replace deprecated package and namespaces (#1158),,0
101,Merge pull request #1222 from pkostic/8.x,0.50870574,Fix migrations tag publish (#832),,0
102,Do not return anything for void method,0.68385,Prevent passing empty string variable to retrieveById method (#861) ,"fix: Internal method return types, php 8.1 tests compatibility",0
103,Merge pull request #1236 from laravel/remove-old-jwt-versions,0.7072763,Drop support for old JWT versions (#1236),,1
104,Fix build for PHP 5.6,0.6638827,Support PHP 8.0 (#1387),,0
105,Merge pull request #504 from krzysztofengineer/master,0.4572568,Fix migrations tag publish (#832),Conflicts: CHANGELOG.md tests/Feature/PassportTestCase.php,0
106,Update .gitattributes,0.5401797,Update docblock by @mnabialek in link,,0
107,Merge pull request #1361 from siarheipashkevich/unnecessary-return,0.5057516,Fix migrations tag publish (#832),Fix str_replace error when third parameter ($subject) is null in PHP 8.1.0 str_replace(): Passing null to parameter #3 ($subject) of type array|string is deprecated in /var/www/html/vendor/laravel/passport/src/PassportServiceProvider.php line 268 Use single quotes to fix style error,0
108,Merge pull request #72 from samgreenwood/phpseclib,0.5806755,Fix jsonSerialize PHP 8.1 issue (#1512)﻿,Allow authenticated client to be retrieved from the guard Make token guard macroable Use previously resolved client when available Add tests ensuring client and user are only pulled from the database once,0
109,Fix the --name option on the ClientCommand.,0.57743806,Update ClientCommand.php's user_id description by @Smoggert in link,Update test for Laravel 9 wip wip,0
110,Merge pull request #291 from baileylo/patch-2,0.48209018,Fix migrations tag publish (#832),Conflicts: CHANGELOG.md src/Passport.php,0
111,tweak blade view,0.5338576,Replaced helpers with Blade directives (#939),,0
112,Update PassportClientFactory.php,0.6952692,Improve passport:install command (#1294),Added Passport custom encryption key Refactored encryptUsing method StyleCI fixes formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
113,Merge pull request #666 from iget-master/alternative-fix,0.4954973,Fix migrations tag publish (#832),,0
114,Added guard handling to cookie handling too,0.65177846,"Fix cookie handling for security release (#1322, 75f1ad2)",PHP 8.1 support,0
115,Passport v11 upgrade guide (#1561),0.7476139,Improve passport:install command (#1294),,1
116,Revert contract dependency change,0.47647083,Changed,Conflicts: CHANGELOG.md,0
117,Merge branch 'enable-client-credentials' of link into themsaid-enable-client-credentials,0.5315697,Allow overriding the AccessToken class by @hafezdivandari in link,,0
118,Import missing class,0.44986492,Fix migrations tag publish (#832),,0
119,Shows the client secret and id in the console,0.5955715,"Allow client credentials secret to be hashed (#1145, ccbcfeb, 1c40ae0)","Ensure client model factory always creates models with a primary key, even when events are disabled Update ClientFactory.php Co-authored-by: Taylor Otwell taylor@laravel.com",0
120,Merge pull request #1169 from KieronWiltshire/8.x,0.46539965,Fix migrations tag publish (#832),,0
121,Remove old static personal client methods (#1325),0.99999994,Remove old static personal client methods (#1325),,1
122,Merge pull request #939 from andrewgorpenko/master,0.513931,Fix migrations tag publish (#832),Fix link to documentation,0
123,Merge pull request #1148 from crynobone/access-oauth2-server-response-status-code,0.6736695,Allow access to HTTP response status code on OAuthServerException (#1148),,0
124,Client credentials middleware should allow any valid client (#1125),0.99585146,Client credentials middleware should allow any valid client (#1132),,1
125,Merge pull request #813 from mvdnbrk/flatten-resources-assets-dir,0.55066806,resources/assets directory was flattened (#813),Refactor routes to dedicated file Update web.php Apply fixes from StyleCI (#1465) formatting Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
126,tweak wording,0.61374533,Changed,,0
127,Use a renderable exception for OAuth errors,0.9436525,Use a renderable exception for OAuth errors (#1066),,1
128,Merge pull request #41 from JamesForks/disable-xdebug,0.46118063,Fix AccessToken docblock (#996),,0
129,Merge pull request #2 from vinkla/phpunit,0.57666826,Fix jsonSerialize PHP 8.1 issue (#1512)﻿,use real keys in tests revert composer change reset position of loadKeysFrom() function,0
130,Support disabling prompt when redirecting for authorization (#1569),0.8223366,Support disabling prompt when redirecting for authorization by @hafezdivandari in link,,1
131,update change log,0.54226863,Changed,,0
132,added unit tests for CheckClientCredentials,0.6522135,Add actingAsClient method for tests (#1083),,0
133,Throw AuthorizationException if user doesn't have scope,0.65177166,Support a default scope when no scope was requested by the client (#879),Conflicts: CHANGELOG.md,0
134,Add 'actingAsClient' static method to 'Passport' class,0.6854334,Fix scope inheritance when using Passport::actingAs() by @axlon in link,,0
135,Merge branch 'flush',0.31128502,mergeConfigFrom already checked if app is running with config cached (#1205),,0
136,Implement personal access client config,0.9149213,Implement personal access client config (#1260),,1
137,Add user relationship to client model.,0.9001466,"Add user relationship to client model (#851, 3213be8)",,1
138,Fix StyleCI issues,0.5011671,Fix doc block types by @hafezdivandari in link,,0
139,Use model attribute getter to return plain secret,0.4199304,Cast returned client identifier value to string (#1091),,0
140,[10.x] Update the badges to use shields.io,0.42387688,Upgrade to league/oauth2-server 8.0 (97e3026),,0
141,Merge pull request #1070 from driesvints/prepare-for-release,0.47429714,Fix migrations tag publish (#832),,0
142,Merge pull request #966 from driesvints/refresh-token-updates,0.50253385,Add ability to customize the RefreshToken (#966),Use ubuntu-18.04,0
143,Merge pull request #875 from carusogabriel/assert-count,0.52852255,Fix migrations tag publish (#832),,0
144,Drop support for Laravel 5.6 & 5.7,0.881978,Dropped support for Laravel 5.8 (654cc09),Conflicts: CHANGELOG.md,1
145,Fix typo on param doc,0.5293819,Fix doc block types by @hafezdivandari in link,,0
146,fix readme,0.53206176,Fix binding (e3478de)﻿,Backport support for phpseclib v2 Apply fixes from StyleCI (#1417),0
147,Allow timestamps on Token model (#1425),0.8640091,Allow timestamps on Token model by @driesvints in link,Conflicts: CHANGELOG.md,1
148,Fix revocal of refresh tokens,0.8071426,Revoke refresh tokens when auth tokens get revoked (#1186),,1
149,Remove Composer caching for CircleCI,0.40394193,Remove Vue components (#1352)﻿,,0
150,Merge branch 'patrickbrouwers-feature/allow-other-user-providers' into 2.0,0.4850321,Initial support for multiple providers (#1220),Conflicts: CHANGELOG.md,0
151,Merge remote-tracking branch 'upstream/6.0' into restrict-grant-types,0.4386804,Refactor routes to dedicated file by @driesvints in link,,0
152,Tweak php setup.,0.59726024,Dropped support for PHP 7.1 (3c830ac),This reverts commit 985577cec359d57df15ac641bfaed84fdc222824.,0
153,"Redirect denied authorization callbacks to the redirect_uri in the authorization request if it is one of the redirect_uris configured for the client; otherwise, use the first redirect_uri configured for the client.",0.6710456,Allow multiple redirects when creating clients (#928),Delete invalid refresh tokens Delete refresh tokens referring to non-existing access tokens. Use whereDoesntHave() instead Add test for purge command Update description and output of command Update PurgeCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
154,Fix @param type,0.4754965,Fix auth codes table customization (#1044),,0
155,Merge pull request #550 from norvek/hotfix/client-id-type,0.45888466,Add the ability to retrieve current client (#854),PHP 8 Support Update JWT usage Try out dev versions of jwt Use vcs Try composer token Update phpunit xml Fix test for JWT 3.4 Try git url Bind JWT Parser to container for 4.x Add deprecation notice Use configuration object Use new token interface Update composer.json Update workflow Co-authored-by: Luís Cobucci lcobucci@gmail.com,0
156,Merge pull request #873 from andreybolonin/patch-1,0.5506597,Fix migrations tag publish (#832),,0
157,Change to forceFill. Fixes #908. (#1266),0.6133575,Fix resolveInheritedScopes (#1207),,0
158,Add middleware CheckClientCredentialsForAnyScope,0.9477496,Add middleware CheckClientCredentialsForAnyScope (#855),[10.x] Update the badges to use shields.io,1
159,Merge pull request #1192 from laravel/clear-session-instances,0.52366954,Add the ability to retrieve current client (#854),,0
160,Merge pull request #91 from ryun/1.0,0.46050972,Fix migrations tag publish (#832),remove unnecessary return form service provider,0
161,Apply some code formatting,0.5424797,Fix auth codes table customization (#1044),,0
162,Merge branch '4.0' into 5.0,0.36452663,Allow lcobucci/jwt v5 and cleaned up version constraints by @GrahamCampbell in link,,0
163,Allow multiple redirects when creating clients,0.93938434,Allow multiple redirects when creating clients (#928),,1
164,update branch alias,0.41251877,Update docblock by @mnabialek in link,Use newFactory to properly reference factory Update composer.json,0
165,Merge branch 'user-key' of link into kevindierkx-user-key,0.46809638,Make $userId nullable in ClientRepository->createPersonalAccessClient by @bram-pkg in link,,0
166,Allow PHPUnit 9 (#1328),0.8392098,PHP 8 Support (#1373),,1
167,Add Passport config,0.7691122,"Merge default Passport configuration (#1039, e260c86)",,1
168,Merge branch '9.x' into master,0.37691522,Remove old 5.9 constraints (58eb99c),Update README.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
169,use HTTPS links where appropriate,0.53155863,Drop PHP 7.x and Laravel v8 by @driesvints in link,,0
170,Drop PHP 7.x and Laravel v8 (#1558),0.88745284,Drop PHP 7.x and Laravel v8 by @driesvints in link,,1
171,Merge pull request #1186 from laravel/revoke-refresh-tokens,0.5352703,Remove deprecated properties by @driesvints in link,,0
172,Merge pull request #1 from patrickkivits/patrickkivits-patch-1,0.47134864,Fix migrations for Laravel 9.x by @ricky-perchpeek in link,,0
173,tweak how password grant works,0.5009818,"Allow client credentials secret to be hashed (#1145, ccbcfeb, 1c40ae0)",feat: add factory state method for client credentials grant test: add pass/fail tests for client credentials grant style: trailing comma,0
174,"Revert ""[11.x] Add Provider Guard to ClientRepository for Personal Access Clients (#1655)"" (#1658)",0.8934251,"Revert ""[11.x] Add Provider Guard to ClientRepository for Personal Access Clients"" by @driesvints in link",,1
175,Update CHANGELOG.md,0.64041364,Changed,Support Laravel 8 Fix factories Apply fixes from StyleCI (#1337) fix tests Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
176,Apply fixes from StyleCI (#1321),0.5647522,Add middleware CheckClientCredentialsForAnyScope (#855),,0
177,added $keyType = 'string' to Token model,0.71471065,Add key type to refresh token model (e400c2b),,1
178,Apply fixes from StyleCI (#1081),0.5645034,Add middleware CheckClientCredentialsForAnyScope (#855),,0
179,"fix: Internal method return types, php 8.1 tests compatibility",0.6849925,PHP 8 Support (#1373),,0
180,Merge pull request #1158 from michael-ow/8.x,0.4858032,Fix migrations tag publish (#832),,0
181,Merge pull request #269 from thejsninja/bugfix/catch-axios-error,0.52183926,Fix ClientRepository doc blocks by @axlon in link,,0
182,Swap out Connection with TokenRepository,0.62470734,Revoke refresh tokens when auth tokens get revoked (#1186),,0
183,Use Illuminate Response so that middlewares can always work,0.54258204,Add abstract CheckCredentials middleware and allows to create (#1127),,0
184,Merge pull request #635 from skollro/patch-1,0.57247853,Fix migrations tag publish (#832),Conflicts: CHANGELOG.md,0
185,Update DenyAuthorizationControllerTest.php,0.56482285,Allow to use custom authorization server response (#1521)﻿,,0
186,Merge pull request #735 from laravel/5.0,0.5342544,Fix migrations tag publish (#832),,0
187,Merge pull request #9 from lucasmichot/feature/master/remove-unused-imports,0.5410979,Fix migrations tag publish (#832),fix cookie handling for security release,0
188,fix doc blocks,0.718541,Fix AccessToken docblock (#996),,1
189,formatting,0.40468824,Fix auth codes table customization (#1044),,0
190,change method name,0.65523434,Rename property (#920),Conflicts: CHANGELOG.md,0
191,Merge branch '9.x',0.39806455,Remove old 5.9 constraints (58eb99c),,0
192,[11.x] Custom days and hours to passport purge command (#1563),0.88053334,Custom days and hours to passport purge command by @rubengg86 in link,,1
193,Add new controller.,0.42262918,Add key type to refresh token model (e400c2b),,0
194,Merge branch 'renderable-exception' of link into matt-allan-renderable-exception,0.5281445,"Re-apply ""Added AuthenticationException to extend the behaviour of Laravel's default exception handler"" by @driesvints in link",Update tests.yml,0
195,Merge pull request #1112 from gdebrauwer/check-client-credentials-use-psr,0.5548333,Update dependencies for PSR request (#1201),,0
196,Fix incorrect comment,0.4832828,Change wasRecentlyCreated to false (#979),Conflicts: CHANGELOG.md,0
197,fix user check,0.5554304,Modify UserRepository to check for 'findAndValidateForPassport' method (#1144),,0
198,Merge pull request #861 from yaroslawww/patch-1,0.5610156,Fix migrations tag publish (#832),,0
199,refactor: move tests to correct class,0.46615803,Remove deprecated functionality and simplify some feature tests by @driesvints in link,,0
200,Merge pull request #283 from themsaid/1.0merge,0.56009436,Fix migrations tag publish (#832),Conflicts: CHANGELOG.md,0
201,Use proper package name,0.54365915,Replace deprecated package and namespaces (#1158),,0
202,Merge pull request #115 from Shkeats/patch-2,0.48055547,Fix migrations tag publish (#832),Allow guzzle v7,0
203,Merge pull request #18 from tomschlick/patch-1,0.55591285,Fix migrations tag publish (#832),,0
204,Merge pull request #388 from halaei/fix-revoke-deleted-token,0.5530421,Fix migrations tag publish (#832),,0
205,feat: require a secret for client_credentials grant,0.68427956,"Allow client credentials secret to be hashed (#1145, ccbcfeb, 1c40ae0)",,0
206,Removed unused import,0.619972,Removed,,0
207,Updated CheckScopesTest to check for AuthorizationException not AuthenticationException.,0.5919557,Fix actingAsClient testing method (#1119),,0
208,Fix test asserting error response,0.71547914,Fix actingAsClient testing method (#1119),,1
209,Apply fixes from StyleCI (#1041),0.5543344,Add middleware CheckClientCredentialsForAnyScope (#855),,0
210,Merge branch '3.0',0.36668685,Rework HandlesOAuthErrors trait to middleware (#937),,0
211,clean up code,0.4931885,Update PurgeCommand.php by @fatoskurtishi in link,Fix typo on param doc,0
212,prepare for laravel56 and bootstrap4,0.6186601,Dropped support for Laravel 5.8 (654cc09),,0
213,Fix a docblock,0.7838938,Fix AccessToken docblock (#996),correct test name,1
214,Create pull-requests.yml,0.4395211,Add ext-json dependency (#940),,0
215,Fix doc block for withAccessToken() (#1620),0.86906004,Fix doc block for withAccessToken() by @axlon in link,Conflicts: CHANGELOG.md,1
216,update wording,0.5644078,Changed,,0
217,Use avoid using deprecated PHPUnit annotation.,0.54467845,Uses PHP Native Type Declarations 🐘 by @nunomaduro in link,,0
218,Merge pull request #738 from jstoone/fix-return-type-of-relation,0.5690109,Add ext-json dependency (#940),,0
219,Alias HasherContract,0.693776,Use Hasher interface instead of HashManager (#1157),,0
220,Merge branch 'alexbilbie-2.0',0.33914307,"Allow to change Models database connection (#1255, 7ab3bdb)",Conflicts: CHANGELOG.md,0
221,Change wasRecentlyCreated to false,0.90180266,Change wasRecentlyCreated to false (#979),,1
222,feat: tests for restricting client grant types,0.53851134,Allow '*' scope to be used with Client Credentials (#949),,0
223,Add method to reset client secret,0.62346864,Implement personal access client config (#1260),,0
224,use AuthCode model to persist new authcode,0.93528545,Authcode model is now used for persisting new authcodes (#808),,1
225,Made whereRevoked consistent,0.8747329,Made whereRevoked consistent (#868),,1
