Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
30,Add tags sync support,0.6317384,"Basic tags support (list by tag, add/modify/delete tags on articles) ",Currently translated at 99.7% (335 of 336 strings),0
31,Bump gradle from 4.2.0 to 4.2.1,0.53257006,Bump version name for F-Droid users.,,0
32,Merge pull request #688 from wallabag/update_translations,0.5392847,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Bumps slf4j-android from 1.7.35 to 1.7.36. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
33,Release 2.2.1,0.65898657,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,0
34,Bump Gradle and AGP to 7.0.2,0.48485842,AboutLibraries was automatically bumped to v7.0.3,Bumps slf4j-android from 1.7.33 to 1.7.35. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
35,Merge pull request #957 from wallabag/track_token_expiration,0.47798762,Drops wallabag v1 support : Framabag will not work anymore with this version.,Translations update from Hosted Weblate,0
36,Add Croatian translation for metadata,0.672034,Croatian,Currently translated at 100.0% (336 of 336 strings),0
37,Update readme icon,0.54488844,Adding a Mark as Read button in the action bar,Currently translated at 100.0% (336 of 336 strings),0
38,Translated using Weblate (English),0.72327745,Translations:,Currently translated at 17.3% (58 of 335 strings),1
39,better values for swipe,0.46178442,Better fetching of pictures,"Make the ""Scan a QR code"" button less pronounced",0
40,"added missing gradle wrapper. build app by running ""./gradlew assembleDebug""",0.5042352,@di72nn added a Gradle Wrapper Validation Github Action to prevent bad gradle-wrapper.jar binaries,,0
41,Translated using Weblate (Italian),0.6439502,Translations:,Bumps slf4j-android from 1.7.32 to 1.7.33. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
42,Merge pull request #205 from Strubbl/update-gradle-to-2.1.0-alpha5,0.53949785,@Strubbl updated the okhttp (#791) and gradle (#790) deps,Translations update from Weblate,0
43,TTS JS parser: split text into sentences,0.51488787,TTS Speech,,0
44,Merge pull request #1186 from wallabag/dependabot/gradle/androidx.appcompat-appcompat-1.3.1,0.5501328,@di72nn fixed a webview crash happening with Android 5 link,,0
45,Bump eventbus from 3.0.1 to 3.1.1,0.5263886,Bump version name for F-Droid users.,Article header style tweak,0
46,"Update strings: remove redundant ""Press here""",0.5094731,UI fixes on links and quotes,Less gap between stats and tags Slightly more horizontal padding within tag Slightly more horizontal space between tags,0
47,Limit the number of suggested tags to 50,0.9795005,Limit the number of suggested tags to 50.,,1
48,Translated using Weblate (Chinese (Simplified)),0.6786216,Chinese (Simplified),Use material icons ala Wallabag web for statistics labels Add a little more spacing,0
49,Merge pull request #1041 from milotype/croatian-2020,0.47297102,Croatian,,0
50,using support library 21 to add material action bar.,0.64041686,material action bar,Bumps eventbus-annotation-processor from 3.3.0 to 3.3.1. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
51,Merge pull request #1080 from weblate/weblate-wallabag-android-app,0.56932616,@di72nn fixed a webview crash happening with Android 5 link,,0
52,Add action to copy error text to clipboard,0.66630745,Add menu entry to copy article url to clipboard,,0
53,Better error reporting for FeedUpdater,0.56962895,Better notifications,Bumps eventbus from 3.3.0 to 3.3.1. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
54,bump dependencies & version,0.7158836,Update dependencies,Bumps gradle from 7.0.3 to 7.0.4. updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
55,Replace all v2.wallabag.org mentions,0.5830652,Share title with url and option to remove the (via @wallabagapp),,0
56,Translated using Weblate (Swedish),0.654161,Translations:,Bumps eventbus-annotation-processor from 3.2.0 to 3.3.0. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus-annotation-processor   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
57,Bump okhttp-urlconnection from 4.8.1 to 4.9.0,0.61012805,• Fix connexion to wallabag v2.0.1 servers,Translations update from Hosted Weblate,0
58,TTS: read  alt text,0.6741688,TTS Speech,Currently translated at 9.5% (32 of 335 strings),0
59,Merge pull request #1051 from wallabag/dependabot/gradle/org.conscrypt-conscrypt-android-2.5.0,0.512485,Conscrypt initialization errors are ignored now (#1103).,,0
60,Don't read  elements,0.41263407,- wallabag unread items widget,Bumps eventbus from 3.2.0 to 3.3.0. - Release notes - Commits updated-dependencies: - dependency-name: org.greenrobot:eventbus   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
61,update travis to container system,0.40686822,Updated Connection Wizard (wallabag.it support).,Translations update from Hosted Weblate,0
62,Add basic auto sync,0.86463046,Automatic sync,Currently translated at 76.1% (255 of 335 strings),1
63,Merge pull request #281 from di72nn/fixes_for_new_api_level,0.55507493,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. link,Translations update from Weblate,0
64,"Use foreground services instead of ""normal"" ones",0.57383054,Background service to handle actions offline and sync them when network is available,Currently translated at 75.8% (254 of 335 strings),0
65,cleaning up source code,0.49396092,Removed legacy code. (#1114),Currently translated at 7.1% (24 of 335 strings),0
66,Make webviews inspectable for debug builds,0.705551,@The-Compiler introduced an option to inspect chromium webviews to assist debugging link,Currently translated at 1.1% (4 of 335 strings),1
67,bump version name,0.78345025,Bump version name for F-Droid users.,Currently translated at 100.0% (335 of 335 strings),1
68,Fetch unread articles from API,0.60193187,Switch between « Show all » and « Unread articles » (still not synced),Currently translated at 72.5% (243 of 335 strings),0
69,Merge pull request #1145 from wallabag/dependabot/gradle/org.conscrypt-conscrypt-android-2.5.2,0.479607,Conscrypt initialization errors are ignored now (#1103).,Currently translated at 87.1% (292 of 335 strings),0
70,Merge pull request #1225 from wallabag/dependabot/gradle/org.greenrobot-eventbus-annotation-processor-3.3.1,0.5154588,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Currently translated at 100.0% (335 of 335 strings),0
71,Merge pull request #1032 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.8.1,0.49922675,@Strubbl updated the okhttp (#791) and gradle (#790) deps,Currently translated at 100.0% (335 of 335 strings),0
72,Release 2.4.0-beta.1,0.71528924,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,1
73,Merge pull request #881 from wallabag/extra_error_details,0.49638227,Drops wallabag v1 support : Framabag will not work anymore with this version.,Bumps okhttp-urlconnection from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
74,French: add missing translation,0.6961022,* French,,0
75,Merge pull request #446 from wallabag/fixes,0.56288505,• Fix connexion to wallabag v2.0.1 servers,Bumps okhttp from 4.9.2 to 4.9.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
76,fixing bug: article list scrolling back to top after reading article.,0.6982329,* Improve bottom toolbar on article view,Translations update from Weblate,0
77,Version 2.2.4,0.69419557,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",Currently translated at 100.0% (335 of 335 strings),0
78,DownloadPdfTask: make some variable declarations final,0.45120174,* Fix PDF Downloading,App strings reworked,0
79,Merge pull request #31 from kevmeyer/rss-feed,0.437124,@di72nn fixed a sync error when deleting all tags from an article,,0
80,Merge pull request #468 from wallabag/add_change_title_dialog,0.5284845,Share title with url and option to remove the (via @wallabagapp),"URL sharing: add an option to put title in EXTRA_TITLE, but not in EXTRA_TEXT",0
81,Merge pull request #1115 from weblate/weblate-wallabag-android-app,0.56568587,@di72nn fixed a webview crash happening with Android 5 link,Translations update from Weblate,0
82,travis: update to build-tools-29.0.2,0.4322739,- Many fixes & background improvements,,0
83,Customize EventBus configuration,0.4390572,Better application of runtime settings changes.,Currently translated at 92.8% (314 of 338 strings),0
84,Merge pull request #664 from Strubbl/fix-lint-click-focus,0.47931418,Fix bugs,Currently translated at 91.4% (309 of 338 strings),0
85,Merge pull request #1083 from wallabag/dependabot/add-v2-config-file,0.6146871,• Fix connexion to wallabag v2.0.1 servers,Remove framabag mentions,0
86,Adjust text color in navigation bar,0.6648039,fix navbar color in dark themes in Android 9 (@Strubbl #766),Fix some lint issues,0
87,Merge pull request #1223 from wallabag/dependabot/gradle/com.android.tools.build-gradle-7.0.4,0.508473,Compatibility with wallabag 2.4 (by @di72nn),Translations update from Weblate,0
88,Merge pull request #279 from di72nn/fix_270,0.5175908,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. link,Currently translated at 93.7% (317 of 338 strings),0
89,update french translations,0.80135494,Up-to-date french and spanish translations,,1
90,Add a string resource for a menu item,0.55120385,Olivier Mehani (@shtrom) added a context menu item to add tag from selection. link,,0
91,Fix DB migration,0.7441874,Fix migrations,Bumps media from 1.4.2 to 1.4.3. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
92,Adding Settings menu + some layout,0.6410821,Layout improvements,Bumps gradle from 7.0.2 to 7.0.3. updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
93,Add logos for dark themes,0.6927505,fix theme Black on black (dark high contrast) to make it consistent (thanks @NWuensche #730),,0
94,Merge pull request #1047 from wallabag/release,0.5277108,Drops wallabag v1 support : Framabag will not work anymore with this version.,,0
95,Don't show error dialogs if credentials empty,0.5244062,Fix crash if username or password not set,,0
96,Restore Settings screen state after activity recreation,0.5187196,Proper preferences screen,Because that's not clear which Android versions use correct language codes.,0
97,fix image display when wbg server caches them,0.60872155,Fix HTTP Auth issues with pictures on Android 4.2.2.,,0
98,Merge branch 'fix-poche-article-leak' into fix-poche-article-leak-dev,0.48331338,Fix bugs,,0
99,update gradle wrapper to 5.6.4 (from 5.6),0.56064165,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Bumps okhttp-urlconnection from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp-urlconnection   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
100,Use domain in UI,0.6205224,View domain and not full url,,0
101,workaround for okhttp not working with http2,0.56747836,Brings http mode,Bumps okhttp from 4.9.1 to 4.9.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: com.squareup.okhttp3:okhttp   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
102,Merge pull request #519 from wallabag/suggest_https_by_default,0.5613164,Full support for wallabag v2 API (link),Translations update from Weblate,0
103,Merge pull request #680 from wallabag/update_translations,0.52399325,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Currently translated at 100.0% (338 of 338 strings),0
104,Replace null values from API with empty strings,0.33419836,@di72nn fixed a sync error when deleting all tags from an article,,0
105,version 1.9.9.1,0.8097712,This is the first release of 1.9,Bump media from 1.4.1 to 1.4.2,1
106,"Add logging when ""fragment is null""",0.43489265,Ability to export logcat to file,"Update gradle, Android gradle plugin, and fix some lint issues",0
107,fixed warnings: removed unused strings...,0.49568242,Corrects bugs,Bumps media from 1.4.1 to 1.4.2. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
108,Don't use expired access token,0.4805168,• Add token creation to v2,,0
109,Merge pull request #969 from wallabag/update_changelog,0.5374937,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Required for Android 12.,0
110,Fix Favorites/Archived flag on updates,0.5178845,• view archived articles and favorited ones,Required for Android 12.,0
111,Add a Connection Wizard,0.8361398,Connection wizard,...to fix a lint error.,1
112,TTS: set MediaController on Activity,0.564654,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,0
113,Merge pull request #1152 from wallabag/dependabot/gradle/androidx.recyclerview-recyclerview-1.2.0,0.4834891,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",,0
114,"Replace ""updateInTx"" call with ""update"" call in loop",0.4898347,Faster update mecanism,Bumps media from 1.3.1 to 1.4.1. updated-dependencies: - dependency-name: androidx.media:media   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
115,TTS: Support automatic switching to next article.,0.7311411,tts: automatic switch to article's language (thanks @tyndare  #709),,1
116,Merge pull request #693 from wallabag/update_translations,0.53603375,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",,0
117,Escape HTML-markup in title,0.63110405,Share title with url and option to remove the (via @wallabagapp),,0
118,Some cosmetic changes on main view,0.6272226,Layout improvements,Fix the link menu,0
119,Don't cache credentials in ListArticlesActivity,0.42563075,UI should no longer be blocked by database operations.,This reverts commit f214a3b165a6fbf690e2a961962dfba39a9fa701. Turns out the suggested method is not called before API 24.,0
120,Merge pull request #297 from wallabag/add-missing-german-translation,0.6482352,Update german translation,Translations update from Weblate,0
121,Merge pull request #223 from Strubbl/fix-218-title-encoding-problem,0.46864766,@di72nn fixed a sync error when deleting all tags from an article,Currently translated at 84.6% (286 of 338 strings),0
122,Bump version to 1.12.1,0.647618,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),,0
123,Merge remote-tracking branch 'origin/main-list' into main-list-merge,0.44674972,Fix migrations,,0
124,Add support for tags changing,0.78834623,"Basic tags support (list by tag, add/modify/delete tags on articles) ",Bumps appcompat from 1.3.0 to 1.3.1. updated-dependencies: - dependency-name: androidx.appcompat:appcompat   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
125,Merge pull request #447 from wallabag/fix_tab_layout_padding,0.51992923,• Fix connexion to wallabag v2.0.1 servers,Bumps slf4j-android from 1.7.31 to 1.7.32. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
126,"fixing issue #45: removing leading, trailing and multiple whitespaces.",0.6229302,bug fixed when spaces in the title,Bumps material from 1.3.0 to 1.4.0. - Release notes - Commits updated-dependencies: - dependency-name: com.google.android.material:material   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
127,Add stacktrace to some error notifications,0.70401776,@di72nn added extra stacktrace details when an error happens and also added a button on the error notification to copy the details to the clipboard link,,1
128,Merge pull request #866 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.29,0.50595844,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803 ,Bumps gradle from 4.2.1 to 4.2.2. updated-dependencies: - dependency-name: com.android.tools.build:gradle   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
129,Merge pull request #707 from wallabag/add-issue-template,0.5087476,Full support for wallabag v2 API (link),,0
130,Merge pull request #341 from wallabag/fix-lint-issues-2,0.614576,• Fix connexion to wallabag v2.0.1 servers,Bumps slf4j-android from 1.7.30 to 1.7.31. updated-dependencies: - dependency-name: org.slf4j:slf4j-android   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
131,Replace some PNG icons with vector drawables,0.5274282,* Icons and logo should now render better on each theme,Version 2.4.3,0
132,Merge branch 'no_splash_for_empty_activity',0.4416352,Fix activity not closing when bagging.,Signed-off-by: Thomas Citharel tcit@tcit.fr,0
133,Merge pull request #1208 from wallabag/lint,0.52740043,• Fix connexion to wallabag v2.0.1 servers,Fix custom text selection actions on Android 11+,0
134,TTS JS parser: fix compatibility with older WebViews,0.450312,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,0
135,Bump slf4j-android from 1.7.32 to 1.7.33,0.67286325,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),,0
136,Merge pull request #639 from wallabag/bump-dependencies,0.57118535,Drops wallabag v1 support : Framabag will not work anymore with this version.,Truncate annotation quotes at 10000 characters,0
137,Bump recyclerview from 1.2.0 to 1.2.1,0.5350307,Bump version name for F-Droid users.,,0
138,Add font size settings,0.8775134,Font size,Increase widget counter of max. number unread articles to 9999,1
139,"Add ""autofill"" to Settings",0.5186462,Automatic sync,,0
140,Nettoyage GIT + Ajout EXTRA_APPLICATION_ID pour reutiliser le meme onglet pour le partage.,0.5318897,add Share and Copy options for link menu (thanks @NWuensche #677),Translations update from Weblate,0
141,Merge pull request #1274 from weblate/weblate-wallabag-android-app,0.58151114,@di72nn fixed a webview crash happening with Android 5 link,Currently translated at 100.0% (338 of 338 strings),0
142,Replaced v2.wallabag with wallabag.it,0.66987634,Compatibility with wallabag 2.4 (by @di72nn),Currently translated at 50.0% (169 of 338 strings),0
143,add debug logging to ReadArticleActivity.onCreate(),0.50583833,- wallabag unread items widget,"Remove bottom margin from paragraphs in quote blocks Fixes #1163 Ensure that spaces between paragraphs in quotes will remain 1163 Ensure sufficient spacing above and below blockquotes This is similar to what wallabag web is doing and avoids cases where two blockquotes would be joined without space, or a blockquote could end up butted up against the following content. Further fixes for blockquote extra bottom margin Brings in changes for #1143, removing all borders and padding between blockquote and children, allowing for margin collapsing Whitespace fix Quote accent colour change as requested Sync quote high contrast change across themes Co-authored-by: Chris Heywood 31988069+creywood@users.noreply.github.co",0
144,Merge pull request #860 from wallabag/update_translations,0.53086853,Translation updates,,0
145,Keep Youtube Video Playing when Rotating Screen in Fullscreen,0.6849735,Enable Fullscreen Button for Youtube Videos (by @NWuensche),Bumps appcompat from 1.2.0 to 1.3.0. Signed-off-by: dependabot[bot] support@github.com,0
146,Add Russian metadata,0.6247835,Russian,,0
147,"Fix images for ""Accept all SSL certs"" option",0.5229595,Fix Self-signed certificates issue,Bumps recyclerview from 1.2.0 to 1.2.1. updated-dependencies: - dependency-name: androidx.recyclerview:recyclerview   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
148,Add deleted articles sweeping,0.59041256,@di72nn fixed a sync error when deleting all tags from an article,,0
149,added TODOs of smaller issues that should be resolved before a pull-request,0.5307442,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. link,Bumps gradle from 4.2.0 to 4.2.1. Signed-off-by: dependabot[bot] support@github.com,0
150,Merge pull request #1160 from wallabag/replace_jcenter,0.50510156,• Fix connexion to wallabag v2.0.1 servers,Update gradle,0
151,fix debug log method tags,0.5855438,Fix bugs,Replace JCenter with Maven Central,0
152,Merge pull request #156 from wallabag/update,0.5338651,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",,0
153,Remove compatibility hack,0.50781345,Bugfixes,,0
154,Fixes #221 Deleting an articles throws a 404 error,0.61437154,@di72nn fixed a sync error when deleting all tags from an article,,0
155,Merge pull request #1079 from weblate/weblate-wallabag-android-app,0.56445765,@di72nn fixed a webview crash happening with Android 5 link,,0
156,Update greendao proguard rules,0.48038486,Update deps,Bumps media from 1.2.1 to 1.3.1. Signed-off-by: dependabot[bot] support@github.com,0
157,Translated using Weblate (Croatian),0.63792497,Translations:,Translations update from Weblate,0
158,Move OperationsHelper,0.4841055,Fix migrations,Currently translated at 99.7% (337 of 338 strings),0
159,Merge pull request #992 from Strubbl/update-gradle-4.0,0.5674361,@Strubbl updated the okhttp (#791) and gradle (#790) deps,Use some Compat classes,0
160,Merge pull request #1179 from wallabag/dependabot/gradle/com.android.tools.build-gradle-4.2.2,0.5064596,Compatibility with wallabag 2.4 (by @di72nn),fix: return empty list of Articles if SQLException is thrown,0
161,Bump okhttp-urlconnection from 4.2.0 to 4.2.1,0.64502573,• Fix connexion to wallabag v2.0.1 servers,,0
162,Merge pull request #630 from wallabag/clear_tag_text_field_when_suggestion_clicked,0.502789,@di72nn fixed a sync error when deleting all tags from an article,Lower max query length of the exists API request,0
163,update gradle to 3.6.3 from 3.6.2,0.5294321,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",...to avoid StreamResetException with HTTP2+nginx. Use the library default instead of a custom value.,0
164,Merge pull request #1217 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.9.3,0.5599414,• Fix connexion to wallabag v2.0.1 servers,Bumps recyclerview from 1.1.0 to 1.2.0. Signed-off-by: dependabot[bot] support@github.com,0
165,"bump to okhttp3, increase timeout to get big pdfs and use title for article save",0.5665307,- Downloading PDFs of articles,,0
166,Added translation using Weblate (Greek),0.70200336,Improved translations,Show an empty result list instead. Closes #1125,1
167,Fix issues with new annotations,0.63159484,@di72nn added experimental support for annotations. This feature is disabled by default until we polish the angles and can be activated in the settings. link,,0
168,remove unused import,0.611976,Removed,,0
169,Version 2.4.0,0.70073974,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,1
170,Fix ConnectionWizard welcome page not being shown,0.64167076,Updated Connection Wizard (wallabag.it support).,Translations update from Weblate,0
171,Transmit changes to server only using syncOfflineQueue,0.60374224,• send URLs to server when they were added offline,Currently translated at 100.0% (338 of 338 strings),0
172,Use clean HttpClient in GetCredentialsTask,0.44130266,Share title with url and option to remove the (via @wallabagapp),Currently translated at 100.0% (338 of 338 strings),0
173,theme: define per theme icon colors,0.73696065,* Icons and logo should now render better on each theme,,1
174,TTS: replace action icons in notification,0.59516215,@NWuensche improved the theming system and fixed TTS icons color on dark theme,Currently translated at 78.1% (264 of 338 strings),0
175,Merge pull request #340 from wallabag/remove-generator,0.52883124,Drops wallabag v1 support : Framabag will not work anymore with this version.,Currently translated at 100.0% (338 of 338 strings),0
176,More reliable update in SecondaryService.fetchImages(),0.5540879,Faster update mecanism,,0
177,TTS: collapse nested and adjacent emphasis blocks,0.5311643,TTS Speech,,0
178,Use FileProvider to share PDF file URI,0.56933117,- Downloading PDFs of articles,,0
179,Minor refactoring: UpdateFeedTask,0.6489486,- Many fixes & background improvements,Bumps conscrypt-android from 2.5.1 to 2.5.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
180,Bump recyclerview from 1.0.0 to 1.1.0,0.5292463,Bump version name for F-Droid users.,,0
181,Merge pull request #523 from wallabag/update-to-gradle-2.3.2,0.5485166,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions link",Bumps stetho-okhttp3 from 1.5.1 to 1.6.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
182,"Add Poche::getDatabase to prevent overwriting reference, leading to a leak",0.40871912,Bugfixes,,0
