Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
27,chore(hcl2cdk): allow keyword,0.710341,chore(hcl2cdk): update readme #1452,,1
28,chore: autoclose older GHA updater PRs,0.9659307,chore: truly autoclose older GHA updater PRs #2546,chore: Mock synth to make parallelism test fail less,1
29,chore(hcl2cdk): Provide guidance for imports,0.96905166,chore(hcl2cdk): Provide guidance for imports #949,,1
30,Update changelog,0.73767436,fix(release): update changelog #1824,,1
31,chore: remove stray console log,0.67880845,chore(cli): Don't trim output for unstructured logs #2100,,0
32,"refactor(provider-generator): don't rely on object ordering, sort it instead",0.5029237,refactor,,0
33,chore: fix test assertions,0.72136855,chore(cli): fix typo in test assertion #1591,,1
34,chore(docs): reference interoperability layer,0.97841203,chore(docs): reference interoperability layer #1160,chore: Refactor hcl2cdk to read nicer,1
35,Merge pull request #712 from hashicorp/feat-491-stream-tfc-logs,0.55133957,fix: Redact authorization header when error logging from TFC/TFE #2241,,0
36,abstract remote state with s3 example,0.55022717,Migrating from local state to remote state doesn't work #168,,0
37,Merge pull request #1513 from hashicorp/sm/update-stable-website,0.59373957,chore(docs): Merge stable-website into main #1515,,0
38,chore: point site's  redirect to new github org,0.67424417,chore: update github workflow actions #2361,,0
39,Use new typescript-minimal template where it makes sense,0.7109202,Typescript examples and template defaults for synthesize commands to compile application (#63),Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,1
40,Customize subject error message,0.5627291,fix(cli): use a custom user-agent when talking to TFC #2210,,0
41,feat: add resources examples for Go,0.669571,feat(examples): Add Scaleway Golang example #1576,chore: release 0.16.0,0
42,fix: boolean conversion,0.5471899,chore: synthesize all boolean as iresolvable tests #1849,,0
43,mostly fix cli resource name parsing,0.6152434,fix(cli): improve cli error handling #1687,,0
44,Merge branch 'main' into enable_windows_multi_stack_test,0.565408,chore(tests): Re-enable Windows Provider Add C# Test #1879,,0
45,chore: skip terraform init if provider lock is the same,0.57750654,chore: additionally lock providers for linux only #2593,,0
46,feat(docs): add guidance around secrets and warn that those values might be inlined in the generated Terraform config,0.98043776,feat(docs): add guidance around secrets and warn that those values might be inlined in the generated Terraform config #1801,,1
47,Merge pull request #1052 from hashicorp/fix-testing-assertions-deep-equal,0.5999987,fix(lib): Alternative Validation Approach #911,fix(tests): update edge provider tests,0
48,trigger build,0.5543289,                    .build(),chore(docs): change to synth from synthScope for #2755,0
49,Merge pull request #1507 from hashicorp/proxy-env,0.53174865,feat(cli): support generating provider bindings in parallel #2111,,0
50,1st attempt integration on win/linux runners,0.59088266,fix: limit concurrency for integration tests to 10 for each windows and linux #2474,,0
51,chore: add vercel config for cdk.tf redirects page,0.9772929,chore: add vercel config for cdk.tf redirects page #2016,fix(provider-generator): fix resources named 'license' causing collisions with LICENSE file on case-insensitive filesystems for Go packages,1
52,chore(lib): deprecate Resource in favor of Construct,0.9441567,chore(lib): deprecate Resource in favor of Construct #2044,,1
53,fix: fix update snapshots ci workflow,0.65811753,chore: Update Go to version 1.18 on windows workflows #2219,,0
54,updated with feedback from nara & ansgar,0.43297014,chore: npm-check-updates && yarn upgrade #1984,Resolves #2627,0
55,feat: configure nodemon to watch changes in examples and docs when running update-snippets:watch,0.5454483,chore(docs): running snippet update tool revealed an existing snippet that is not up-to-date #2440,,0
56,fix: run prettier to format markdown docs,0.655633,fix(docs): adjust setup handling in docs #1048,fix: Accept nested quotes within strings,0
57,Merge pull request #1503 from hashicorp/automation/yarn-upgrade,0.51995236,chore: remove patch file created through update automation #1491,,0
58,Merge branch 'main' into remove-date-fns,0.59735346,Fn.merge is split into Fn.mergeLists and Fn.mergeMaps,,0
59,chore: release 0.4.0,0.7388176,chore: update constructs to 10.0.20 #1444,,1
60,add tests for new module options,0.7562127,feat(tests): add test which confirms that modules now support sets #1497,fix(docs): Fix typo in commands.mdx,1
61,simple context reading from cdktf.json,0.6806672,Deprecation: We deprecate the feature flags that go into the context field of the cdktf.json,,0
62,Merge pull request #662 from hashicorp/add-cdk-log-to-gitignore,0.5920211,Add cdktf.log to .gitignore of built-in templates #662,Tiny typo in convert command documentation,0
63,Fixes CloudFront Proxy Example,0.6595477,fix: rename CloudBackendProps to CloudBackendConfig in templates #2553,feat(docs): Add example for TerraformCount to iterators.mdx,0
64,chore(examples): add Pipfile.lock to documentation example,0.67879605,chore(docs): Create BUGPROCESS.md #815,,0
65,chore: add workflow to update our github actions,0.9637002,chore: add workflow to update our github actions #2283,,1
66,chore: dont let workflow runs cancel one another,0.7337683,chore: increase operations per run of stale workflow #2363,,1
67,Merge branch 'main' into fix-datadog-provider,0.5733456,chore(docs): Merge stable-website into main #1515,,0
68,chore(docs): add brief explanation on custom condition checks,0.696531,chore(docs): Add Example for Complex input variables #2309,,0
69,Merge pull request #1067 from hashicorp/danieldreier-docs-remove-roadmap,0.6717044,chore(docs): remove roadmap link from README #1067,,0
70,Merge pull request #1381 from hashicorp/sm-add-docs-readme,0.6262614,chore(docs): Merge docs content to stable website #1133,,0
71,in case there are no attributes initially,0.5726937,Inject defaults for certain attributes #479,,0
72,maven release task,0.7296374,Release packages to Maven Central #556,,1
73,Merge pull request #692 from hashicorp/fix-integration-test,0.6832105,fix(docs): fix example for integration test #1129,fix(hcl2cdk): Handle multi-line strings better,0
74,Merge pull request #713 from jsteinich/oci_fixes,0.5741879,chore(docs): Merge stable-website into main #1515,fix(lib): Fix access expressions rendering invalid Terraform,0
75,chore(release): Release 0.12.1,0.8131968,chore(release): Pre-releases should use next version #1257,,1
76,Merge pull request #769 from hashicorp/unique-asset-paths,0.56330496,feat(lib): make asset paths change if asset content changes #769,,0
77,Merge pull request #605 from hashicorp/handle-malformed-code-blocks-in-description,0.7026978,Handle malformed code blocks in provider schema descriptions #605,,1
78,Merge pull request #550 from hashicorp/improve-docs,0.5968878,chore(docs): Combine Resources and Providers pages #1092,,0
79,Merge branch 'main' into relative_assets,0.5300734,feat(lib): Allow relative assets #1346,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
80,Add missing windows scope,0.47230005,fix(cli): windows fixes #2480,,0
81,fix: failing tests and other issues,0.763811,fix(lib): Fix testing setup #1027,fix: Support index expressions,1
82,feat(tests): add test which confirms that modules now support sets,0.9213604,feat(tests): add test which confirms that modules now support sets #1497,,1
83,expanded on PR title styling,0.45489252,fix(hcl2cdk): adjust link for label renaming #852,,0
84,fix: support provisioners in JSII languages,0.97092706,fix: support provisioners in JSII languages #2042,,1
85,Adapt test app commands to use npm run --silent,0.58264506,chore(release): run all tests on npm test #962,fix: Use property access when refrencing numeric and map accessors,0
86,support for additional types for terraform output and cdktf synth,0.6802857,chore(docs): CDK for Terraform Architecture #1112,,0
87,test(asset): remove unneeded part from test case,0.5908959,test(lib): ensure assets dont redeploy without FS changes #1178,,0
88,docs(hcl2cdk): link to corresponding issue,0.7373866,chore(docs): Fix docs links #1161,,1
89,chore(lib): fix tests and lint,0.6873414,chore(cli): lint tsx files and clean up React Hooks code #818,,0
90,chore: use globals.json file to tell dotnet to use an older version than the latest installed one,0.511135,chore: run dotnet format #2559,,0
91,Explicit install steps,0.49803087,chore: add build step to ci #2338,,0
92,Merge pull request #1845 from spdfnet/main,0.60478646,chore(docs): Merge stable-website into main #1515,,0
93,chore: update existing .NET projects to v6.0,0.8096877,Update to .NET 6.0,,1
94,fix(hcl2cdk): handle lifecycle,0.7407284,fix(hcl2cdk): Fix duplicate modules #1025,,1
95,chore: update templates to use tfe hostnames,0.60745645,chore: add TFE information to TFC docs #2407,,0
96,chore: extract example and integration test trigger,0.71155804,chore(tests): Align workflow trigger #931,,1
97,Updates to providers and data sources pages,0.62698174,chore: Update diagram with new provider count #2104,,0
98,fix(docs): document module output,0.9043737,fix(docs): document module generation #848,fix: type coercion on primitive values,1
99,return to last pushed version+collection shortcuts,0.5256175,chore: sync version and changelog from the 0.13.3 backported release #2251,,0
100,"chore: Read versions.json files, and use them for local providers",0.70765424,"feat(provider-generator): emit a versions.json file to the output directory, containing the used provider versions #1749",,1
101,Adjust tests to prior changes 2e5a1c832d32019093ddae7ff5396ed589be0f0f,0.6423017,fix(tests): change Options -> Config as per #2471 #2482,,0
102,support no variable modules,0.71833205,Fix module variables without type #630,,1
103,fix(tests): set JSII env var to not print Node version warning,0.63983643,fix: update specified nodejs version to >=12.16 to reflect our actual requirements #1466,,0
104,fix: ensure prompt does not run on non interactive terminal,0.4983247,fix(cli): dont wrap list terminal output #2188,,0
105,"feat: override bcrypt, range and lookup for easier use",0.48646381,feat(lib): cross stack references other backends #1488,,0
106,updates to variables and outputs page,0.5959234,Minor output changes and updated README.md example.,,0
107,chore: build helper tool that can be used when working with all prebuilt providers,0.668493,chore: add tooling for an automated issue dashboard #1474,,0
108,fix: Issues with building,0.6390659,chore: fix constructs error #1460,,0
109,chore: remove todo,0.6081878,chore(docs): remove adapter part #1157,,0
110,Add ui tests,0.8140439,test,fix(cli): fix version constraint for Terraform provider including space,1
111,fix(tests): Windows needs special docker host override to work,0.9722111,fix(tests): Windows needs special docker host override to work #1567,,1
112,chore(docs):  document breaking CLI changes,0.7697138,chore(docs): review cli reference #1158,,1
113,Merge pull request #1110 from hashicorp/fix-linter,0.5816835,fix(cli): convert failed with a single provider passed #1588,,0
114,refactor(lib): export functions as classes,0.6258334,import software.constructs.Construct;,,0
115,Update snapshots for added attribute link docs,0.60451263,chore(docs): revert link change #1177,fix(hcl2cdk): handle external provider data,0
116,Edits to prep for hashiConf,0.5832499,chore(docs): add 0.9 upgrade guide #1512,,0
117,handle interface only types,0.5043622,Simplify Provider API Surface #258,,0
118,refactor(asset): move to node for zip functionality,0.5226861,chore(docs): revert link change #1177,,0
119,chore(docs): add google cloud kubernetes example,0.96120006,chore(docs): add google cloud kubernetes example #742,,1
120,Add support for sensitive attribute in variables - fixes #569,0.702506,Support for dynamic attribute type #565,,1
121,feat(cli): deploy multiple stacks in parallel,0.6673021,feat(cli): support generating provider bindings in parallel #2111,,0
122,windows package command,0.5263802,fix(cli): Fix package version check on Windows #1831,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
123,fix(cli): fix bug with calling get and fix tests,0.76339114,fix(cli): improve cli error handling #1687,,1
124,Accidential commit,0.37537047,{,,0
125,Merge pull request #1752 from hashicorp/use-other-terraform-version-in-release-builds,0.5701518,fix(provider-generator): use terraform get instead of init to download modules #2057,,0
126,chore: translate first resources example,0.71485263,chore: translate parts of the documentation #2011,,1
127,Merge pull request #2493 from hashicorp/fix-var-file-option,0.5487561,Fix providers file workflow (#66),,0
128,chore: sync version and changelog from the 0.13.3 backported release,0.9738775,chore: sync version and changelog from the 0.13.3 backported release #2251,,1
129,chore(release): Update CHANGELOG.md and version to 0.16.1,0.82382977,chore(release): Update changelog to contain backported release for 0.10.4 #1773,,1
130,Merge pull request #1169 from hashicorp/laura-update-readme,0.5548246,chore: fix broken link in readme #1845,,0
131,Merge pull request #1497 from hashicorp/test-sets-in-modules,0.6378532,feat(tests): add test which confirms that modules now support sets #1497,,0
132,Make sure jest picks up the correct config,0.6051837,refactor(lib): use the same jest config everywhere #930,,0
133,This was ignored in one of the parent folders,0.524244,fix(cli): dont upload .terraform folders #758,,0
134,chore: update aws in example,0.7609576,chore(examples): Upgrade aws provider version for Go example #1450,,1
135,Merge branch 'main' into link-python-poetry-template,0.5489091,chore(docs): Link Python Poetry community template #922,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
136,"Updates to new content for v0.12 - language nits, remove duplication, make more cohesive",0.60420823,chore(docs): Remove positional language + fix style nits #2045,Closes #2764,0
137,Update variables page,0.54641277,chore: document updating the API documentation #2046,,0
138,feat(docs): Add upgrade guide for 0.6,0.8942449,feat(docs): upgrade guide for v0.6 #991,,1
139,feat(lib): Ensure users can't instanciate Terraform Stacks with glob-like names,0.6406554,feat(lib): expose terraform functions #903,fix(lib): fix Symbol for Terraform dynamic expression causing crashes when using Iterator.dynamic() on blocks,0
140,Merge pull request #765 from hashicorp/release-0.4.1,0.5226321,chore: fix finalizing the Sentry release #2379,,0
141,Use stripAnsi from npm package made my chalk authors,0.52042747,Default to NPM in templates #359,,0
142,chore: address review feedback,0.6215354,chore: Update contributing #2479,feat(lib): fix using variables and locals directly in template strings,0
143,Drop mock test,0.72083104,test,Usage in template strings will implicitly call .toString() on these which previously returned the address of the construct (as implemented in Construct#toString). With this change converting a variable or local instance to a string will just work,1
144,update for new naming (override naming available),0.6180059,fix(hcl2cdk): use the same attribute renaming function as in the provider generation #1842,fix(cli): send terraform output before approval,0
145,feat(cli): namespace aws provider,0.96350014,feat(cli): namespace aws provider #1101,"Currently, the terraform output is send after the approval diaglog. This hides the diff until an option was selected. Sending the output first makes the diff visible before the dialog.",1
146,chore: only trigger unit tests once,0.938519,chore: only trigger unit tests once #2362,"fix(hcl2cdk): Handle referencing lists, sets and maps better when converting",1
147,chore: reorder changelog sections,0.7016769,chore: add a refactoring guide #2413,,1
148,Merge pull request #727 from hashicorp/fix-go-integration-test,0.654607,fix(docs): fix example for integration test #1129,,0
149,chore: document submodules,0.7054217,chore(docs): copy over aspects #1214,,1
150,lowercase namespaces in integration test,0.551595,feat(lib): exposed testing matchers for other languages properly #1935,,0
151,Update text,0.6144599,Minor output changes and updated README.md example.,,0
152,flag to allow _ and - in logical ids,0.5806197,feat(hcl2cdk): Add logical id override when construct id's aren't unique #1045,,0
153,Fix an error in example,0.6014455,fix(docs): fix typo in CSharp example #2580,,0
154,add azure app service example,0.760199,chore: update example for azure app service #1484,,1
155,chore: build entrypoint and synth stacks,0.6622045,chore: measure and print memory consumption of build and synth steps for examples in CI #2060,,0
156,"The escaping doesn't seem  to work as expected, gonna fix later",0.49618912,"fix(tests): as predicted, the test needs to be skipped for a bit of time #2004",,0
157,fix(cli): abort apply if not all variables are known,0.95583516,fix(cli): abort apply if not all variables are known #2455,,1
158,chore(docs): rewrite internal redirects,0.97841895,chore(docs): rewrite internal redirects #2204,,1
159,Update main.ts,0.57687175,chore(docs): Update main from stable-website #1529,,0
160,"Revert ""Try to improve windows installation times""",0.49659747,chore: decrease update speed of the project board #1485,,0
161,chore(lib): update constructs version,0.8298291,chore: update constructs to 10.0.20 #1444,Co-authored-by: Mutahhir Hayat mutahhir.hayat@hashicorp.com,1
162,Add support for supressing escapes,0.5206119,chore(docs): document escape hatch for dynamic blocks #1215,Co-authored-by: Mutahhir Hayat mutahhir.hayat@hashicorp.com,0
163,"Use version format compatible for integration tests - workaround, should be properly fixed",0.69035304,fix(docs): fix example for integration test #1129,,0
164,update build script to make the repo an env var,0.60265404,chore(docs): update env var usage #1693,,0
165,suggestions from pr review,0.5517009,chore: move from pr target to pr #2381,,0
166,fix: data can be null in some cases as well,0.929486,fix: data can be null in some cases as well #1395,,1
167,Merge pull request #171 from hashicorp/fix-computed-optional-arguments,0.57379615,Fix: Unable to use resources containing an argument named 'stack' #716,,0
168,Merge pull request #1987 from hashicorp/add-test-case-for-failing-stack,0.600998,feat(lib): adds failed process output to test matcher APIs #1953 #2196,,0
169,chore: Remove stray console log line,0.697465,chore(cli): Don't trim output for unstructured logs #2100,,0
170,chore(docs): Update product maturity and go support statements,0.82785916,chore(docs): update project maturity statement #1676,,1
171,chore(hcl2cdk): test meta properties,0.70786536,chore(hcl2cdk): update readme #1452,,1
172,Merge pull request #1894 from kination/doc/update-prerequisites,0.5695754,chore: update prerequisites #1894,,0
173,chore: release 0.11.0,0.76137096,chore(release): Pre-releases should use next version #1257,,1
174,Build matrix for languages of examples,0.67431253,chore(tests): Build examples as matrix - 1 build per example #1043,fix(tests): set JSII env var to not print Node version warning,0
175,feat(cli): warn users about misaligned CLI and library versions,0.97075504,feat(cli): warn users about misaligned CLI and library versions #1700,as that one caused our tests to fail,1
176,chore: fix ambient path,0.6537718,chore(docs): Fix Environment Variables and Best Practices #1839,"fix: Revert ""chore: upgrade our Docker image to be based on Node 0.16""",0
177,Merge pull request #2198 from hashicorp/prepare-release-0.13.1,0.56241256,chore: fix finalizing the Sentry release #2379,,0
178,don't clear nuget since doesn't work in parallel,0.43847716,"A very minor change in the UX of the cdktf get command now generates the provider bindings for all languages (except TypeScript) in parallel. This speeds up the process in general, but on devices with limited memory it could lead to Out of Memory errors. If this happens you can limit the parallelism by providing the parallelism flag: cdktf get --parallelism=1.",chore: upgrade our Docker image to be based on Node 0.16,0
179,Merge branch 'main' into improve-docs-for-configuration-including-maps,0.6203457,chore(docs): Merge stable-website into main #1515,This has to be done separately from #2768 as our CI always uses the latest available Docker image,0
180,Try other org,0.48219475,chore: store website nav files #1434,chore: Make iterators working again with convert,0
181,chore: update expressionToTs test snapshot,0.7212441,chore(deps): add script to update all snapshot tests #1139,,1
182,Merge pull request #2831 from hashicorp/fix/failing-ci-core-tests,0.63648725,feat(cli): link to troubleshooting page for error #2192,,0
183,Merge pull request #1027 from hashicorp/fix-testing,0.63450456,fix(lib): Fix testing setup #1027,,0
184,Merge branch 'main' into improve-terraform-cloud-error-handling,0.6015308,chore(docs): Merge stable-website into main #1515,,0
185,Address PR feedback,0.54990184,feat: add CODEOWNERS file for automatic PR review assignment #2212,,0
186,chore: Tighten regex for NuGet provider listing,0.5138695,chore: truly autoclose older GHA updater PRs #2546,,0
187,Merge pull request #1872 from hashicorp/update-release-checklist,0.5386065,fix(release): update changelog #1824,,0
188,"Revert ""chore: drop Terraform v0.15.7 from Docker image and replace with v1.1.9 for running tests""",0.94544613,chore: drop Terraform v0.15.7 from Docker image and replace with v1.1.9 for running tests #1747,,1
189,terraform variable,0.85461223,Terraform Variables #277,,1
190,feat(cli): filter TF_VAR_ environment variables during synth phase,0.7106241,TF_VAR_ prefixed environment variables can no longer be accessed at synth time,,1
191,Merge pull request #2196 from Inkdpixels/1953-add-process-output-to-test-matcher-apis,0.65629286,feat(lib): adds failed process output to test matcher APIs #1953 #2196,,0
192,Upgrade constructs to 3.0,0.7750338,Constructs upgrade (v3 to v10),,1
193,Add terraform-parallelism flag to watch,0.78081703,feat(cli): Add support for terraform's parallelism flag #2107,,1
194,lists/sets of maps,0.761234,Add Lists of Maps #229,,1
195,Adapt expected output to changed stack name,0.56865907,We're now supporting multiple Stacks! - existing Terraform state files from local Terraform workflows have to be renamed to match the stack name.,,0
196,chore: add workflow_dispatch to be able to start a release manually,0.67328286,chore: add website release automation #1255,,0
197,chore(docs): document numeric tokens,0.9780764,chore(docs): document numeric tokens #1140,,1
198,Merge pull request #1048 from hashicorp/testing-doc-updates,0.5943061,chore(docs): Update main from stable-website #1529,chore(examples): Disable Java Gradle example,0
199,Run it in the same docker image as all th other buidls,0.4766084,refactor(lib): use the same jest config everywhere #930,Closes #2508,0
200,chore: fix code block,0.7157823,chore: fix constructs error #1460,chore: Enable type coercion again,1
201,chore(cli): typescript init prints link to all prebuilt providers,0.97867477,chore(cli): typescript init prints link to all prebuilt providers #1348,,1
202,bring go edge test up to par with other langs,0.5477787,test,,0
203,fix example,0.81410515,fix,,1
204,fix cross stack reference test,0.7456744,feat(lib): cross stack references other backends #1488,,1
205,fix: erroneous path to versions.json for CSharp,0.6372583,fix: add required_version to json schema #2355,,0
206,chore: release 0.15.2,0.7872553,chore(release): Pre-releases should use next version #1257,This reverts commit 040b7904f9dd811a2c7833092cf61e7723f050b2.,1
207,fix(cli): show stdout on app errors,0.6800618,fix(cli): improve cli error handling #1687,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
208,Merge pull request #942 from hashicorp/unit-testing,0.59793776,feat(lib): adds failed process output to test matcher APIs #1953 #2196,,0
209,chore: update jsii and jsii-pacmak for cdktf-cli,0.6551845,Version check for new cdktf cli #130,,0
210,"refactor(cli): fix library API of init, now uses passed providers",0.6033242,fix(cli): Distribute unbundled source code #1379,,0
211,feat: add variables and outputs examples for Go,0.696821,feat(examples): Add Scaleway Golang example #1576,fix(hcl2cdk): Heredocs expression parsing,0
212,feat(tests): add test for passing args to diff as well,0.64380485,feat(lib): invoke Aspects when using Testing.synth and Testing.synthScope #1143,,0
213,change no variable check,0.5886018,fix(tests): change Options -> Config as per #2471 #2482,,0
214,Update link to concepts,0.5858792,chore(docs): link and layout fixes #1344,,0
215,"chore: improve field names, and get tests green",0.54094476,chore: add a refactoring guide #2413,,0
216,Bump to 0.2.1,0.7993264,Bump ini from 1.3.5 to 1.3.8 #460,,1
217,Merge pull request #2427 from hashicorp/chore/support-custom-endpoints,0.58845806,feat(cli): support generating provider bindings in parallel #2111,,0
218,Merge branch 'main' into final-migration-cleanup,0.56268984,chore(docs): Final Docs Migration Cleanup #1431,,0
219,Fix indentation,0.6138614,fix,Co-authored-by: Ansgar Mertens ansgar@hashicorp.com,0
220,better handling of complex required types,0.64947945,Model ComplexComputedLists as ComplexLists and ComputedObjects #1499,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,0
221,feat(test): test using whole list in output in all languages,0.660378,feat(lib): exposed testing matchers for other languages properly #1935,,0
222,Adjust typescript examples,0.81589484,Typescript Example,,1
223,test(hcl2cdk): document unsupported case of [] property access,0.65881145,test(hcl2cdk): add test case for property renaming #1709,,0
224,added main class as source to synth all,0.5734861,Typescript examples and template defaults for synthesize commands to compile application (#63),,0
225,chore: dedupe concurrency prefix,0.9231976,chore: dedupe concurrency prefix #2330,,1
226,fix(apply): run apply if only the output changes,0.62221575,fix(tests): change Options -> Config as per #2471 #2482,chore: Use new Terraform Expression AST for generating Typescript expression,0
227,chore(docs): add info about stack environments,0.7188774,chore(docs): Add constructs documentation to website #1338,,1
228,feat(cli): add provider upgrade command,0.962978,feat(cli): add provider upgrade command #2202,,1
229,added tag for providers option in init cmd,0.68187004,feat(cli): Add option to select providers to add with init #2184,,0
230,chore(hcl2cdk): fix iterator variable access,0.6674522,chore(hcl2cdk): update readme #1452,,0
231,Merge pull request #2107 from hashicorp/fix/1715-tf-parallelism,0.59571296,feat(cli): support generating provider bindings in parallel #2111,,0
232,chore: update .NET version in contributing.md,0.7188544,chore: Update contributing #2479,,1
233,fix: discard grep output to fix multiline issue with sentry release,0.58428127,chore: fix sentry release script #2317,,0
234,Merge pull request #1511 from hashicorp/refactor-cli,0.62368363,feat(cli): only re-generate provider bindings on get if necessary #2266,,0
235,Merge pull request #559 from hashicorp/upgrade-ink,0.5506139,Upgrade to ink v3 #559,,0
236,chore: fix typo in the if expression,0.6829993,chore(cli): fix typo in test assertion #1591,,0
237,"fix(hcl2cdk): the detection is not perfect, at this point we most likely have false positives here",0.6093627,chore: skip hcl2cdk tests for now #2384,,0
238,fix the type issue when environment variable is not exists,0.6021079,fix(docs): fix aspects example not being valid TypeScript #1986,,0
239,"updated snapshot, removed unneeded files from merge",0.5811553,chore(docs): remove old layouts folder #1522,,0
240,Add Terraform platform illustration,0.7765781,chore(docs): Enhance readme with Terraform Platform Illustration #778,,1
241,Merge pull request #2293 from hashicorp/prepare-release-0.14.0,0.57711315,chore: fix finalizing the Sentry release #2379,,0
242,get flags passing through init correctly,0.5042079,Dont error on init when log has been written #759,,0
243,Merge pull request #1059 from hashicorp/prepare-release-0.6.3,0.54612166,chore: fix finalizing the Sentry release #2379,,0
244,chore: ignore template file,0.5968997,chore: add issue template for filing bugs with a pre-built providers label #1983,,0
245,Generator Metadata for Resources,0.5969909,chore(docs): Combine Resources and Providers pages #1092,Add more complicated expression tests,0
246,chore: update constructs to v10 in more places,0.7824153,chore: update constructs to 10.0.25 #1453,,1
247,chore: handle block types in type coercion,0.52939475,chore: group needs to be prefixed per type #1813,,0
248,add environment to keys to preserve case,0.90953773,fix: Adds environment to keys to preserve case #2446,,1
249,fix: run prettier and remove unused code,0.6114172,fix: ignore build output in prettier #1077,,0
250,Add CDK for Terraform to page titles,0.90857685,chore(docs): Add CDK for Terraform to page titles #2278,Signed-off-by: hashicorp-copywrite[bot] 110428419+hashicorp-copywrite[bot]@users.noreply.github.com,1
251,Add docs for multiple stacks,0.59954304,fix(docs): adjust setup handling in docs #1048,,0
252,Added go/azurerm examples,0.7907646,chore(examples): Added go/azurerm examples #1275,,1
253,refactor(cli): use Object.fromEntries,0.6652261,refactor(cli): parse json according to schema #2286,,0
254,rename null provider for java & c#,0.946286,Rename null provider for java & c# #589,,1
255,Publish pre releases to nuget.org,0.8149936,Release packages to Nuget.org #528,,1
